IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20080205_PRI_ALL_ALL_REG,USA_CA_20080205_PRI_ALL_ALL_VOTED,USA_CA_20080205_PRI_PROP98_YES,USA_CA_20080205_PRI_PROP98_NO,USA_CA_20080205_PRI_PROP99_YES,USA_CA_20080205_PRI_PROP99_NO
0,_Los Angeles,_060376820003A,_6820003A,879,118,32,76,76,34
0,_Los Angeles,_060376820004B,_6820004B,917,124,39,76,74,44
0,_Los Angeles,_060376820005A,_6820005A,752,126,45,71,56,56
0,_Los Angeles,_060376820006A,_6820006A,786,94,35,58,49,43
0,_Los Angeles,_060376820007A,_6820007A,783,116,42,64,48,56
0,_Los Angeles,_060376820008A,_6820008A,873,122,51,65,74,41
0,_Los Angeles,_060376820009A,_6820009A,1031,178,63,105,108,62
0,_Los Angeles,_060376850001A,_6850001A,0,0,0,0,0,0
0,_Los Angeles,_060376850002A,_6850002A,310,65,20,44,44,17
0,_Los Angeles,_060376850008A,_6850008A,0,0,0,0,0,0
0,_Los Angeles,_060376850014A,_6850014A,0,0,0,0,0,0
0,_Los Angeles,_060376850015A,_6850015A,28,11,2,9,3,8
0,_Los Angeles,_060376850016A,_6850016A,23,5,3,2,2,3
0,_Los Angeles,_060376850017A,_6850017A,114,30,5,23,16,11
0,_Los Angeles,_060376850018A,_6850018A,0,0,0,0,0,0
0,_Los Angeles,_060376850019A,_6850019A,66,10,4,6,6,4
0,_Los Angeles,_060376850033C,_6850033C,0,0,0,0,0,0
0,_Los Angeles,_060376850034A,_6850034A,72,15,7,7,10,5
0,_Los Angeles,_060376850200A,_6850200A,74,13,4,5,4,5
0,_Los Angeles,_060376850217C,_6850217C,74,16,3,12,11,4
0,_Los Angeles,_060377050005A,_7050005A,478,95,31,60,58,34
0,_Los Angeles,_060377050008A,_7050008A,832,144,50,86,85,51
0,_Los Angeles,_060377050010A,_7050010A,797,120,35,72,71,38
0,_Los Angeles,_060377050011A,_7050011A,848,153,51,93,84,54
0,_Los Angeles,_060377050013A,_7050013A,851,171,58,96,84,67
0,_Los Angeles,_060377050016A,_7050016A,904,196,58,121,105,75
0,_Los Angeles,_060377050027A,_7050027A,855,192,75,102,90,87
0,_Los Angeles,_060377050037A,_7050037A,797,173,45,109,94,59
0,_Los Angeles,_060377050043A,_7050043A,984,186,65,107,94,79
0,_Los Angeles,_060377050043B,_7050043B,136,29,9,14,17,5
0,_Los Angeles,_060377050062A,_7050062A,1123,232,83,120,118,92
0,_Los Angeles,_060377050064A,_7050064A,808,159,64,87,82,67
0,_Los Angeles,_060377050066A,_7050066A,805,153,51,89,91,51
0,_Los Angeles,_060377050068A,_7050068A,799,112,40,65,59,44
0,_Los Angeles,_060377050069A,_7050069A,782,134,45,85,72,58
0,_Los Angeles,_060377050070A,_7050070A,770,146,61,75,69,69
0,_Los Angeles,_060377050072A,_7050072A,714,143,49,87,77,60
0,_Los Angeles,_060377050073A,_7050073A,834,161,53,100,96,57
0,_Los Angeles,_060377050076A,_7050076A,849,181,50,123,89,81
0,_Los Angeles,_060377050077A,_7050077A,854,194,78,105,114,64
0,_Los Angeles,_060377100001A,_7100001A,1072,246,75,160,146,84
0,_Los Angeles,_060377100003A,_7100003A,929,220,46,157,147,59
0,_Los Angeles,_060377100004A,_7100004A,737,162,36,120,109,45
0,_Los Angeles,_060377100006A,_7100006A,603,173,32,137,120,43
0,_Los Angeles,_060377100030A,_7100030A,724,190,34,146,125,54
0,_Los Angeles,_060377100032A,_7100032A,225,85,27,52,60,21
0,_Los Angeles,_060377100033A,_7100033A,990,329,148,164,183,121
0,_Los Angeles,_060377150001C,_7150001C,972,267,82,173,149,102
0,_Los Angeles,_060377150002B,_7150002B,1097,309,90,200,191,98
0,_Los Angeles,_060377150003A,_7150003A,1168,294,83,187,171,95
0,_Los Angeles,_060377150004A,_7150004A,1100,237,78,144,138,82
0,_Los Angeles,_060377150005A,_7150005A,767,192,85,98,102,78
0,_Los Angeles,_060377150006A,_7150006A,1068,263,72,174,143,96
0,_Los Angeles,_060377150008A,_7150008A,1060,278,90,170,162,93
0,_Los Angeles,_060377150010C,_7150010C,1020,243,94,130,126,91
0,_Los Angeles,_060377150012A,_7150012A,827,168,55,100,97,58
0,_Los Angeles,_060377150015A,_7150015A,920,276,94,162,146,112
0,_Los Angeles,_060377150016A,_7150016A,948,340,123,196,197,115
0,_Los Angeles,_060377150017A,_7150017A,890,275,81,173,175,77
0,_Los Angeles,_060377150020A,_7150020A,0,0,0,0,0,0
0,_Los Angeles,_060377150022A,_7150022A,1104,213,54,143,117,80
0,_Los Angeles,_060377150024A,_7150024A,644,189,58,114,107,64
0,_Los Angeles,_060377150025A,_7150025A,1075,272,92,162,146,105
0,_Los Angeles,_060377150026A,_7150026A,1104,267,91,169,161,96
0,_Los Angeles,_060377150027A,_7150027A,993,250,89,141,136,95
0,_Los Angeles,_060377150028A,_7150028A,1061,300,108,167,147,130
0,_Los Angeles,_060377150031A,_7150031A,956,342,137,182,184,132
0,_Los Angeles,_060377150032A,_7150032A,847,200,48,134,130,53
0,_Los Angeles,_060377150034C,_7150034C,1028,217,52,153,132,72
0,_Los Angeles,_060377150037A,_7150037A,919,302,107,182,147,142
0,_Los Angeles,_060377150039A,_7150039A,1164,261,79,165,158,81
0,_Los Angeles,_060377150039B,_7150039B,1185,233,62,152,134,76
0,_Los Angeles,_060377150041A,_7150041A,1049,283,115,155,159,108
0,_Los Angeles,_060377150045A,_7150045A,1222,430,155,247,217,184
0,_Los Angeles,_060377150045B,_7150045B,1176,350,111,217,204,121
0,_Los Angeles,_060377150048A,_7150048A,934,188,51,124,121,54
0,_Los Angeles,_060377150049A,_7150049A,894,316,113,174,152,131
0,_Los Angeles,_060377150051A,_7150051A,1240,310,96,195,180,108
0,_Los Angeles,_060377150055A,_7150055A,1092,297,93,188,151,131
0,_Los Angeles,_060377150057A,_7150057A,1211,318,111,188,171,119
0,_Los Angeles,_060377150060A,_7150060A,1159,252,84,153,140,94
0,_Los Angeles,_060377150061B,_7150061B,1164,381,125,230,234,120
0,_Los Angeles,_060377150063A,_7150063A,1141,352,132,188,180,140
0,_Los Angeles,_060377150064A,_7150064A,954,438,169,246,198,214
0,_Los Angeles,_060377150065B,_7150065B,2,0,0,0,0,0
0,_Los Angeles,_060377150068A,_7150068A,1099,345,131,197,178,145
0,_Los Angeles,_060377150069A,_7150069A,1183,349,117,201,172,143
0,_Los Angeles,_060377150070B,_7150070B,1185,328,109,198,187,124
0,_Los Angeles,_060377150071A,_7150071A,1124,375,136,214,181,162
0,_Los Angeles,_060377150073A,_7150073A,1094,390,162,202,218,139
0,_Los Angeles,_060377150076A,_7150076A,969,245,73,156,141,84
0,_Los Angeles,_060377150077C,_7150077C,1208,408,179,206,197,178
0,_Los Angeles,_060377150078A,_7150078A,1252,356,140,190,174,161
0,_Los Angeles,_060377150081A,_7150081A,872,273,101,160,144,110
0,_Los Angeles,_060377150082A,_7150082A,1008,318,135,166,145,153
0,_Los Angeles,_060377150082B,_7150082B,1181,358,152,190,176,161
0,_Los Angeles,_060377150087A,_7150087A,1096,327,126,186,161,147
0,_Los Angeles,_060377150090A,_7150090A,1106,297,113,163,149,120
0,_Los Angeles,_060377150092A,_7150092A,1135,312,124,175,168,121
0,_Los Angeles,_060377150094B,_7150094B,1121,265,95,159,149,100
0,_Los Angeles,_060377150097A,_7150097A,782,148,34,105,93,46
0,_Los Angeles,_060377150098A,_7150098A,1102,408,134,250,229,157
0,_Los Angeles,_060377150098B,_7150098B,49,7,3,4,2,5
0,_Los Angeles,_060377150098D,_7150098D,1131,334,131,174,180,123
0,_Los Angeles,_060377150101B,_7150101B,1036,240,91,138,132,93
0,_Los Angeles,_060377150102A,_7150102A,1073,285,115,151,153,113
0,_Los Angeles,_060377150102B,_7150102B,1087,237,76,149,125,94
0,_Los Angeles,_060377150104A,_7150104A,817,370,157,193,187,159
0,_Los Angeles,_060377150106A,_7150106A,1275,431,170,232,225,176
0,_Los Angeles,_060377150109A,_7150109A,1110,342,157,163,175,137
0,_Los Angeles,_060377150114B,_7150114B,1123,410,165,222,226,160
0,_Los Angeles,_060377150115B,_7150115B,1095,247,91,143,132,95
0,_Los Angeles,_060377150115C,_7150115C,21,6,1,5,5,1
0,_Los Angeles,_060377150116A,_7150116A,948,320,91,207,182,116
0,_Los Angeles,_060377150121A,_7150121A,1212,544,201,299,301,189
0,_Los Angeles,_060377150125A,_7150125A,872,179,41,131,113,55
0,_Los Angeles,_060377150131A,_7150131A,1153,281,91,171,152,113
0,_Los Angeles,_060377150154A,_7150154A,1136,397,173,199,190,173
0,_Los Angeles,_060377150201A,_7150201A,1173,262,75,160,144,91
0,_Los Angeles,_060377150300A,_7150300A,947,317,120,160,145,135
0,_Los Angeles,_060377150301A,_7150301A,864,254,85,139,115,112
0,_Los Angeles,_060377300001A,_7300001A,0,0,0,0,0,0
0,_Los Angeles,_060377360006D,_7360006D,812,117,40,68,71,39
0,_Los Angeles,_060377410002A,_7410002A,170,17,4,8,7,5
0,_Los Angeles,_060377410002B,_7410002B,586,83,14,65,56,23
0,_Los Angeles,_060377410003A,_7410003A,841,60,19,40,42,17
0,_Los Angeles,_060377410004A,_7410004A,1072,78,15,56,50,21
0,_Los Angeles,_060377410005A,_7410005A,974,78,16,52,38,31
0,_Los Angeles,_060377410007B,_7410007B,980,109,41,67,55,51
0,_Los Angeles,_060377410008A,_7410008A,1027,121,36,80,76,41
0,_Los Angeles,_060377410011A,_7410011A,969,84,27,54,58,22
0,_Los Angeles,_060377410015A,_7410015A,864,89,28,56,53,30
0,_Los Angeles,_060377410016A,_7410016A,864,82,21,55,48,28
0,_Los Angeles,_060377410017A,_7410017A,920,107,35,66,60,40
0,_Los Angeles,_060377410020A,_7410020A,1031,116,35,69,59,46
0,_Los Angeles,_060377410029A,_7410029A,971,114,40,66,56,49
0,_Los Angeles,_060377410086A,_7410086A,1102,104,37,64,62,40
0,_Los Angeles,_060377410086D,_7410086D,959,107,21,81,71,31
0,_Los Angeles,_060377410110A,_7410110A,853,90,29,59,56,31
0,_Los Angeles,_060377410130A,_7410130A,873,93,28,64,53,35
0,_Los Angeles,_060377410150A,_7410150A,1088,96,46,49,42,49
0,_Los Angeles,_060377410154A,_7410154A,867,93,30,59,52,37
0,_Los Angeles,_060377450001A,_7450001A,0,0,0,0,0,0
0,_Los Angeles,_060377450011A,_7450011A,75,11,3,7,7,3
0,_Los Angeles,_060377450012M,_7450012M,0,0,0,0,0,0
0,_Los Angeles,_060377470001A,_7470001A,126,16,9,5,12,2
0,_Los Angeles,_060377510001A,_7510001A,933,416,112,254,271,104
0,_Los Angeles,_060377510002A,_7510002A,921,378,104,247,236,113
0,_Los Angeles,_060377510003A,_7510003A,1037,534,154,335,351,133
0,_Los Angeles,_060377510005A,_7510005A,986,407,79,275,266,90
0,_Los Angeles,_060377510006A,_7510006A,1022,424,92,298,298,88
0,_Los Angeles,_060377510008A,_7510008A,930,429,122,278,290,99
0,_Los Angeles,_060377510009A,_7510009A,1064,472,121,305,309,106
0,_Los Angeles,_060377510013A,_7510013A,659,250,58,171,164,60
0,_Los Angeles,_060377600001A,_7600001A,781,128,37,81,80,40
0,_Los Angeles,_060377600002A,_7600002A,898,132,58,66,72,53
0,_Los Angeles,_060377600003A,_7600003A,1242,241,89,127,103,110
0,_Los Angeles,_060377600004A,_7600004A,952,112,45,59,66,35
0,_Los Angeles,_060377600005A,_7600005A,1160,219,85,120,114,89
0,_Los Angeles,_060377600006B,_7600006B,1021,150,59,74,80,51
0,_Los Angeles,_060377600007A,_7600007A,1130,191,91,90,103,70
0,_Los Angeles,_060377600008A,_7600008A,904,150,68,66,73,62
0,_Los Angeles,_060377600009A,_7600009A,849,120,47,55,79,26
0,_Los Angeles,_060377600011A,_7600011A,945,131,49,67,64,55
0,_Los Angeles,_060377600012A,_7600012A,799,134,47,78,79,44
0,_Los Angeles,_060377600017A,_7600017A,860,168,54,108,90,73
0,_Los Angeles,_060377600018A,_7600018A,892,167,64,90,93,59
0,_Los Angeles,_060377600030A,_7600030A,957,123,40,72,61,48
0,_Los Angeles,_060377600031A,_7600031A,807,134,54,78,70,59
0,_Los Angeles,_060377600032A,_7600032A,897,146,53,72,67,58
0,_Los Angeles,_060377600033A,_7600033A,867,156,58,84,84,63
0,_Los Angeles,_060377650001A,_7650001A,869,107,44,55,60,38
0,_Los Angeles,_060377650004A,_7650004A,801,72,14,48,41,23
0,_Los Angeles,_060377650004B,_7650004B,0,1,0,1,1,0
0,_Los Angeles,_060377650005A,_7650005A,1083,103,30,65,52,39
0,_Los Angeles,_060377650006A,_7650006A,787,102,42,52,55,39
0,_Los Angeles,_060377650009A,_7650009A,1092,113,37,66,72,31
0,_Los Angeles,_060377670001A,_7670001A,1012,158,32,111,94,44
0,_Los Angeles,_060377670001C,_7670001C,894,188,35,137,109,60
0,_Los Angeles,_060377670004B,_7670004B,829,129,25,93,92,26
0,_Los Angeles,_060377670005A,_7670005A,1106,204,35,148,131,48
0,_Los Angeles,_060377670009A,_7670009A,729,150,39,94,107,30
0,_Los Angeles,_060377670011B,_7670011B,1171,403,94,271,287,74
0,_Los Angeles,_060377670012B,_7670012B,1064,267,56,178,179,52
0,_Los Angeles,_060377670013A,_7670013A,1104,364,63,267,264,63
0,_Los Angeles,_060377670014A,_7670014A,1117,162,38,103,104,39
0,_Los Angeles,_060377670014C,_7670014C,1002,184,23,146,128,39
0,_Los Angeles,_060377670015A,_7670015A,432,136,23,93,97,17
0,_Los Angeles,_060377670017A,_7670017A,753,122,23,86,85,25
0,_Los Angeles,_060377670018A,_7670018A,702,214,42,152,150,46
0,_Los Angeles,_060377670019A,_7670019A,695,165,30,116,111,31
0,_Los Angeles,_060377670020A,_7670020A,787,260,52,185,176,61
0,_Los Angeles,_060377670021A,_7670021A,647,197,39,148,153,36
0,_Los Angeles,_060377670022A,_7670022A,1092,270,59,185,183,62
0,_Los Angeles,_060377670023C,_7670023C,1147,267,40,201,189,49
0,_Los Angeles,_060377680001A,_7680001A,15,0,0,0,0,0
0,_Los Angeles,_060377680002A,_7680002A,992,149,57,79,82,53
0,_Los Angeles,_060377680003A,_7680003A,975,192,68,117,113,69
0,_Los Angeles,_060377680004A,_7680004A,0,0,0,0,0,0
0,_Los Angeles,_060377680006A,_7680006A,0,0,0,0,0,0
0,_Los Angeles,_060377680007A,_7680007A,667,163,61,97,102,54
0,_Los Angeles,_060377680009A,_7680009A,756,136,43,86,70,58
0,_Los Angeles,_060377680010A,_7680010A,1128,219,64,145,138,70
0,_Los Angeles,_060377680011A,_7680011A,663,131,44,78,74,47
0,_Los Angeles,_060377680012A,_7680012A,1183,454,93,339,319,105
0,_Los Angeles,_060377680013A,_7680013A,718,228,71,136,134,76
0,_Los Angeles,_060377680014A,_7680014A,593,164,70,82,91,57
0,_Los Angeles,_060377680015A,_7680015A,895,168,53,110,100,56
0,_Los Angeles,_060377680016A,_7680016A,922,171,55,107,97,66
0,_Los Angeles,_060377680020A,_7680020A,200,46,17,26,27,15
0,_Los Angeles,_060377690001A,_7690001A,982,250,48,173,173,53
0,_Los Angeles,_060377690002A,_7690002A,732,146,24,109,101,27
0,_Los Angeles,_060377690005A,_7690005A,802,218,48,151,144,53
0,_Los Angeles,_060377690006A,_7690006A,643,187,46,128,119,54
0,_Los Angeles,_060377700001A,_7700001A,1093,148,54,84,98,40
0,_Los Angeles,_060377700002A,_7700002A,965,117,37,74,65,48
0,_Los Angeles,_060377700003A,_7700003A,804,125,36,78,70,46
0,_Los Angeles,_060377700004A,_7700004A,1134,196,68,117,96,87
0,_Los Angeles,_060377700011A,_7700011A,1115,197,55,136,111,77
0,_Los Angeles,_060377700012A,_7700012A,991,140,45,86,87,47
0,_Los Angeles,_060377700014A,_7700014A,987,152,52,90,81,58
0,_Los Angeles,_060377700015A,_7700015A,1078,150,43,97,98,39
0,_Los Angeles,_060377700016A,_7700016A,1002,203,66,120,104,84
0,_Los Angeles,_060377700018B,_7700018B,630,74,18,54,48,24
0,_Los Angeles,_060377700019B,_7700019B,932,165,66,87,78,73
0,_Los Angeles,_060377700022A,_7700022A,1089,152,50,96,101,45
0,_Los Angeles,_060377700024A,_7700024A,1186,197,61,123,108,79
0,_Los Angeles,_060377700025A,_7700025A,1175,221,81,126,124,82
0,_Los Angeles,_060377700026A,_7700026A,1066,184,56,115,107,64
0,_Los Angeles,_060377700029A,_7700029A,0,0,0,0,0,0
0,_Los Angeles,_060377700030A,_7700030A,0,0,0,0,0,0
0,_Los Angeles,_060377700033A,_7700033A,740,99,36,50,49,41
0,_Los Angeles,_060377700034A,_7700034A,695,122,43,70,58,57
0,_Los Angeles,_060377700035A,_7700035A,1138,222,81,128,121,86
0,_Los Angeles,_060377700036B,_7700036B,1140,197,57,125,120,68
0,_Los Angeles,_060377700037A,_7700037A,876,113,40,63,59,47
0,_Los Angeles,_060377700039A,_7700039A,1032,152,58,85,89,52
0,_Los Angeles,_060377700039C,_7700039C,1082,184,53,115,112,54
0,_Los Angeles,_060377700040B,_7700040B,957,130,36,87,75,47
0,_Los Angeles,_060377700056C,_7700056C,450,55,17,34,42,8
0,_Los Angeles,_060377700073A,_7700073A,1077,125,47,70,84,34
0,_Los Angeles,_060377700073B,_7700073B,0,0,0,0,0,0
0,_Los Angeles,_060377700079A,_7700079A,793,76,33,36,34,36
0,_Los Angeles,_060377700080B,_7700080B,994,149,34,110,86,56
0,_Los Angeles,_060377700114A,_7700114A,1051,138,44,85,81,49
0,_Los Angeles,_060377700116A,_7700116A,1013,121,46,68,72,41
0,_Los Angeles,_060377700118A,_7700118A,994,135,37,94,84,49
0,_Los Angeles,_060377700122A,_7700122A,1117,139,46,82,67,64
0,_Los Angeles,_060377700140B,_7700140B,898,155,46,104,87,57
0,_Los Angeles,_060377700142A,_7700142A,1073,224,97,116,135,78
0,_Los Angeles,_060377700142C,_7700142C,1014,163,53,103,87,66
0,_Los Angeles,_060377700144A,_7700144A,1046,130,40,84,75,48
0,_Los Angeles,_060377700145B,_7700145B,993,130,33,89,75,48
0,_Los Angeles,_060377700148A,_7700148A,905,122,48,69,74,43
0,_Los Angeles,_060377700150A,_7700150A,1082,180,50,107,101,58
0,_Los Angeles,_060377700153A,_7700153A,1163,207,45,145,128,66
0,_Los Angeles,_060377700153D,_7700153D,991,163,60,97,99,58
0,_Los Angeles,_060377700155A,_7700155A,1170,180,46,121,111,59
0,_Los Angeles,_060377700157A,_7700157A,1138,212,58,139,119,73
0,_Los Angeles,_060377700158A,_7700158A,939,112,29,76,66,36
0,_Los Angeles,_060377700162A,_7700162A,653,55,20,34,30,22
0,_Los Angeles,_060377700163A,_7700163A,496,48,16,30,21,22
0,_Los Angeles,_060377700165A,_7700165A,1105,177,60,100,94,69
0,_Los Angeles,_060377750001A,_7750001A,1047,301,23,265,204,79
0,_Los Angeles,_060377750002A,_7750002A,1167,307,48,253,220,75
0,_Los Angeles,_060377750003A,_7750003A,1038,280,33,237,215,55
0,_Los Angeles,_060377750003B,_7750003B,1101,330,36,276,255,62
0,_Los Angeles,_060377750004A,_7750004A,1153,362,27,330,264,86
0,_Los Angeles,_060377750005A,_7750005A,1155,306,23,269,229,62
0,_Los Angeles,_060377750005B,_7750005B,1108,315,45,267,226,80
0,_Los Angeles,_060377750008A,_7750008A,1121,304,45,247,211,76
0,_Los Angeles,_060377750008E,_7750008E,1153,288,63,201,198,62
0,_Los Angeles,_060377750017A,_7750017A,1106,301,38,249,218,68
0,_Los Angeles,_060377750021A,_7750021A,1071,302,35,257,210,79
0,_Los Angeles,_060377750024A,_7750024A,1154,341,18,303,259,63
0,_Los Angeles,_060377750026B,_7750026B,1047,280,31,243,194,73
0,_Los Angeles,_060377750036A,_7750036A,794,213,16,180,158,41
0,_Los Angeles,_060377750043A,_7750043A,836,206,20,175,146,47
0,_Los Angeles,_060377750053A,_7750053A,1110,315,34,273,237,66
0,_Los Angeles,_060377750070B,_7750070B,926,223,38,176,152,58
0,_Los Angeles,_060377750071A,_7750071A,897,331,44,277,239,73
0,_Los Angeles,_060377750072A,_7750072A,714,176,41,125,105,57
0,_Los Angeles,_060377750077A,_7750077A,1079,344,30,295,254,62
0,_Los Angeles,_060377750077D,_7750077D,1012,322,47,255,218,79
0,_Los Angeles,_060377750078A,_7750078A,902,196,28,160,122,50
0,_Los Angeles,_060377760001A,_7760001A,502,143,41,94,89,48
0,_Los Angeles,_060377770001A,_7770001A,637,131,57,72,78,52
0,_Los Angeles,_060377770002A,_7770002A,748,278,94,159,147,106
0,_Los Angeles,_060377770010A,_7770010A,1003,293,114,164,177,95
0,_Los Angeles,_060377770011A,_7770011A,816,134,52,75,71,51
0,_Los Angeles,_060377770013A,_7770013A,1038,301,104,183,175,107
0,_Los Angeles,_060377770030A,_7770030A,668,162,51,95,80,63
0,_Los Angeles,_060377770080A,_7770080A,757,185,73,92,91,73
0,_Los Angeles,_060377800001A,_7800001A,917,183,87,79,82,85
0,_Los Angeles,_060377800002A,_7800002A,950,114,43,64,49,59
0,_Los Angeles,_060377800004A,_7800004A,1150,264,113,138,112,135
0,_Los Angeles,_060377800006A,_7800006A,934,166,62,94,85,72
0,_Los Angeles,_060377800008A,_7800008A,754,124,40,76,68,49
0,_Los Angeles,_060377800010A,_7800010A,954,115,41,65,61,47
0,_Los Angeles,_060377800012A,_7800012A,982,211,70,128,112,85
0,_Los Angeles,_060377800014A,_7800014A,773,91,31,58,59,30
0,_Los Angeles,_060377800015A,_7800015A,1163,201,58,133,105,82
0,_Los Angeles,_060377800016A,_7800016A,852,72,21,46,41,25
0,_Los Angeles,_060377800017A,_7800017A,890,179,54,107,85,70
0,_Los Angeles,_060377800022A,_7800022A,878,253,86,153,122,120
0,_Los Angeles,_060377800029A,_7800029A,900,132,55,66,67,53
0,_Los Angeles,_060377800031A,_7800031A,865,160,72,80,69,83
0,_Los Angeles,_060377800035A,_7800035A,884,89,27,55,50,28
0,_Los Angeles,_060377800038A,_7800038A,900,135,60,65,75,49
0,_Los Angeles,_060377800043A,_7800043A,1126,272,89,163,143,106
0,_Los Angeles,_060377800044A,_7800044A,927,208,72,126,121,76
0,_Los Angeles,_060377800047A,_7800047A,939,116,44,68,58,52
0,_Los Angeles,_060377800048A,_7800048A,866,77,23,52,45,30
0,_Los Angeles,_060377800049A,_7800049A,931,119,39,74,60,52
0,_Los Angeles,_060377800051A,_7800051A,917,189,70,107,90,87
0,_Los Angeles,_060377800057A,_7800057A,877,208,68,120,99,82
0,_Los Angeles,_060377800062A,_7800062A,958,142,49,86,70,62
0,_Los Angeles,_060377800064A,_7800064A,900,155,53,92,82,63
0,_Los Angeles,_060377800066A,_7800066A,1227,327,171,136,127,171
0,_Los Angeles,_060377800068A,_7800068A,845,149,71,72,79,60
0,_Los Angeles,_060377800072A,_7800072A,887,172,78,83,78,78
0,_Los Angeles,_060377800075A,_7800075A,1055,209,80,115,92,102
0,_Los Angeles,_060377800079A,_7800079A,991,179,81,86,88,78
0,_Los Angeles,_060377800080A,_7800080A,796,190,81,101,98,77
0,_Los Angeles,_060377800082A,_7800082A,875,211,93,110,91,108
0,_Los Angeles,_060377800083A,_7800083A,685,197,86,99,92,93
0,_Los Angeles,_060377800087A,_7800087A,684,190,78,98,90,87
0,_Los Angeles,_060377800144A,_7800144A,875,167,62,95,98,58
0,_Los Angeles,_060377800148A,_7800148A,887,117,32,74,71,38
0,_Los Angeles,_060377800149A,_7800149A,837,92,34,52,56,30
0,_Los Angeles,_060377800165A,_7800165A,908,97,25,66,55,35
0,_Los Angeles,_060377800167A,_7800167A,856,115,29,81,67,44
0,_Los Angeles,_060377800170A,_7800170A,994,89,26,57,50,32
0,_Los Angeles,_060377800171A,_7800171A,981,89,26,56,48,33
0,_Los Angeles,_060377800172A,_7800172A,549,47,12,35,30,15
0,_Los Angeles,_060377800172C,_7800172C,204,60,23,32,41,14
0,_Los Angeles,_060377800176A,_7800176A,1024,67,21,45,34,31
0,_Los Angeles,_060377800185A,_7800185A,842,219,92,114,95,109
0,_Los Angeles,_060377850001A,_7850001A,1124,192,42,122,119,41
0,_Los Angeles,_060377850002A,_7850002A,582,63,17,38,33,22
0,_Los Angeles,_060377850003A,_7850003A,744,226,50,149,149,50
0,_Los Angeles,_060377850009A,_7850009A,783,91,22,59,55,27
0,_Los Angeles,_060377850011A,_7850011A,634,95,27,63,55,35
0,_Los Angeles,_060377850013A,_7850013A,667,140,36,90,94,31
0,_Los Angeles,_060377850017A,_7850017A,963,169,33,106,100,48
0,_Los Angeles,_060377850024A,_7850024A,660,82,20,58,63,17
0,_Los Angeles,_060377850043A,_7850043A,694,180,37,121,117,37
0,_Los Angeles,_060377850044A,_7850044A,1083,288,61,197,174,84
0,_Los Angeles,_060377850050A,_7850050A,786,254,48,177,173,43
0,_Los Angeles,_060377850202A,_7850202A,477,108,19,76,70,28
0,_Los Angeles,_060377850204A,_7850204A,734,111,22,76,61,40
0,_Los Angeles,_060377900005A,_7900005A,875,127,54,68,77,43
0,_Los Angeles,_060377900006A,_7900006A,706,114,44,63,67,39
0,_Los Angeles,_060377900008A,_7900008A,943,151,53,91,92,51
0,_Los Angeles,_060377900009A,_7900009A,575,100,40,53,49,42
0,_Los Angeles,_060377900010A,_7900010A,907,127,54,67,75,45
0,_Los Angeles,_060377900011A,_7900011A,748,121,48,66,53,63
0,_Los Angeles,_060379000001A,_9000001A,649,242,51,172,159,63
0,_Los Angeles,_060379000004A,_9000004A,892,224,82,130,118,95
0,_Los Angeles,_060379000005A,_9000005A,1059,237,97,124,120,101
0,_Los Angeles,_060379000006A,_9000006A,1048,269,77,185,177,81
0,_Los Angeles,_060379000008A,_9000008A,1069,111,27,79,66,41
0,_Los Angeles,_060379000010A,_9000010A,679,144,37,103,88,51
0,_Los Angeles,_060379000011A,_9000011A,1017,234,64,158,150,69
0,_Los Angeles,_060379000014A,_9000014A,596,160,48,103,96,48
0,_Los Angeles,_060379000016A,_9000016A,1067,261,122,126,116,130
0,_Los Angeles,_060379000017B,_9000017B,1155,282,85,184,150,113
0,_Los Angeles,_060379000020A,_9000020A,0,0,0,0,0,0
0,_Los Angeles,_060379000021A,_9000021A,1174,294,123,152,156,122
0,_Los Angeles,_060379000023A,_9000023A,854,245,83,143,120,112
0,_Los Angeles,_060379000024B,_9000024B,1089,319,123,176,157,143
0,_Los Angeles,_060379000028A,_9000028A,1137,210,51,143,116,73
0,_Los Angeles,_060379000028C,_9000028C,1129,200,35,158,111,81
0,_Los Angeles,_060379000029A,_9000029A,653,109,26,74,66,29
0,_Los Angeles,_060379000030A,_9000030A,888,241,94,136,127,105
0,_Los Angeles,_060379000032A,_9000032A,1096,213,53,154,122,81
0,_Los Angeles,_060379000033B,_9000033B,924,229,77,134,135,78
0,_Los Angeles,_060379000034A,_9000034A,878,184,54,121,102,71
0,_Los Angeles,_060379000034B,_9000034B,915,230,86,131,112,100
0,_Los Angeles,_060379000035A,_9000035A,63,18,10,8,9,8
0,_Los Angeles,_060379000036A,_9000036A,43,17,5,11,9,7
0,_Los Angeles,_060379000038A,_9000038A,806,173,48,102,99,54
0,_Los Angeles,_060379000039A,_9000039A,830,264,74,178,166,82
0,_Los Angeles,_060379000040A,_9000040A,683,190,55,130,123,58
0,_Los Angeles,_060379000041A,_9000041A,2,0,0,0,0,0
0,_Los Angeles,_060379000045A,_9000045A,1150,124,32,82,64,57
0,_Los Angeles,_060379000049A,_9000049A,1123,258,42,198,171,71
0,_Los Angeles,_060379000051A,_9000051A,991,189,45,131,125,53
0,_Los Angeles,_060379000052A,_9000052A,357,90,9,67,54,26
0,_Los Angeles,_060379000053A,_9000053A,988,231,69,140,141,70
