IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20121106_GEN_REGVOTED_ALL,USA_CA_20121106_GEN_REGVOTED_AFF_DEM,USA_CA_20121106_GEN_REGVOTED_AFF_REP,USA_CA_20121106_GEN_REGVOTED_AFF_OTH,USA_CA_20121106_GEN_REGVOTED_AFF_DCL,USA_CA_20121106_GEN_REGVOTED_SEX_MALE,USA_CA_20121106_GEN_REGVOTED_SEX_FEMALE,USA_CA_20121106_GEN_REGVOTED_NAT_HISP,USA_CA_20121106_GEN_REGVOTED_NAT_JEW,USA_CA_20121106_GEN_REGVOTED_NAT_ASI,USA_CA_20121106_GEN_REGVOTED_NAT_OTH,USA_CA_20121106_GEN_REGVOTED_AGE_1824,USA_CA_20121106_GEN_REGVOTED_AGE_2534,USA_CA_20121106_GEN_REGVOTED_AGE_3544,USA_CA_20121106_GEN_REGVOTED_AGE_4554,USA_CA_20121106_GEN_REGVOTED_AGE_5564,USA_CA_20121106_GEN_REGVOTED_AGE_65PL,USA_CA_20121106_GEN_REGVOTED_REG_CYC1_G10,USA_CA_20121106_GEN_REGVOTED_REG_CYC2_G08,USA_CA_20121106_GEN_REGVOTED_REG_CYC3_G06,USA_CA_20121106_GEN_REGVOTED_REG_CYC4_G04,USA_CA_20121106_GEN_REGVOTED_REG_CYC5_G02,USA_CA_20121106_GEN_REGVOTED_REG_CYC6_G00,USA_CA_20121106_GEN_REGVOTED_REG_CYC7_G98,USA_CA_20121106_GEN_REGVOTED_REG_CYC8_G96,USA_CA_20121106_GEN_REGVOTED_REG_CYCN_NON
0,_Alameda,_060019431610,_9431610,27,18,3,2,4,14,13,4,0,1,22,0,6,3,6,4,8,6,4,3,3,1,1,0,1,8
0,_Alameda,_060019431620,_9431620,19,4,6,1,8,10,9,1,1,0,17,0,0,5,3,5,6,3,4,5,1,2,0,1,0,3
0,_Alameda,_060019431700,_9431700,116,62,17,14,23,54,62,20,0,10,86,8,14,23,13,38,20,25,10,15,4,15,3,2,4,38
0,_Alameda,_060019431900,_9431900,125,83,13,15,14,57,68,16,5,8,96,16,32,17,17,27,16,50,16,15,4,10,3,6,6,15
0,_Alameda,_060019432910,_9432910,14,9,2,2,1,8,6,0,0,7,7,0,2,3,4,4,1,1,4,1,4,3,0,1,0,0
0,_Alameda,_060019433630,_9433630,248,137,45,31,35,141,107,25,4,72,147,20,25,68,62,52,21,92,54,60,9,8,3,7,2,13
0,_Alameda,_060019438120,_9438120,10,4,4,0,2,5,5,0,0,0,10,0,0,2,2,4,2,1,1,1,0,0,1,2,0,4
0,_Alameda,_060019438140,_9438140,2,2,0,0,0,1,1,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
0,_Alameda,_060019438500,_9438500,2,0,2,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0,_Alameda,_060019442610,_9442610,209,129,23,11,46,110,99,60,4,51,94,18,29,24,41,51,46,39,31,24,19,16,12,17,5,46
0,_Alameda,_060019442800,_9442800,243,157,25,12,49,112,131,60,5,20,158,25,38,52,44,45,39,68,28,51,19,28,4,10,5,30
0,_Alameda,_060019442820,_9442820,158,102,20,16,20,69,89,51,4,14,89,17,30,30,34,31,16,49,20,36,9,14,1,6,2,21
0,_Alameda,_060019443110,_9443110,29,22,2,1,4,15,14,7,1,5,16,3,5,10,5,4,2,9,7,7,3,3,0,0,0,0
0,_Alameda,_060019443600,_9443600,231,142,22,23,44,123,108,77,4,27,123,27,36,38,45,52,33,59,31,34,17,20,12,8,11,39
0,_Alameda,_060019443700,_9443700,256,159,34,18,45,122,134,31,5,15,205,12,46,46,57,53,42,62,37,27,21,21,14,13,6,55
0,_Alameda,_060019443800,_9443800,186,111,28,9,38,88,98,40,3,18,125,13,34,25,42,45,27,42,23,34,14,23,3,9,2,36
0,_Alameda,_060019447040,_9447040,2,0,0,2,0,1,1,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
0,_Alameda,_060019447100,_9447100,11,7,0,1,3,3,8,2,0,0,9,1,0,1,3,5,1,8,0,0,0,1,1,1,0,0
0,_Alameda,_060019447120,_9447120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_060019447210,_9447210,6,2,4,0,0,4,2,0,0,0,6,0,0,0,1,1,4,1,0,1,1,0,0,1,0,2
0,_Alameda,_060019447220,_9447220,31,21,6,3,1,15,16,4,1,0,26,0,2,7,6,9,7,9,6,2,3,2,1,1,1,6
0,_Alameda,_060019447300,_9447300,238,146,31,29,32,104,134,26,12,23,177,8,23,33,53,62,59,49,22,30,7,31,9,12,10,68
0,_Alameda,_060019447510,_9447510,21,9,5,1,6,9,12,0,1,1,19,2,4,5,4,3,3,11,1,1,0,1,0,1,0,6
0,_Alameda,_060019447620,_9447620,63,39,11,4,9,31,32,13,0,4,46,4,10,6,10,9,24,12,8,8,4,10,2,5,2,12
0,_Alameda,_060019447700,_9447700,147,88,29,12,18,68,79,17,3,17,110,12,25,30,36,18,26,34,18,42,14,8,3,3,6,19
0,_Alameda,_060019447720,_9447720,112,68,20,6,18,59,53,18,8,22,64,8,13,21,17,29,24,28,6,15,11,8,5,9,8,22
0,_Alameda,_060019450930,_9450930,2,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
0,_Alameda,_060019451500,_9451500,204,127,28,15,34,98,106,37,2,46,119,16,23,33,34,45,53,37,21,33,14,21,8,10,9,51
0,_Alameda,_060019454220,_9454220,21,11,4,4,2,12,9,6,0,3,12,3,1,3,4,4,6,4,1,5,3,2,1,1,1,3
0,_Alameda,_060019454700,_9454700,237,151,34,13,39,105,132,49,8,59,121,20,21,21,58,57,60,46,28,39,12,33,7,13,8,51
0,_Alameda,_060019454800,_9454800,2,1,0,1,0,1,1,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
0,_Alameda,_060019455010,_9455010,255,150,36,25,44,117,138,57,2,33,163,11,42,49,62,44,47,73,41,48,8,22,10,7,3,43
0,_Alameda,_060019455200,_9455200,202,131,29,17,25,90,112,41,1,16,144,15,24,30,39,50,44,47,25,38,19,18,6,3,6,40
0,_Alameda,_060019455210,_9455210,35,26,2,1,6,15,20,12,2,2,19,2,4,7,6,9,7,7,6,8,1,5,1,0,0,7
0,_Alameda,_060019455410,_9455410,120,95,7,4,14,49,71,29,0,11,80,15,29,16,32,14,14,42,12,25,9,12,5,1,2,12
0,_Alameda,_060019464000,_9464000,5,4,0,0,1,3,2,0,0,0,5,0,1,0,1,0,3,2,2,1,0,0,0,0,0,0
0,_Alameda,_060019464100,_9464100,3,1,0,1,1,2,1,0,0,0,3,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0
0,_Alameda,_060019464300,_9464300,2,0,2,0,0,2,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,_Alameda,_060019464310,_9464310,4,2,2,0,0,3,1,0,0,0,4,2,0,0,2,0,0,1,0,1,0,0,0,0,2,0
0,_Alameda,_060019464500,_9464500,49,25,13,3,8,21,28,3,2,0,44,1,3,4,11,16,14,8,2,6,2,5,3,7,1,15
0,_Alameda,_060019464600,_9464600,170,57,80,9,24,84,86,8,7,9,146,19,12,16,45,34,44,37,10,31,6,21,7,14,5,39
0,_Alameda,_060019464700,_9464700,2,2,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,_Alameda,_060019470100,_9470100,143,78,30,11,24,64,79,24,3,8,108,11,21,14,25,36,36,29,18,25,8,10,5,10,8,30
0,_Alameda,_060019470700,_9470700,241,151,36,19,35,103,138,43,8,10,180,29,81,41,37,28,25,107,25,46,16,22,9,5,3,8
0,_Alameda,_060019475300,_9475300,119,29,64,11,15,57,62,10,12,9,88,13,12,10,23,28,33,14,13,14,11,9,9,4,6,39
0,_Alameda,_060019475600,_9475600,126,56,48,9,13,56,70,16,0,4,106,10,12,13,34,25,32,21,7,21,10,11,3,9,7,37
0,_Alameda,_060019476120,_9476120,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,_Alameda,_060019481110,_9481110,8,2,2,0,4,4,4,2,0,1,5,1,0,3,2,0,2,2,1,1,0,0,2,0,0,2
0,_Alameda,_060019481310,_9481310,18,9,3,4,2,10,8,10,0,3,5,3,4,2,4,3,2,7,1,4,4,2,0,0,0,0
0,_Alameda,_060019481430,_9481430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_060019481520,_9481520,71,42,6,5,18,33,38,22,2,1,46,11,10,11,17,11,11,22,10,14,5,3,3,2,1,11
0,_Alameda,_060019481540,_9481540,74,49,8,11,6,34,40,20,1,7,46,4,10,16,13,23,8,30,11,9,5,5,2,5,1,6
0,_Alameda,_060019481810,_9481810,239,166,20,14,39,99,140,66,7,14,152,21,39,25,39,46,69,77,49,54,11,18,4,6,3,17
0,_Alameda,_060019481900,_9481900,172,135,6,15,16,79,93,59,3,11,99,22,37,23,36,33,21,67,22,30,11,10,5,7,4,16
0,_Alameda,_060019481910,_9481910,105,78,8,13,6,47,58,35,2,7,61,14,22,17,24,15,13,41,16,18,3,11,2,0,3,11
0,_Alameda,_060019482000,_9482000,31,22,5,3,1,18,13,8,2,2,19,2,2,6,3,11,7,13,1,5,3,1,0,0,0,8
0,_Alameda,_060019482010,_9482010,77,50,10,4,13,41,36,18,2,4,53,6,13,12,17,12,17,20,12,14,9,5,1,3,2,11
0,_Alameda,_060019482020,_9482020,10,5,2,1,2,3,7,2,0,1,7,1,3,1,0,2,3,1,0,4,0,0,0,0,2,3
0,_Alameda,_060019484010,_9484010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_060019490040,_9490040,13,11,1,0,1,4,9,0,1,0,12,1,1,2,3,5,1,1,1,1,2,0,0,2,0,6
0,_Alameda,_060019490100,_9490100,49,16,24,5,4,25,24,5,1,0,43,3,3,4,11,11,17,4,2,6,1,3,1,3,3,26
0,_Alameda,_060019491020,_9491020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_060019491050,_9491050,29,18,1,3,7,17,12,3,0,5,21,4,5,9,6,2,3,7,4,5,5,2,3,1,0,2
0,_Alameda,_060019491410,_9491410,12,7,1,4,0,7,5,3,0,0,9,1,2,1,2,6,0,5,0,1,0,3,0,0,0,3
0,_Alameda,_060019491600,_9491600,168,96,37,7,28,74,94,22,6,9,131,13,18,19,29,42,47,28,18,30,5,12,12,4,5,54
0,_Alameda,_060019491610,_9491610,8,4,2,1,1,4,4,3,0,2,3,1,0,0,2,2,3,0,1,2,0,2,1,0,1,1
0,_Alameda,_060019491630,_9491630,93,41,34,7,11,46,47,11,7,5,70,8,4,9,18,17,37,12,14,7,5,7,3,3,0,42
0,_Alameda,_060019492000,_9492000,120,51,42,3,24,55,65,20,12,9,79,4,13,12,14,39,38,10,6,14,8,15,6,8,4,49
0,_Alameda,_060019498200,_9498200,27,15,8,3,1,13,14,3,0,0,24,1,1,1,6,8,10,3,1,2,0,3,3,1,0,14
0,_Alameda,_060019498300,_9498300,32,12,13,3,4,17,15,2,2,2,26,2,1,2,7,11,9,7,2,1,0,3,1,2,2,14
0,_Alameda,_060019500220,_9500220,44,13,22,6,3,26,18,5,0,0,39,1,3,2,13,14,11,7,8,15,4,4,0,0,2,4
0,_Alameda,_060019500510,_9500510,2,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
0,_Alameda,_060019501710,_9501710,42,11,26,0,5,17,25,2,0,3,37,4,5,2,9,14,8,10,3,7,3,6,2,3,0,8
0,_Alameda,_060019502910,_9502910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_060019502920,_9502920,435,190,103,63,79,214,221,40,13,52,330,15,120,104,101,60,35,161,92,78,19,47,11,10,2,15
0,_Alameda,_060019510100,_9510100,177,44,89,17,27,91,86,4,2,0,171,11,24,7,37,53,45,24,22,17,11,18,9,17,7,52
0,_Alameda,_060019510110,_9510110,49,8,36,3,2,23,26,0,0,1,48,3,4,3,16,10,13,4,6,5,5,8,3,0,3,15
0,_Alameda,_060019510150,_9510150,7,2,4,0,1,4,3,0,0,0,7,1,1,0,0,3,2,1,0,1,0,1,0,0,0,4
0,_Alameda,_060019510300,_9510300,238,64,131,17,26,110,128,16,10,1,211,22,11,22,63,48,72,27,31,29,15,18,9,20,10,79
0,_Alameda,_060019510410,_9510410,62,23,33,2,4,31,31,9,0,0,53,5,1,6,8,16,26,7,5,7,7,8,6,7,1,14
0,_Alameda,_060019510500,_9510500,164,57,81,12,14,85,79,11,1,1,151,10,9,25,47,25,48,23,4,24,13,12,0,9,7,72
0,_Alameda,_060019510610,_9510610,35,16,12,1,6,17,18,1,0,2,32,5,1,6,5,8,10,3,3,2,4,1,3,3,0,16
0,_Alameda,_060019510730,_9510730,2,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
0,_Alameda,_060019510810,_9510810,216,72,100,12,32,111,105,9,6,12,189,14,22,13,41,57,69,30,17,33,9,24,5,18,7,73
0,_Alameda,_060019510840,_9510840,193,51,99,16,27,99,94,18,12,3,160,9,25,10,44,59,46,27,22,28,14,22,6,18,10,46
0,_Alameda,_060019520250,_9520250,294,83,112,29,70,158,136,6,21,46,221,37,22,32,103,67,33,58,53,60,31,19,21,14,13,25
0,_Alameda,_060019520720,_9520720,77,16,39,8,14,40,37,1,1,26,49,7,5,7,29,16,13,9,7,15,4,11,3,17,2,9
0,_Alameda,_060019521700,_9521700,9,3,3,3,0,5,4,0,0,0,9,1,0,1,2,3,2,3,0,0,1,0,1,1,0,3
0,_Alameda,_060019522160,_9522160,309,125,43,35,106,178,131,22,10,101,176,19,14,121,110,33,12,93,64,55,22,35,11,19,7,3
0,_Alameda,_060019523100,_9523100,388,165,102,19,102,186,202,42,15,72,259,39,22,74,119,100,34,66,65,52,32,39,16,20,22,76
0,_Alameda,_060019535000,_9535000,4,1,1,1,1,3,1,2,0,0,2,0,2,0,0,0,2,0,0,1,1,0,0,0,0,2
0,_Alameda,_060019535040,_9535040,2,0,2,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
0,_Alameda,_060019535300,_9535300,46,19,18,0,9,24,22,4,1,1,40,1,11,4,15,13,2,5,5,4,5,7,2,2,3,13
0,_Alameda,_060019535400,_9535400,3,1,1,1,0,2,1,0,0,0,3,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1
0,_Alameda,_060019535500,_9535500,3,2,1,0,0,1,2,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,2
0,_Alameda,_060019540400,_9540400,211,74,36,43,58,116,95,4,12,92,103,16,31,61,53,37,13,99,50,24,9,13,4,3,2,7
0,_Alameda,_060019547710,_9547710,335,121,79,64,71,198,137,15,4,163,153,13,45,132,60,57,28,195,45,24,7,27,7,9,4,17
0,_Alameda,_060019547720,_9547720,142,63,22,22,35,83,59,13,2,50,77,7,27,51,31,17,9,43,32,40,6,4,4,4,0,9
0,_Alameda,_060019547770,_9547770,7,3,2,0,2,4,3,3,0,0,4,1,0,1,2,1,2,1,4,1,0,0,0,0,0,1
0,_Alameda,_060019815120,_9815120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_060019819020,_9819020,20,6,4,2,8,12,8,0,0,0,20,1,3,1,0,6,9,3,0,4,2,2,2,1,0,6
0,_Alameda,_060019821010,_9821010,7,4,2,0,1,4,3,4,1,0,2,2,1,2,0,0,2,2,1,2,0,1,0,0,0,1
0,_Alameda,_060019821310,_9821310,31,21,1,3,6,17,14,7,0,5,19,5,3,1,11,8,3,5,4,5,4,1,2,0,0,10
0,_Alameda,_060019821720,_9821720,22,12,1,1,8,14,8,1,0,13,8,3,2,1,10,5,1,4,1,1,2,2,3,3,3,3
0,_Alameda,_060019822020,_9822020,181,99,26,8,48,113,68,14,3,104,60,17,24,33,53,34,20,34,20,29,25,30,14,9,0,20
0,_Alameda,_060019831220,_9831220,11,5,2,2,2,8,3,5,0,1,5,0,3,2,1,5,0,2,3,0,0,2,0,2,0,2
0,_Alameda,_060019839000,_9839000,4,3,0,0,1,2,2,0,0,0,4,0,0,1,1,0,2,4,0,0,0,0,0,0,0,0
0,_Alameda,_060019839120,_9839120,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,_Alameda,_060019839200,_9839200,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,_Alameda,_060019839210,_9839210,7,6,1,0,0,3,4,3,0,3,1,1,0,0,2,2,2,1,1,1,1,0,0,0,0,3
0,_Alameda,_060019839220,_9839220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Alameda,_060019839240,_9839240,49,11,28,5,5,26,23,3,0,1,45,7,3,1,10,14,14,9,3,5,2,5,2,6,2,15
0,_Alameda,_060019839300,_9839300,5,2,1,0,2,1,4,1,0,0,4,0,0,2,0,1,2,0,0,0,0,2,1,0,0,2
0,_Alameda,_060019839310,_9839310,9,3,3,2,1,3,6,0,0,1,8,1,0,0,5,2,1,1,2,0,1,0,0,0,0,5
0,_Alameda,_060019839330,_9839330,99,42,15,6,36,58,41,2,0,71,26,7,15,10,31,22,14,15,6,23,5,14,3,14,9,10
0,_Alameda,_060019839360,_9839360,4,0,1,2,1,1,3,0,0,1,3,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1
0,_Alameda,_060019839510,_9839510,106,39,22,19,26,65,41,7,1,45,53,2,16,54,17,11,6,36,21,26,13,2,0,3,1,4
0,_Alameda,_060019866820,_9866820,87,40,24,2,21,37,50,9,0,4,74,7,7,5,20,31,17,16,9,15,2,8,5,4,2,26
0,_Alameda,_060019866910,_9866910,79,12,45,5,17,40,39,4,3,2,70,7,11,6,18,15,22,13,10,12,6,9,6,8,2,13
0,_Alameda,_060019867100,_9867100,27,4,18,1,4,13,14,0,2,1,24,3,6,1,9,5,3,7,1,5,5,3,1,0,1,4
0,_Alameda,_060019867200,_9867200,62,22,28,3,9,29,33,14,0,0,48,4,8,3,17,10,20,11,7,5,6,6,1,2,3,21
0,_Alameda,_060019870000,_9870000,166,44,96,7,19,80,86,11,7,7,141,11,6,5,29,46,69,23,21,23,8,17,11,5,10,48
0,_Alameda,_060019870010,_9870010,236,61,106,15,54,114,122,10,10,28,188,20,14,25,57,61,59,28,33,31,12,29,12,10,6,75
0,_Alameda,_060019870100,_9870100,173,47,94,6,26,77,96,11,6,1,155,17,10,15,38,33,60,23,8,15,8,14,18,17,5,65
0,_Alameda,_060019880200,_9880200,23,3,12,2,6,12,11,3,2,3,15,1,0,4,8,6,4,4,5,3,0,1,0,1,2,7
0,_Alpine,_060031,_1,133,52,49,10,22,64,69,7,4,2,120,0,0,14,31,46,42,17,3,11,9,12,8,6,10,57
0,_Alpine,_060032,_2,136,62,39,4,31,67,69,5,2,0,129,2,6,21,24,38,45,19,8,14,10,12,5,6,10,52
0,_Alpine,_060033,_3,80,37,14,6,23,31,49,8,2,5,65,5,10,9,15,27,14,12,4,4,2,7,5,9,3,34
0,_Alpine,_060034,_4,140,60,43,4,33,85,55,1,14,2,123,5,4,10,24,52,45,39,14,4,6,11,13,5,6,42
0,_Alpine,_060035,_5,151,40,65,12,34,74,77,0,7,2,142,3,11,14,25,56,42,18,9,19,10,27,11,20,5,32
0,_Amador,_06005CP01,_CP01,801,243,388,45,125,352,449,40,17,10,734,33,84,117,108,168,291,157,93,130,54,34,14,22,19,278
0,_Amador,_06005CP02,_CP02,726,232,349,38,107,334,392,39,19,17,651,37,62,96,124,162,245,142,69,82,46,47,33,41,19,247
0,_Amador,_06005CP03,_CP03,516,213,201,38,64,212,304,18,13,4,481,9,25,33,56,96,297,118,78,77,41,34,18,18,7,125
0,_Amador,_06005CP04,_CP04,830,247,432,27,124,407,423,28,32,4,766,23,41,53,124,254,335,122,80,105,57,44,32,48,31,311
0,_Amador,_06005CP05,_CP05,464,170,201,23,70,218,246,28,24,8,404,22,38,27,83,133,161,62,40,55,22,39,22,16,18,190
0,_Amador,_06005CP06,_CP06,1152,307,588,63,194,558,594,64,26,18,1044,37,137,169,172,242,395,313,160,155,58,77,67,84,26,212
0,_Amador,_06005CP07,_CP07,715,215,378,41,81,333,382,48,19,6,642,49,58,84,151,161,212,155,98,94,57,39,22,20,23,207
0,_Amador,_06005CP08,_CP08,198,48,118,10,22,94,104,15,5,2,176,11,9,23,41,68,46,33,23,25,12,18,7,23,3,54
0,_Amador,_06005CP09,_CP09,297,68,181,9,39,143,154,15,16,8,258,12,22,30,52,85,96,39,24,37,23,22,20,14,7,111
0,_Amador,_06005CP10,_CP10,507,164,239,26,78,249,258,33,14,6,454,32,41,58,83,138,155,97,63,81,30,35,23,20,17,141
0,_Amador,_06005CP11,_CP11,115,39,50,5,21,54,61,4,1,2,108,3,10,12,16,36,38,39,8,9,5,6,5,7,1,35
0,_Amador,_06005CP12,_CP12,377,124,178,26,49,185,192,23,19,3,332,9,16,44,62,118,128,63,47,55,39,23,18,15,13,104
0,_Amador,_06005CP13,_CP13,629,205,282,32,110,299,330,30,17,4,578,24,38,46,111,174,236,111,73,91,43,49,30,38,19,175
0,_Amador,_06005CP14,_CP14,679,246,301,36,96,335,344,32,17,8,622,21,36,56,102,176,288,111,85,97,34,59,35,34,27,197
0,_Amador,_06005CP15,_CP15,966,315,468,49,134,494,472,22,28,17,899,15,34,51,119,269,478,144,113,129,78,98,44,55,46,259
0,_Amador,_06005CP16,_CP16,604,201,258,41,104,302,302,24,25,8,547,17,37,56,96,149,249,93,79,77,55,43,42,32,26,157
0,_Amador,_06005CP17,_CP17,575,234,247,21,73,264,311,32,17,8,518,37,47,45,92,104,250,125,80,98,38,25,13,18,11,167
0,_Amador,_06005CP18,_CP18,812,287,358,43,124,399,413,42,31,9,730,41,75,77,121,206,292,137,127,106,46,42,34,35,13,272
0,_Amador,_06005CP19,_CP19,869,268,442,32,127,430,439,46,24,10,789,43,58,79,140,227,322,127,101,115,52,70,41,43,20,300
0,_Amador,_06005CP20,_CP20,578,190,266,39,83,282,296,34,19,5,520,28,34,43,97,137,239,97,73,73,27,50,35,26,25,172
0,_Amador,_06005CP21,_CP21,807,262,387,43,115,417,390,47,26,5,729,33,35,56,114,239,330,137,90,109,41,49,28,30,31,292
0,_Amador,_06005CP22,_CP22,394,127,166,24,77,180,214,35,12,3,344,17,49,66,64,90,108,68,53,65,26,38,27,14,10,93
0,_Amador,_06005CP23,_CP23,914,333,408,44,129,471,443,34,24,11,845,15,35,45,117,287,415,122,74,129,77,70,55,60,42,285
0,_Amador,_06005CP25,_CP25,519,173,244,32,70,263,256,11,17,6,485,17,18,38,93,166,187,66,55,85,46,42,21,38,11,155
0,_Amador,_06005CP26,_CP26,482,161,228,34,59,232,250,18,34,6,424,18,32,39,93,138,162,71,58,84,21,35,24,21,8,160
0,_Amador,_06005CP27,_CP27,472,145,231,24,72,233,239,25,13,4,430,20,27,27,71,147,180,65,53,39,33,36,18,20,21,187
0,_Amador,_06005CP28,_CP28,489,157,241,15,76,253,236,20,19,8,442,28,29,46,91,130,165,64,54,50,42,40,33,26,18,162
0,_Amador,_06005CP29,_CP29,422,146,200,10,66,208,214,14,24,1,383,13,20,25,76,128,160,52,49,44,21,38,20,21,18,159
0,_Amador,_06005CP30,_CP30,804,240,381,52,131,386,418,69,16,10,709,58,65,122,170,174,215,166,126,112,77,77,26,33,23,164
0,_Amador,_06005CP83,_CP83,68,37,16,4,11,39,29,0,4,1,63,4,4,4,9,16,31,32,13,4,3,1,3,0,2,10
0,_Butte,_060071101,_1101,524,189,199,34,102,236,288,41,9,26,448,48,94,69,87,106,120,156,60,75,32,50,28,28,16,79
0,_Butte,_060071102,_1102,691,273,206,46,166,291,400,49,17,6,619,60,70,88,100,162,211,200,85,106,47,68,35,30,20,100
0,_Butte,_060071103,_1103,855,312,340,63,140,365,490,48,30,12,765,56,95,91,144,207,262,187,103,151,47,86,49,42,21,169
0,_Butte,_060071104,_1104,1045,302,526,56,161,482,563,42,41,18,944,62,105,136,152,248,342,168,89,153,58,110,50,61,43,313
0,_Butte,_060071105,_1105,613,166,328,32,87,288,325,20,24,6,563,41,58,68,102,128,216,108,71,95,28,62,37,29,22,161
0,_Butte,_060071801,_1801,888,244,472,46,126,430,458,34,21,5,828,53,65,97,149,208,316,121,83,149,71,82,37,49,26,270
0,_Butte,_060071802,_1802,470,214,109,27,120,239,231,55,13,17,385,57,76,52,102,92,91,145,59,73,25,40,21,17,18,72
0,_Butte,_060071803,_1803,812,227,403,41,141,391,421,37,11,15,749,46,66,95,123,209,273,118,73,111,41,98,44,66,21,240
0,_Butte,_060071804,_1804,655,190,332,27,106,305,350,39,15,10,591,25,55,73,98,162,242,106,76,95,27,66,28,39,29,189
0,_Butte,_060071805,_1805,740,273,295,39,133,330,410,47,28,6,659,54,84,78,105,188,231,143,71,122,35,68,31,40,25,205
0,_Butte,_060071806,_1806,1078,332,557,54,135,505,573,33,50,11,984,32,46,58,126,223,593,169,108,237,85,129,58,62,30,200
0,_Butte,_060071807,_1807,827,208,453,47,119,394,433,36,26,5,760,29,39,59,121,185,394,132,89,142,69,100,42,43,25,185
0,_Butte,_060071808,_1808,693,232,309,41,111,335,358,58,11,11,613,43,53,78,102,172,245,134,71,101,44,73,31,34,32,173
0,_Butte,_060071809,_1809,814,235,389,50,140,403,411,71,14,12,717,47,62,79,151,192,283,163,73,126,46,76,32,53,40,205
0,_Butte,_060071810,_1810,864,221,466,47,130,433,431,30,15,4,815,41,55,73,162,205,328,128,85,137,60,67,27,51,50,259
0,_Butte,_060071811,_1811,467,142,225,29,71,226,241,17,26,4,420,20,27,29,82,149,160,64,47,59,42,49,26,18,22,140
0,_Butte,_060071812,_1812,701,220,278,49,154,364,337,30,32,3,636,15,35,49,120,225,257,138,86,104,63,72,41,33,23,141
0,_Butte,_060071813,_1813,589,191,223,45,130,307,282,26,19,2,542,16,43,47,112,194,177,97,65,81,38,63,33,41,23,148
0,_Butte,_060071901,_1901,156,51,61,11,33,80,76,3,3,15,135,24,25,19,38,24,26,35,17,35,5,13,6,11,13,21
0,_Butte,_060071902,_1902,42,22,7,3,10,21,21,1,0,0,41,3,4,3,8,14,10,15,5,8,2,4,1,2,1,4
0,_Butte,_060071903,_1903,166,60,52,17,37,94,72,6,6,1,153,5,11,15,17,57,61,37,16,31,17,14,9,6,4,32
0,_Butte,_060071904,_1904,158,44,73,14,27,79,79,8,8,0,142,4,8,10,29,43,64,23,19,17,7,16,12,13,10,41
0,_Butte,_060071905,_1905,218,66,113,11,28,105,113,4,4,0,210,4,10,12,28,66,98,36,20,18,18,28,9,19,6,64
0,_Butte,_060071906,_1906,21,5,14,0,2,10,11,0,0,0,21,1,2,2,3,3,10,2,3,3,2,1,0,0,3,7
0,_Butte,_060071907,_1907,110,37,51,6,16,55,55,5,6,1,98,1,6,8,9,32,54,18,6,18,2,20,9,8,6,23
0,_Butte,_060071908,_1908,171,49,85,10,27,89,82,8,7,0,156,7,13,13,27,53,58,25,20,15,14,29,15,10,6,37
0,_Butte,_060071910,_1910,199,70,79,11,39,107,92,7,3,0,189,4,21,18,34,53,69,29,23,32,20,19,11,13,6,46
