IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20120605_PRI_ALL_ALL_REG,USA_CA_20120605_PRI_ALL_ALL_VOTED,USA_CA_20120605_PRI_PRE_DEM_OBAMA,USA_CA_20120605_PRI_PRE_REP_KARGER,USA_CA_20120605_PRI_PRE_REP_GINGRICH,USA_CA_20120605_PRI_PRE_REP_ROMNEY,USA_CA_20120605_PRI_PRE_REP_ROEMERIII,USA_CA_20120605_PRI_PRE_REP_SANTORUM,USA_CA_20120605_PRI_PRE_REP_PAUL,USA_CA_20120605_PRI_PRE_OTH_ALL,USA_CA_20120605_PRI_USS_DEM_FERNALD,USA_CA_20120605_PRI_USS_DEM_FEINSTEIN,USA_CA_20120605_PRI_USS_DEM_LEVITT,USA_CA_20120605_PRI_USS_DEM_SHAH,USA_CA_20120605_PRI_USS_DEM_STEWART,USA_CA_20120605_PRI_USS_DEM_STRIMLING,USA_CA_20120605_PRI_USS_REP_LAUTEN,USA_CA_20120605_PRI_USS_REP_TAITZ,USA_CA_20120605_PRI_USS_REP_KRAMPE,USA_CA_20120605_PRI_USS_REP_WILLIAMS,USA_CA_20120605_PRI_USS_REP_BRAUN,USA_CA_20120605_PRI_USS_REP_KONOPIK,USA_CA_20120605_PRI_USS_REP_SHIFREN,USA_CA_20120605_PRI_USS_REP_CONLON,USA_CA_20120605_PRI_USS_REP_RAMIREZ,USA_CA_20120605_PRI_USS_REP_GLORIA,USA_CA_20120605_PRI_USS_REP_EMKEN,USA_CA_20120605_PRI_USS_REP_BORUFF,USA_CA_20120605_PRI_USS_REP_HUGHES,USA_CA_20120605_PRI_USS_REP_JACKSON,USA_CA_20120605_PRI_USS_OTH_ALL,USA_CA_20120605_PRI_PROP28_NO,USA_CA_20120605_PRI_PROP28_YES,USA_CA_20120605_PRI_PROP29_NO,USA_CA_20120605_PRI_PROP29_YES
0,_Contra Costa,_060130073,_0073,1292,465,166,1,4,175,3,3,13,6,4,239,4,0,1,8,9,6,3,2,3,0,2,17,6,0,88,3,21,9,12,186,263,191,268
0,_Contra Costa,_060130074,_0074,1184,497,162,1,6,205,3,5,14,2,1,231,3,0,1,3,7,9,0,7,12,1,0,29,3,0,104,5,38,12,8,214,272,239,252
0,_Contra Costa,_060130075,_0075,811,372,145,0,6,139,2,6,15,4,2,186,1,2,1,7,2,3,1,7,2,0,0,21,6,0,84,1,17,7,7,154,202,155,215
0,_Contra Costa,_060130076,_0076,827,315,101,1,5,121,1,6,13,3,1,150,0,0,0,2,4,6,1,5,2,2,0,16,7,1,65,1,16,7,12,132,175,130,181
0,_Contra Costa,_060130077,_0077,996,363,139,0,7,133,1,6,13,9,0,178,4,0,1,0,2,2,0,4,3,0,0,18,5,1,72,2,33,10,12,153,194,159,198
0,_Contra Costa,_060130078,_0078,1410,588,198,0,12,214,0,14,19,7,4,298,3,2,1,3,5,8,2,6,2,2,1,21,1,1,130,6,43,16,11,252,324,252,333
0,_Contra Costa,_060130079,_0079,588,256,84,0,2,99,1,2,8,2,0,126,2,0,0,2,2,5,2,3,2,1,2,8,4,0,54,5,19,8,4,107,141,114,140
0,_Contra Costa,_060130080,_0080,697,248,77,0,5,96,0,8,6,1,2,114,0,0,0,4,6,1,0,2,1,0,0,10,1,0,63,1,13,7,6,87,148,104,143
0,_Contra Costa,_060130081,_0081,1271,502,152,1,1,224,1,8,10,2,1,225,1,0,1,3,4,10,0,6,2,0,1,14,5,2,115,2,54,16,7,199,284,198,301
0,_Contra Costa,_060130082,_0082,856,307,77,0,8,146,2,4,14,0,2,120,0,0,2,2,4,3,3,3,4,0,1,17,7,0,82,1,27,10,4,122,177,140,164
0,_Contra Costa,_060130083,_0083,660,225,58,0,4,98,0,2,11,1,4,98,1,0,0,2,2,2,0,2,4,2,0,10,0,0,56,0,22,8,3,99,121,89,133
0,_Contra Costa,_060130084,_0084,837,307,83,0,2,124,0,11,9,5,1,130,1,0,4,3,7,9,1,10,1,1,1,11,3,0,61,2,22,5,6,128,161,132,170
0,_Contra Costa,_060130085,_0085,852,268,82,2,4,93,0,3,11,2,0,127,1,1,2,5,3,2,0,6,2,2,1,15,1,0,48,2,17,15,4,107,147,100,161
0,_Contra Costa,_060130086,_0086,1158,547,196,0,13,212,3,7,25,3,2,291,0,1,3,1,9,9,2,5,4,1,0,23,1,2,97,2,38,12,9,201,329,229,312
0,_Contra Costa,_060130087,_0087,914,414,136,0,5,145,1,4,18,4,2,211,2,3,1,3,4,5,0,3,3,1,0,14,4,0,76,2,35,14,18,159,236,179,230
0,_Contra Costa,_060130088,_0088,1202,481,150,1,8,187,1,5,16,9,5,227,2,3,3,4,6,3,2,3,2,0,2,23,2,1,97,3,33,22,8,183,279,186,289
0,_Contra Costa,_060130089,_0089,1459,678,280,1,3,217,2,6,23,2,0,393,9,1,5,2,4,9,1,8,3,3,2,19,8,1,92,0,52,15,12,273,381,256,411
0,_Contra Costa,_060130090,_0090,1605,736,303,2,7,220,3,12,18,7,2,435,4,1,7,5,6,10,2,6,6,2,1,18,6,0,96,3,42,26,13,304,398,273,448
0,_Contra Costa,_060130091,_0091,2174,1046,360,2,6,419,2,8,42,4,0,550,1,2,2,8,8,22,1,13,3,1,0,31,9,1,162,7,85,34,31,427,578,410,624
0,_Contra Costa,_060130092,_0092,959,346,188,2,4,55,0,4,13,5,0,216,5,1,3,5,1,3,1,2,1,1,0,8,0,0,31,1,11,6,22,130,197,115,225
0,_Contra Costa,_060130093,_0093,735,352,175,1,4,73,1,7,17,5,1,231,3,2,0,3,2,5,2,6,6,0,0,9,0,0,32,0,11,8,10,127,208,122,225
0,_Contra Costa,_060130094,_0094,761,391,164,0,2,125,3,6,14,4,1,227,3,0,2,1,1,11,2,5,7,0,0,21,1,0,57,2,18,7,12,159,217,152,236
0,_Contra Costa,_060130095,_0095,901,348,159,1,5,78,1,1,16,6,0,214,5,1,3,3,4,7,0,2,3,1,0,7,3,1,38,1,17,7,11,123,212,132,214
0,_Contra Costa,_060130096,_0096,981,418,201,1,6,94,0,3,14,7,2,248,7,2,1,2,1,7,0,4,4,1,2,10,2,0,54,2,17,10,18,147,253,144,268
0,_Contra Costa,_060130097,_0097,999,398,188,0,5,98,2,8,16,6,2,258,4,0,3,2,4,2,1,6,6,0,0,23,1,0,41,1,10,4,15,143,238,140,253
0,_Contra Costa,_060130098,_0098,1536,691,317,2,6,181,2,7,20,4,1,454,6,1,2,7,4,7,1,9,4,0,3,14,2,0,88,1,30,12,11,261,396,197,480
0,_Contra Costa,_060130099,_0099,897,445,183,0,4,151,0,6,19,3,1,275,2,0,0,0,4,6,2,6,3,1,1,13,1,0,86,0,16,8,7,192,236,157,280
0,_Contra Costa,_060130100,_0100,848,386,148,0,7,112,1,6,14,4,2,223,3,0,0,0,2,2,0,7,4,2,0,22,0,0,51,0,24,13,10,143,232,152,231
0,_Contra Costa,_060130101,_0101,879,419,201,1,7,83,2,13,12,7,1,254,5,1,2,9,9,8,1,1,5,2,0,9,6,0,40,2,30,9,5,159,249,154,262
0,_Contra Costa,_060130102,_0102,1226,581,260,2,7,154,2,8,19,7,3,359,5,1,2,4,4,10,0,9,2,2,3,16,4,0,58,3,25,22,9,212,336,194,384
0,_Contra Costa,_060130103,_0103,1172,547,261,2,5,149,2,6,17,11,2,342,3,1,5,5,0,8,0,8,3,2,2,24,2,3,65,2,17,18,18,217,313,188,355
0,_Contra Costa,_060130104,_0104,1361,608,212,1,10,216,0,14,23,2,0,329,3,0,2,3,3,10,4,4,4,3,2,31,2,0,97,0,43,15,17,213,366,241,355
0,_Contra Costa,_060130105,_0105,1001,408,195,0,4,85,1,13,11,3,2,260,5,1,2,4,4,2,2,5,2,0,0,13,2,0,44,1,20,10,13,157,236,152,248
0,_Contra Costa,_060130106,_0106,1704,816,281,2,18,298,2,19,24,7,5,427,0,2,1,1,5,8,0,17,3,3,1,28,3,1,156,6,51,31,18,319,467,323,480
0,_Contra Costa,_060130107,_0107,1545,766,281,0,9,272,3,11,19,8,6,434,2,0,4,3,7,8,0,7,1,0,0,25,4,1,136,3,51,12,22,319,420,305,452
0,_Contra Costa,_060130108,_0108,664,308,126,1,3,90,3,9,7,9,3,181,1,0,1,1,2,2,0,4,1,1,0,10,3,0,38,1,21,6,9,104,197,106,199
0,_Contra Costa,_060130109,_0109,1544,695,269,0,14,225,0,8,25,7,1,395,2,0,2,1,3,6,3,7,8,2,4,21,4,0,110,5,49,15,14,277,395,278,407
0,_Contra Costa,_060130110,_0110,1019,495,197,0,8,137,1,13,18,5,1,296,3,0,4,1,4,8,0,3,2,0,1,11,7,0,63,3,31,10,12,187,284,164,326
0,_Contra Costa,_060130111,_0111,1366,635,237,1,2,227,2,6,23,6,0,371,3,0,2,2,2,6,0,8,5,0,0,39,6,0,95,1,34,11,7,214,390,224,394
0,_Contra Costa,_060130112,_0112,1003,480,169,1,2,164,2,9,23,2,1,289,4,2,2,3,4,4,1,10,8,0,1,13,5,0,57,1,34,8,8,177,287,169,308
0,_Contra Costa,_060130113,_0113,1323,608,334,0,9,106,0,5,22,6,5,414,7,3,2,6,4,11,1,4,6,0,2,12,2,0,54,4,19,11,15,207,370,172,428
0,_Contra Costa,_060130114,_0114,1299,605,259,0,3,193,2,5,19,3,3,353,2,2,3,4,7,5,0,8,7,0,5,15,4,0,108,3,13,14,13,220,359,205,388
0,_Contra Costa,_060130115,_0115,839,481,193,0,4,173,1,4,9,4,0,276,0,2,0,3,3,5,0,4,6,0,1,14,3,1,85,3,23,10,14,192,265,164,305
0,_Contra Costa,_060130116,_0116,1840,852,404,3,8,224,3,3,36,8,3,554,11,2,5,7,0,3,0,8,4,0,1,25,3,1,115,0,17,24,20,338,474,277,562
0,_Contra Costa,_060130117,_0117,1820,837,412,2,12,188,1,7,40,9,1,535,5,0,7,6,2,13,2,12,6,2,1,27,9,0,84,3,36,16,20,317,467,258,557
0,_Contra Costa,_060130118,_0118,1446,671,304,1,11,160,2,8,28,8,1,436,2,2,2,9,5,6,1,2,1,0,0,12,0,4,90,1,28,19,20,239,396,219,440
0,_Contra Costa,_060130119,_0119,1762,862,390,0,9,220,3,20,36,9,3,536,6,3,5,7,5,13,2,5,10,3,2,27,2,3,101,3,42,16,24,366,457,313,533
0,_Contra Costa,_060130120,_0120,1347,446,230,2,5,97,0,5,10,5,4,279,5,0,3,6,1,4,3,9,1,0,0,10,3,1,34,0,30,5,21,152,265,173,269
0,_Contra Costa,_060130121,_0121,845,300,152,2,6,54,1,1,9,3,1,185,3,1,2,4,2,3,0,0,3,2,1,9,3,0,35,3,15,3,8,93,200,103,194
0,_Contra Costa,_060130122,_0122,755,320,153,0,5,75,1,9,13,5,0,191,3,0,2,4,7,4,0,2,3,1,0,6,4,1,38,1,26,6,10,138,172,147,173
0,_Contra Costa,_060130123,_0123,770,296,123,0,5,81,2,4,16,4,1,161,5,0,0,2,4,7,0,2,5,0,3,11,3,0,34,1,18,14,13,114,169,128,164
0,_Contra Costa,_060130124,_0124,898,435,183,1,5,109,1,7,18,5,0,242,2,2,1,9,4,8,1,7,4,0,1,10,6,2,66,0,21,13,12,190,227,170,258
0,_Contra Costa,_060130125,_0125,1136,423,193,2,7,93,2,5,12,8,2,249,4,3,5,6,3,4,0,8,5,0,1,14,3,0,53,3,20,14,13,174,227,161,254
0,_Contra Costa,_060130126,_0126,376,121,59,0,0,24,0,4,7,1,1,78,0,0,2,1,1,3,0,2,0,0,0,1,0,1,14,0,7,1,3,39,71,39,79
0,_Contra Costa,_060130127,_0127,1024,328,154,0,8,70,3,4,9,4,2,198,5,2,3,1,4,5,1,5,2,0,2,6,1,0,26,1,25,7,12,111,204,113,207
0,_Contra Costa,_060130128,_0128,417,225,99,0,0,69,1,2,8,3,0,134,1,1,1,1,0,3,2,0,0,0,0,5,1,1,50,0,11,2,4,87,131,83,138
0,_Contra Costa,_060130129,_0129,1125,493,212,1,5,158,2,10,15,4,1,303,2,0,2,3,3,4,1,13,1,0,0,17,5,2,68,2,19,13,15,166,303,177,307
0,_Contra Costa,_060130130,_0130,1651,1095,570,1,15,254,4,13,21,9,7,734,5,1,5,8,3,8,1,11,6,5,2,17,7,3,128,0,42,27,27,332,718,371,702
0,_Contra Costa,_060130131,_0131,1468,930,444,0,21,256,5,9,14,8,6,617,1,0,6,8,6,13,1,11,5,1,2,18,5,0,122,3,35,15,5,263,620,298,615
0,_Contra Costa,_060130132,_0132,1696,1086,540,1,14,286,2,15,24,9,7,687,6,2,5,8,5,10,1,10,7,1,3,23,8,0,161,4,38,37,13,356,667,379,690
0,_Contra Costa,_060130133,_0133,1147,839,372,1,13,271,1,11,16,7,2,509,0,0,4,5,4,8,1,11,4,4,3,28,6,2,139,0,35,16,11,261,532,292,535
0,_Contra Costa,_060130134,_0134,1182,829,335,0,5,308,1,4,20,7,3,513,0,0,4,3,3,10,2,12,8,0,0,24,2,0,143,4,33,19,9,301,500,318,502
0,_Contra Costa,_060130135,_0135,625,174,85,1,2,24,0,4,5,10,5,93,0,1,12,4,2,2,3,1,3,1,0,1,5,0,8,1,7,4,9,55,108,77,93
0,_Contra Costa,_060130136,_0136,641,193,113,0,3,22,0,3,2,3,2,112,0,1,9,13,0,1,4,3,3,0,1,3,0,0,8,0,9,6,10,49,135,98,94
0,_Contra Costa,_060130137,_0137,1014,291,139,2,1,50,1,9,16,10,1,158,4,3,6,14,0,2,10,5,2,2,0,2,3,3,30,0,20,6,8,93,182,161,128
0,_Contra Costa,_060130138,_0138,750,213,123,1,1,29,0,3,6,2,4,121,4,3,8,8,1,1,8,0,1,2,0,3,1,1,8,0,12,7,9,62,139,110,96
0,_Contra Costa,_060130139,_0139,960,166,111,0,2,18,0,4,1,2,3,109,1,3,5,4,1,2,5,1,1,0,0,0,1,0,8,1,2,4,6,35,118,68,95
0,_Contra Costa,_060130140,_0140,943,349,184,0,4,55,0,10,8,4,4,196,6,1,9,14,2,1,7,7,5,3,0,4,4,0,26,3,16,8,8,107,224,164,180
0,_Contra Costa,_060130141,_0141,938,286,133,1,10,38,1,3,10,2,1,150,3,1,12,13,1,5,10,6,5,1,1,3,3,2,17,0,20,4,11,89,183,144,134
0,_Contra Costa,_060130142,_0142,1021,355,176,3,7,73,1,7,8,4,4,177,5,2,12,18,1,4,17,15,5,1,0,3,5,0,32,1,18,7,16,116,221,175,177
0,_Contra Costa,_060130143,_0143,12853,3618,1885,5,35,691,3,87,81,46,29,1974,42,9,118,114,22,37,111,64,26,20,18,70,44,9,380,8,180,65,97,1197,2237,1588,1970
0,_Contra Costa,_060130144,_0144,825,217,126,0,2,27,1,4,3,0,1,139,7,1,3,12,2,0,11,1,0,0,0,2,4,0,12,0,9,3,2,69,135,84,127
0,_Contra Costa,_060130146,_0146,942,269,146,0,5,46,0,9,6,3,1,161,3,1,4,3,2,1,2,2,3,1,4,2,0,0,38,1,14,3,8,83,174,113,151
0,_Contra Costa,_060130147,_0147,1103,285,158,0,4,41,0,2,7,3,3,183,5,3,7,6,2,3,3,2,1,0,0,7,3,1,26,1,11,3,2,101,169,114,168
0,_Contra Costa,_060130150,_0150,1085,259,142,1,3,45,1,6,3,2,2,151,3,2,4,11,0,2,8,1,1,1,0,3,3,0,30,0,14,7,6,87,164,92,160
0,_Contra Costa,_060130151,_0151,977,289,154,0,3,44,0,6,4,4,1,177,1,0,2,7,1,7,13,6,3,1,2,5,1,1,31,0,8,6,10,104,176,116,169
0,_Contra Costa,_060130152,_0152,495,131,76,0,2,12,0,1,1,4,2,68,2,5,4,3,1,3,2,0,1,1,0,2,1,0,11,0,7,5,5,40,86,50,79
0,_Contra Costa,_060130155,_0155,790,167,106,0,3,21,0,2,0,0,0,109,1,3,6,4,1,1,3,1,1,1,0,1,2,0,9,0,2,5,7,43,115,62,104
0,_Contra Costa,_060130156,_0156,858,212,100,0,5,52,0,5,3,2,0,103,2,1,5,4,0,4,5,3,0,3,1,5,1,2,31,0,13,12,6,56,147,79,131
0,_Contra Costa,_060130157,_0157,845,239,130,1,0,65,0,5,1,3,1,139,1,1,7,1,0,3,6,7,1,0,0,3,3,0,27,2,12,10,4,76,158,105,130
0,_Contra Costa,_060130158,_0158,373,106,61,0,2,17,0,3,3,0,0,69,0,1,1,4,1,0,3,2,0,0,0,4,0,0,6,2,5,1,1,30,74,52,53
0,_Contra Costa,_060130161,_0161,1014,370,173,1,8,66,1,2,9,9,2,185,5,1,16,11,1,3,13,5,1,2,1,7,6,1,36,0,14,14,26,140,205,173,188
0,_Contra Costa,_060130162,_0162,1303,425,167,1,7,119,1,11,11,4,2,203,1,0,6,12,6,1,10,9,4,3,1,7,5,0,73,1,27,11,7,151,252,197,220
0,_Contra Costa,_060130165,_0165,897,376,168,1,6,76,1,7,9,11,6,172,0,2,16,13,2,7,16,9,6,3,5,7,3,0,32,3,29,8,17,110,245,181,183
0,_Contra Costa,_060130166,_0166,1112,409,190,0,3,102,0,6,7,2,3,211,2,0,14,11,4,2,16,9,8,2,1,8,6,3,51,1,19,12,15,118,271,201,198
0,_Contra Costa,_060130167,_0167,550,176,83,0,2,38,0,3,6,4,1,86,3,2,6,6,1,0,10,4,1,3,1,1,3,0,19,0,9,6,6,67,99,77,96
0,_Contra Costa,_060130168,_0168,962,373,148,0,10,99,0,9,11,2,2,176,3,4,5,10,6,4,6,3,4,2,1,6,6,0,72,2,20,13,11,139,214,185,184
0,_Contra Costa,_060130170,_0170,725,188,83,0,4,44,0,7,6,4,0,99,1,2,5,5,2,8,5,2,2,1,2,0,1,0,14,0,12,3,10,66,114,103,82
0,_Contra Costa,_060130171,_0171,939,296,136,0,5,81,0,4,9,2,3,148,2,5,8,5,3,4,8,7,3,0,0,7,8,0,41,0,18,4,8,118,166,139,156
0,_Contra Costa,_060130173,_0173,835,325,153,0,3,68,0,11,11,1,1,180,2,3,6,12,4,5,13,4,2,1,0,7,1,1,39,0,20,4,12,125,187,173,148
0,_Contra Costa,_060130174,_0174,313,95,50,0,0,20,0,3,2,0,2,51,1,1,2,3,1,0,5,2,2,0,0,2,0,1,8,0,3,2,4,28,64,48,45
0,_Contra Costa,_060130175,_0175,2549,789,372,4,13,163,0,18,34,9,5,396,5,4,25,25,5,18,36,20,4,1,3,15,6,0,82,5,51,20,27,249,504,373,406
0,_Contra Costa,_060130176,_0176,832,346,165,0,1,66,0,11,7,8,2,180,7,5,9,8,8,8,18,3,3,1,1,7,4,0,27,0,13,7,15,92,235,169,172
0,_Contra Costa,_060130177,_0177,783,238,140,1,4,27,0,8,4,2,3,152,3,1,7,6,1,1,8,5,2,2,0,7,1,1,12,7,4,4,5,71,155,118,114
0,_Contra Costa,_060130178,_0178,543,138,67,0,0,17,0,2,4,6,0,70,0,1,7,6,1,1,7,3,2,2,0,2,2,0,12,0,6,3,9,41,91,65,72
0,_Contra Costa,_060130179,_0179,1023,318,153,2,4,56,0,6,5,6,2,173,4,1,10,9,1,2,9,4,3,1,2,7,2,0,29,1,23,9,9,122,178,167,145
0,_Contra Costa,_060130181,_0181,717,251,118,0,0,48,0,6,9,2,1,132,1,1,12,8,3,4,13,6,6,1,1,2,3,0,19,1,10,9,6,66,166,139,108
0,_Contra Costa,_060130183,_0183,1016,527,188,1,10,160,2,11,15,8,7,217,5,1,8,17,5,9,22,14,15,3,3,11,4,1,68,2,47,24,21,181,320,323,195
0,_Contra Costa,_060130184,_0184,973,430,108,0,8,186,0,9,15,6,1,158,1,1,5,12,4,7,20,13,6,6,2,15,9,1,64,2,53,18,6,149,269,245,184
0,_Contra Costa,_060130185,_0185,984,439,124,1,8,170,1,12,19,8,8,156,1,0,11,8,3,9,23,4,6,1,0,18,3,1,90,2,42,14,19,162,253,238,192
0,_Contra Costa,_060130186,_0186,884,399,89,1,7,196,0,9,12,3,1,118,4,2,3,9,2,3,20,9,4,2,0,13,2,0,118,0,37,17,10,150,232,235,162
0,_Contra Costa,_060130187,_0187,499,121,45,0,4,26,0,2,5,2,2,52,0,0,3,3,0,1,2,5,2,3,0,1,0,0,16,0,14,1,6,38,77,67,53
0,_Contra Costa,_060130188,_0188,748,350,87,1,7,143,0,9,14,1,2,118,0,1,7,7,6,5,18,5,5,0,2,10,8,1,78,1,35,9,9,149,185,215,131
0,_Contra Costa,_060130189,_0189,704,301,79,1,3,126,0,8,11,8,0,103,5,2,6,9,5,2,11,11,3,1,0,6,3,0,58,0,44,10,8,88,198,170,125
0,_Contra Costa,_060130190,_0190,642,164,54,0,3,50,0,4,4,2,1,67,0,1,4,3,1,3,9,2,2,0,1,4,0,0,31,0,10,7,4,42,111,79,83
0,_Contra Costa,_060130191,_0191,1353,391,111,1,9,152,0,10,14,3,1,135,1,0,11,6,4,13,17,8,7,2,0,9,4,0,73,2,41,14,21,125,254,209,177
0,_Contra Costa,_060130192,_0192,446,174,67,1,4,48,0,7,3,0,1,62,1,0,2,12,4,2,3,5,9,0,0,3,1,0,26,0,22,6,7,64,99,104,67
0,_Contra Costa,_060130193,_0193,642,260,79,0,4,89,0,7,16,4,3,91,2,0,4,4,2,3,11,5,14,2,0,8,3,0,32,0,37,13,13,82,169,159,99
0,_Contra Costa,_060130194,_0194,349,123,33,1,0,51,0,3,4,4,1,41,1,2,5,2,0,7,4,1,3,1,0,7,2,0,13,1,17,5,9,50,70,82,40
0,_Contra Costa,_060130195,_0195,830,198,80,0,3,63,0,8,6,1,0,85,1,0,9,0,4,3,6,1,3,3,2,4,4,0,30,2,13,7,7,68,122,95,101
0,_Contra Costa,_060130196,_0196,899,294,88,1,5,108,1,10,7,5,4,110,2,0,6,4,3,7,8,7,2,0,1,10,3,0,61,5,33,6,5,107,175,167,125
0,_Contra Costa,_060130197,_0197,871,292,100,1,9,98,0,7,7,6,0,134,1,1,6,11,1,1,12,6,7,1,0,7,3,1,57,1,15,7,12,111,170,118,167
0,_Contra Costa,_060130198,_0198,1052,341,127,0,2,112,1,13,14,5,0,146,0,0,9,14,2,1,14,9,13,0,0,7,4,4,51,1,28,9,11,123,204,167,172
0,_Contra Costa,_060130199,_0199,898,290,106,0,1,81,0,7,21,4,1,139,0,2,2,3,3,6,12,10,2,3,2,5,4,0,34,1,21,6,10,113,161,124,161
0,_Contra Costa,_060130200,_0200,578,168,75,1,1,48,1,3,8,2,1,78,0,1,5,10,2,0,1,3,3,6,0,1,2,0,21,0,13,1,10,57,102,85,82
0,_Contra Costa,_060130201,_0201,1489,534,197,1,9,138,0,20,25,13,2,226,1,2,13,19,4,13,16,12,10,2,5,10,10,0,78,2,28,16,29,176,329,256,269
0,_Contra Costa,_060130202,_0202,1403,354,155,0,7,77,3,15,12,5,3,170,1,1,10,11,2,1,11,3,3,4,2,4,16,4,35,1,19,6,20,119,218,155,197
0,_Contra Costa,_060130203,_0203,958,267,132,1,1,55,0,5,13,3,3,149,1,0,5,11,0,4,6,3,6,1,1,6,4,1,26,1,17,2,7,72,176,137,126
0,_Contra Costa,_060130204,_0204,1006,259,88,1,3,76,0,9,7,3,1,111,2,1,3,5,2,4,13,1,9,4,0,4,4,0,35,2,25,9,10,83,168,153,103
0,_Contra Costa,_060130205,_0205,1381,692,239,0,12,234,2,17,16,9,0,292,5,2,16,10,3,7,25,13,13,1,4,18,3,1,138,2,46,17,14,253,408,339,346
0,_Contra Costa,_060130206,_0206,1777,1234,446,1,19,454,5,22,25,7,5,575,6,1,33,14,14,13,42,25,10,1,6,29,13,3,252,6,82,31,17,442,737,547,660
0,_Contra Costa,_060130207,_0207,726,196,84,0,3,51,0,1,3,3,2,98,1,1,6,3,3,1,7,2,5,2,0,4,3,2,20,1,9,3,3,55,131,77,116
0,_Contra Costa,_060130208,_0208,773,212,81,0,5,64,0,13,4,4,0,87,3,0,2,5,2,2,8,5,5,0,0,3,3,0,51,0,19,4,2,83,122,106,106
0,_Contra Costa,_060130209,_0209,1307,730,211,0,21,304,2,25,18,8,1,294,5,2,9,10,5,17,32,12,13,4,1,31,6,0,140,2,60,33,13,263,436,334,380
0,_Contra Costa,_060130210,_0210,725,162,87,0,2,30,0,1,7,2,1,74,3,2,7,5,1,0,4,5,2,1,0,3,0,0,20,1,3,10,7,53,96,68,91
0,_Contra Costa,_060130211,_0211,729,205,70,0,5,58,1,12,5,6,0,85,3,1,4,7,3,3,7,8,3,1,0,3,3,0,29,3,16,5,13,68,124,86,112
0,_Contra Costa,_060130212,_0212,948,229,109,0,3,52,0,6,7,3,1,102,2,1,13,4,2,4,5,7,4,1,0,2,5,1,40,1,16,3,8,74,145,114,115
0,_Contra Costa,_060130213,_0213,1024,313,101,1,3,111,0,11,3,5,0,115,0,1,8,20,2,2,13,4,4,5,3,4,2,0,56,2,43,6,7,103,198,143,165
0,_Contra Costa,_060130214,_0214,1004,316,98,0,10,99,0,15,11,5,1,117,4,1,8,9,4,6,10,4,6,2,1,12,0,0,57,2,34,5,13,122,184,156,156
0,_Contra Costa,_060130215,_0215,969,305,111,0,7,76,0,8,14,8,0,142,4,2,7,8,2,2,5,5,0,1,0,5,3,1,52,0,31,6,9,104,190,131,167
0,_Contra Costa,_060130216,_0216,859,252,94,0,5,81,0,8,9,3,3,111,5,1,5,1,0,3,5,5,7,1,4,7,2,0,36,4,27,3,14,82,157,124,128
0,_Contra Costa,_060130217,_0217,659,185,52,0,1,70,0,7,6,1,4,71,0,1,4,4,0,2,6,6,5,2,1,6,4,0,38,1,14,5,4,72,108,93,91
0,_Contra Costa,_060130218,_0218,686,235,92,0,2,78,1,9,3,4,1,104,0,0,5,0,4,4,7,4,5,0,1,6,3,0,48,1,16,6,4,74,151,100,135
0,_Contra Costa,_060130219,_0219,586,194,65,1,5,57,0,7,9,1,3,77,1,2,7,4,1,1,3,4,4,3,4,3,3,4,27,0,17,9,5,65,119,88,103
0,_Contra Costa,_060130220,_0220,931,282,92,1,4,91,0,8,9,3,2,109,4,1,9,5,2,2,10,10,4,9,3,9,1,3,38,0,24,9,10,113,163,127,153
0,_Contra Costa,_060130222,_0222,332,101,47,0,5,21,0,2,5,1,2,47,2,1,2,2,0,5,2,1,3,0,0,2,0,0,12,2,6,1,6,44,53,54,45
0,_Contra Costa,_060130223,_0223,887,195,82,1,6,41,2,4,6,6,0,87,1,0,9,4,2,2,7,4,3,3,0,6,5,1,19,1,11,4,13,67,117,112,81
0,_Contra Costa,_060130224,_0224,2005,480,220,1,8,94,3,10,17,8,1,237,5,4,9,21,2,10,16,8,8,7,2,8,3,3,37,2,31,16,17,148,318,250,226
0,_Contra Costa,_060130225,_0225,4082,1262,549,3,18,324,1,31,49,16,20,578,4,5,36,39,10,11,44,31,21,12,6,31,11,6,152,5,81,37,43,386,817,651,598
0,_Contra Costa,_060130226,_0226,1743,441,201,1,9,105,0,5,19,9,4,197,5,3,13,19,1,4,17,10,13,2,3,15,5,2,44,1,33,11,17,143,272,246,184
0,_Contra Costa,_060130228,_0228,958,283,108,0,2,71,1,9,8,6,4,123,3,2,8,6,2,3,11,6,5,1,0,4,3,1,37,1,28,6,8,92,178,124,157
0,_Contra Costa,_060130229,_0229,959,233,120,0,2,57,0,9,5,2,2,111,2,0,6,9,1,1,13,5,8,0,3,3,0,0,25,0,9,12,13,60,156,103,126
0,_Contra Costa,_060130230,_0230,733,192,84,2,4,43,0,2,7,4,2,89,3,1,4,8,1,0,9,5,4,0,0,4,6,1,17,0,15,5,10,62,121,109,83
0,_Contra Costa,_060130231,_0231,881,254,111,0,2,62,0,10,7,5,0,121,1,1,7,10,3,4,9,3,1,3,0,8,0,0,25,1,28,6,8,90,147,138,112
0,_Contra Costa,_060130232,_0232,960,244,112,0,4,56,0,10,6,4,2,109,1,2,5,10,4,1,13,6,5,2,2,4,5,0,14,3,17,12,8,75,157,116,122
