IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20040302_PRI_ALL_ALL_REG,USA_CA_20040302_PRI_ALL_ALL_VOTED,USA_CA_20040302_PRI_PRE_DEM_LAROUCHE,USA_CA_20040302_PRI_PRE_DEM_LIEBERMAN,USA_CA_20040302_PRI_PRE_DEM_CLARK,USA_CA_20040302_PRI_PRE_DEM_KERRY,USA_CA_20040302_PRI_PRE_DEM_KUCINICH,USA_CA_20040302_PRI_PRE_DEM_DEAN,USA_CA_20040302_PRI_PRE_DEM_BRAUN,USA_CA_20040302_PRI_PRE_DEM_EDWARDS,USA_CA_20040302_PRI_PRE_DEM_GEPHARDT,USA_CA_20040302_PRI_PRE_DEM_SHARPTON,USA_CA_20040302_PRI_PRE_REP_BUSH,USA_CA_20040302_PRI_PRE_OTH_ALL,USA_CA_20040302_PRI_USS_DEM_BOXER,USA_CA_20040302_PRI_USS_REP_CASEY,USA_CA_20040302_PRI_USS_REP_KALOOGIAN,USA_CA_20040302_PRI_USS_REP_BALL,USA_CA_20040302_PRI_USS_REP_HATCH,USA_CA_20040302_PRI_USS_REP_MARIN,USA_CA_20040302_PRI_USS_REP_JONES,USA_CA_20040302_PRI_USS_REP_QURAISHI,USA_CA_20040302_PRI_USS_REP_ZANDT,USA_CA_20040302_PRI_USS_REP_STEWART,USA_CA_20040302_PRI_USS_REP_STOEN,USA_CA_20040302_PRI_USS_OTH_ALL,USA_CA_20040302_PRI_PROP55_YES,USA_CA_20040302_PRI_PROP55_NO,USA_CA_20040302_PRI_PROP56_YES,USA_CA_20040302_PRI_PROP56_NO,USA_CA_20040302_PRI_PROP57_YES,USA_CA_20040302_PRI_PROP57_NO,USA_CA_20040302_PRI_PROP58_YES,USA_CA_20040302_PRI_PROP58_NO
0,_El Dorado,_06017100007,_100007,1138,689,1,1,3,101,5,9,0,43,0,4,391,8,153,48,31,1,8,53,196,7,6,11,23,5,305,364,228,440,508,171,551,114
0,_El Dorado,_06017100009,_100009,861,490,1,9,4,84,2,7,2,38,0,1,246,2,118,27,16,0,11,36,133,4,1,6,15,1,215,265,152,325,344,134,382,88
0,_El Dorado,_06017100011,_100011,1260,708,0,2,6,127,6,7,4,55,1,2,371,2,171,23,28,0,7,51,201,5,9,16,12,2,269,418,179,505,472,214,533,153
0,_El Dorado,_06017100012,_100012,1157,647,0,5,1,128,2,10,2,47,1,4,330,7,172,20,25,1,9,51,185,4,4,12,10,5,253,372,210,413,479,152,515,120
0,_El Dorado,_06017100014,_100014,658,369,0,4,2,67,2,2,1,28,1,1,187,3,88,14,11,1,5,36,98,5,4,6,6,2,165,191,122,237,262,98,281,70
0,_El Dorado,_06017100015,_100015,1295,688,0,1,9,126,3,6,2,48,1,2,351,4,164,26,28,0,3,69,189,5,8,9,15,5,304,365,224,452,508,174,548,126
0,_El Dorado,_06017100016,_100016,1007,530,1,4,2,97,3,3,1,36,1,2,287,2,128,19,22,3,8,57,143,4,7,11,9,1,229,284,153,362,365,153,400,115
0,_El Dorado,_06017100017,_100017,839,402,1,3,5,68,3,3,0,28,1,1,206,8,102,19,19,6,9,35,104,2,3,8,8,5,173,217,138,252,264,128,303,88
0,_El Dorado,_06017100018,_100018,614,336,0,1,6,61,1,5,1,32,2,0,152,10,100,11,13,0,4,25,84,1,0,5,7,7,138,187,100,224,227,104,244,78
0,_El Dorado,_06017100020,_100020,714,366,0,2,3,75,2,6,0,26,0,3,179,8,105,11,14,1,3,31,89,2,5,9,6,6,163,191,135,224,259,103,277,76
0,_El Dorado,_06017100021,_100021,832,409,0,1,1,93,3,4,3,35,3,3,195,5,112,19,18,3,3,33,107,2,3,6,6,3,158,243,147,256,260,146,293,106
0,_El Dorado,_06017100022,_100022,1135,597,0,0,3,102,3,5,1,49,0,0,335,3,144,29,35,5,7,51,154,6,7,10,14,2,271,307,171,408,420,168,465,115
0,_El Dorado,_06017100023,_100023,1419,769,1,6,5,129,2,7,3,55,0,5,427,8,178,21,38,7,6,64,193,23,8,13,28,4,287,460,243,511,525,235,591,158
0,_El Dorado,_06017200001,_200001,1082,641,0,1,4,133,1,9,1,38,2,2,323,5,167,14,29,5,6,55,186,9,4,6,20,5,251,363,175,441,421,202,455,160
0,_El Dorado,_06017200002,_200002,680,454,1,4,2,93,5,4,1,38,0,1,223,5,127,20,30,3,5,34,118,6,5,7,6,5,158,290,122,327,289,154,328,112
0,_El Dorado,_06017200003,_200003,1195,747,0,4,4,147,9,6,3,57,5,2,338,13,190,31,34,0,2,49,198,3,5,5,13,8,292,434,208,522,501,231,557,151
0,_El Dorado,_06017200004,_200004,1220,764,0,4,5,135,7,13,1,63,3,2,326,10,206,26,28,5,5,53,175,7,2,10,11,6,268,470,210,534,489,262,536,198
0,_El Dorado,_06017200005,_200005,777,536,0,2,1,87,4,11,0,44,0,2,255,8,122,20,28,1,3,25,153,1,4,2,5,7,156,360,129,386,342,180,372,134
0,_El Dorado,_06017200006,_200006,684,412,0,1,5,61,4,7,1,30,2,1,223,4,87,11,29,4,2,32,116,9,3,2,7,3,101,300,100,302,289,118,316,85
0,_El Dorado,_06017200007,_200007,946,483,0,1,0,85,4,3,1,35,2,0,236,4,113,11,28,1,6,49,104,4,10,11,8,3,191,275,158,312,334,141,363,102
0,_El Dorado,_06017200008,_200008,1198,686,1,4,2,130,13,7,2,62,0,2,307,16,188,32,33,2,9,45,155,5,2,13,13,14,271,392,217,449,478,195,516,129
0,_El Dorado,_06017200009,_200009,1111,564,0,2,3,94,1,6,1,41,1,4,303,3,134,27,33,3,4,41,136,6,7,9,9,1,226,322,182,365,405,151,443,103
0,_El Dorado,_06017200010,_200010,516,246,1,2,3,37,3,2,0,17,1,0,127,5,56,6,12,1,5,19,63,3,4,5,6,5,88,158,69,173,187,58,198,44
0,_El Dorado,_06017200012,_200012,589,325,0,3,2,75,2,5,2,31,0,1,137,6,104,13,13,0,3,21,78,0,3,6,4,3,126,185,99,215,200,113,226,83
0,_El Dorado,_06017200013,_200013,717,383,1,3,6,113,2,7,1,25,0,1,154,8,141,24,17,2,7,19,75,5,1,4,9,6,172,196,117,252,253,122,282,83
0,_El Dorado,_06017200014,_200014,893,500,0,1,2,120,2,7,0,37,2,3,218,6,155,19,19,2,10,28,109,6,3,10,8,6,208,280,156,332,359,135,401,86
0,_El Dorado,_06017200015,_200015,852,518,0,6,3,122,10,7,4,48,2,3,193,14,165,21,17,2,0,34,118,1,3,7,4,9,193,312,147,361,336,169,383,108
0,_El Dorado,_06017200016,_200016,740,418,0,3,2,99,1,7,2,25,3,1,185,10,122,9,19,1,7,23,98,3,6,3,12,8,159,244,132,272,273,135,313,94
0,_El Dorado,_06017200017,_200017,1217,766,0,7,9,171,8,9,4,49,5,5,334,20,226,31,36,7,8,37,186,3,5,7,13,14,281,465,223,527,526,233,568,176
0,_El Dorado,_06017200018,_200018,646,405,0,3,4,88,9,8,2,22,2,1,193,5,118,13,15,4,4,31,107,4,0,3,7,7,155,239,122,278,263,135,309,87
0,_El Dorado,_06017200019,_200019,515,370,1,1,2,54,3,4,0,18,2,0,212,3,71,10,17,0,5,43,121,2,2,3,1,3,127,232,104,255,276,88,302,60
0,_El Dorado,_06017200020,_200020,1412,798,0,9,8,170,6,5,8,65,3,2,350,9,232,26,27,4,6,51,198,3,6,9,15,6,273,501,192,585,507,274,561,212
0,_El Dorado,_06017200021,_200021,800,504,0,3,2,105,8,9,1,42,2,1,236,3,138,20,36,5,6,30,122,1,2,2,10,3,198,288,134,360,332,164,375,113
0,_El Dorado,_06017200022,_200022,810,475,1,4,0,85,8,3,5,47,0,1,215,10,127,15,19,2,8,31,138,0,1,8,2,5,177,284,149,316,344,125,373,92
0,_El Dorado,_06017200023,_200023,733,446,0,4,0,78,2,2,0,42,3,0,215,10,118,18,16,2,3,32,136,4,0,9,8,8,144,298,122,318,302,138,336,96
0,_El Dorado,_06017200024,_200024,482,305,1,1,6,53,1,4,0,17,0,2,149,6,77,16,12,0,2,23,70,1,5,5,11,3,95,201,99,199,212,88,233,66
0,_El Dorado,_06017300001,_300001,873,394,1,2,5,119,3,3,2,43,1,1,138,3,152,15,13,2,7,24,67,0,1,2,9,5,182,190,166,207,231,142,269,98
0,_El Dorado,_06017300002,_300002,870,460,0,3,2,101,6,9,1,59,3,1,166,8,149,13,5,4,5,21,107,2,5,6,9,5,222,224,141,305,295,155,319,107
0,_El Dorado,_06017300003,_300003,1053,571,0,6,11,155,7,14,2,51,3,2,214,12,222,13,11,10,7,36,115,5,6,3,12,3,291,253,212,328,343,204,375,156
0,_El Dorado,_06017300004,_300004,616,340,0,0,1,83,6,5,3,30,0,1,125,5,120,15,7,0,2,19,74,0,0,1,8,2,172,158,137,192,217,112,230,90
0,_El Dorado,_06017300005,_300005,1050,586,0,4,4,129,10,11,1,58,1,4,246,8,193,18,9,7,13,44,140,4,3,8,8,4,273,297,204,368,395,181,419,148
0,_El Dorado,_06017300006,_300006,596,350,0,5,1,75,4,6,0,48,1,1,136,7,117,11,9,2,3,18,81,4,3,8,7,0,155,184,108,231,230,112,245,92
0,_El Dorado,_06017300007,_300007,857,530,0,7,1,98,5,6,2,37,1,2,256,14,138,21,19,0,4,17,181,4,3,7,9,8,220,293,159,351,346,171,407,104
0,_El Dorado,_06017300008,_300008,518,343,0,2,3,78,5,5,1,34,0,2,136,5,108,14,13,2,2,26,76,4,3,2,6,3,133,199,91,243,211,125,229,94
0,_El Dorado,_06017300009,_300009,815,441,0,6,4,92,1,5,2,31,2,1,202,5,118,14,21,2,10,26,108,2,5,5,7,5,149,275,107,323,284,145,311,112
0,_El Dorado,_06017300010,_300010,1122,631,1,4,5,137,4,7,1,56,0,1,297,10,174,19,21,1,8,34,184,4,4,11,14,7,253,347,194,415,397,216,442,156
0,_El Dorado,_06017300011,_300011,1355,790,1,8,5,197,2,13,1,61,8,2,344,2,249,35,27,4,8,25,225,2,6,16,19,1,301,468,251,516,522,250,575,190
0,_El Dorado,_06017300013,_300013,819,509,1,3,4,90,6,5,1,42,1,2,223,10,126,27,25,3,3,29,126,4,3,3,7,5,198,303,135,364,336,165,369,120
0,_El Dorado,_06017300014,_300014,628,373,0,2,3,74,3,3,1,34,3,4,174,6,105,16,24,2,1,20,88,1,2,8,16,7,143,221,113,251,240,122,260,97
0,_El Dorado,_06017300015,_300015,625,372,1,2,4,79,6,11,0,31,1,2,167,2,112,13,8,4,4,19,89,1,3,2,10,3,138,222,116,246,249,113,267,89
0,_El Dorado,_06017300016,_300016,544,324,0,6,5,64,1,6,0,32,1,1,147,3,91,17,4,4,2,24,83,3,3,5,7,5,117,200,103,215,206,110,231,81
0,_El Dorado,_06017300017,_300017,616,381,1,2,2,92,4,9,1,21,3,2,155,7,119,14,15,3,7,25,90,1,1,7,2,6,189,181,142,227,255,112,270,91
0,_El Dorado,_06017300018,_300018,1234,641,0,5,5,127,8,14,1,68,2,3,255,17,196,24,18,3,11,43,133,2,11,9,13,14,262,360,176,449,411,218,463,160
0,_El Dorado,_06017300019,_300019,655,417,1,0,5,102,6,6,1,33,0,0,188,3,133,17,20,2,4,14,129,1,1,3,7,2,191,220,126,283,262,148,282,122
0,_El Dorado,_06017300020,_300020,909,478,1,7,5,106,5,11,1,39,1,1,208,9,148,20,24,4,5,24,106,5,1,5,10,8,208,258,154,312,308,156,356,100
0,_El Dorado,_06017300021,_300021,1048,648,2,4,6,148,4,4,0,49,1,3,316,14,182,26,24,1,5,48,209,3,3,9,8,11,251,384,174,462,418,220,487,141
0,_El Dorado,_06017300023,_300023,1192,703,1,3,10,158,10,9,4,54,3,3,321,11,210,23,33,6,11,46,173,8,4,7,14,6,301,375,227,459,465,221,513,155
0,_El Dorado,_06017400002,_400002,749,457,0,0,4,80,1,2,2,47,2,0,205,9,116,21,24,6,3,29,103,4,2,2,6,3,183,259,123,323,314,135,346,95
0,_El Dorado,_06017400003,_400003,939,575,0,4,2,92,7,4,0,33,1,0,298,13,126,21,34,1,6,52,152,5,5,7,10,8,186,373,151,412,397,167,451,111
0,_El Dorado,_06017400004,_400004,805,496,0,4,2,77,11,4,1,42,1,1,244,14,112,30,34,2,5,32,125,2,2,2,15,12,170,318,121,368,324,166,365,123
0,_El Dorado,_06017400005,_400005,589,350,0,2,3,63,8,7,1,25,2,1,151,17,93,21,20,3,5,15,75,5,4,6,6,11,115,228,98,250,232,114,260,87
0,_El Dorado,_06017400006,_400006,1481,941,1,3,0,190,9,13,3,67,4,3,442,7,242,46,42,5,8,66,229,7,4,10,18,6,384,535,314,603,667,250,719,202
0,_El Dorado,_06017400007,_400007,1315,781,2,13,3,119,14,11,1,75,1,1,363,27,199,29,30,2,7,53,201,10,7,13,15,18,273,491,221,540,491,275,569,196
0,_El Dorado,_06017400008,_400008,747,478,2,2,3,79,9,9,0,37,4,1,220,16,117,20,17,7,3,33,124,2,2,3,11,6,157,312,124,344,294,172,338,129
0,_El Dorado,_06017400009,_400009,612,383,0,3,4,67,7,8,2,33,1,5,152,8,104,11,14,6,5,22,80,1,3,7,7,7,167,211,127,249,243,133,288,89
0,_El Dorado,_06017400010,_400010,784,469,0,2,1,101,7,9,4,42,1,2,185,14,144,15,12,3,2,29,109,4,1,10,9,9,190,270,131,330,305,160,353,109
0,_El Dorado,_06017400011,_400011,778,458,1,1,0,117,17,6,2,45,0,1,175,6,169,15,27,6,2,32,95,0,1,5,9,0,171,273,148,294,277,170,319,130
0,_El Dorado,_06017400012,_400012,823,521,1,2,1,96,2,6,1,53,2,1,243,13,135,16,26,3,3,27,154,3,0,5,12,8,214,290,174,329,369,136,400,102
0,_El Dorado,_06017400013,_400013,748,444,0,1,3,107,4,8,1,41,0,0,180,9,151,18,16,2,5,32,105,4,2,3,10,3,191,234,134,297,263,165,306,128
0,_El Dorado,_06017400014,_400014,1403,874,1,2,7,139,16,10,3,74,1,0,433,9,199,54,37,5,3,59,230,6,4,13,12,5,316,528,252,591,586,267,677,174
0,_El Dorado,_06017400015,_400015,699,420,0,2,1,72,4,9,0,34,1,1,206,4,105,22,17,3,3,39,106,2,2,2,13,2,162,252,119,293,290,126,321,96
0,_El Dorado,_06017400016,_400016,445,274,0,1,2,43,2,3,1,26,0,0,145,3,68,16,11,1,2,13,88,2,0,0,5,2,98,166,59,209,182,88,196,69
0,_El Dorado,_06017400017,_400017,560,330,1,1,2,64,3,4,0,29,0,1,158,6,88,10,9,2,1,33,78,1,1,1,12,4,114,200,74,249,208,114,235,86
0,_El Dorado,_06017400018,_400018,1240,696,1,1,6,126,4,7,1,70,2,4,332,8,176,23,19,7,5,63,171,1,3,9,28,8,228,451,204,479,458,224,534,143
0,_El Dorado,_06017400019,_400019,530,336,1,1,2,67,2,3,0,28,1,1,175,3,89,14,20,1,1,24,99,1,6,6,5,1,113,213,110,216,240,84,258,70
0,_El Dorado,_06017400020,_400020,611,366,1,5,7,53,7,9,1,51,4,2,153,11,113,14,14,4,3,27,78,1,3,5,7,7,138,217,127,232,254,107,283,76
0,_El Dorado,_06017400021,_400021,870,523,0,3,4,76,7,3,1,35,2,0,280,6,113,14,30,1,4,43,148,7,3,10,10,6,175,328,125,382,364,148,401,112
0,_El Dorado,_06017400022,_400022,657,414,2,1,2,94,8,3,4,44,0,1,140,10,133,9,13,2,3,25,92,1,1,4,11,6,149,252,139,270,239,165,281,129
0,_El Dorado,_06017400024,_400024,961,595,0,6,1,118,5,7,1,37,1,1,300,0,156,30,31,2,5,43,171,3,2,6,10,0,201,379,168,406,404,180,466,116
0,_El Dorado,_06017400025,_400025,573,345,0,3,4,54,8,2,2,30,3,2,166,4,87,17,12,6,5,24,94,1,2,6,5,3,150,189,84,257,250,93,274,69
0,_El Dorado,_06017500001,_500001,737,321,0,2,3,86,3,8,1,40,0,3,101,2,123,17,13,3,3,4,38,2,0,3,11,2,154,159,86,223,198,113,235,73
0,_El Dorado,_06017500002,_500002,980,339,0,4,4,94,3,8,0,24,0,2,110,12,128,9,10,0,6,10,47,4,0,15,13,8,133,193,91,233,187,143,221,107
0,_El Dorado,_06017500003,_500003,838,363,1,0,5,107,9,6,1,29,3,0,104,7,142,18,5,1,2,13,44,2,4,7,7,3,158,191,115,228,230,127,270,84
0,_El Dorado,_06017500004,_500004,765,234,0,0,8,86,1,9,2,23,0,3,55,3,118,8,2,2,2,3,27,5,0,4,2,1,124,97,83,138,122,97,132,90
0,_El Dorado,_06017500005,_500005,786,305,1,1,1,93,14,6,0,44,0,2,75,17,138,5,8,0,2,12,36,1,3,3,4,9,137,161,96,194,163,128,200,91
0,_El Dorado,_06017500006,_500006,772,309,0,1,2,98,4,10,0,32,1,0,81,7,131,9,3,2,5,12,42,1,5,3,9,5,147,148,97,191,171,127,210,84
0,_El Dorado,_06017500007,_500007,918,411,0,1,7,121,15,5,0,40,0,1,121,7,170,13,12,3,7,21,51,3,3,2,10,3,181,220,143,254,228,173,261,135
0,_El Dorado,_06017500008,_500008,955,315,1,2,3,94,9,9,3,43,1,2,62,16,138,10,6,2,8,7,23,2,3,2,7,7,152,152,88,216,153,147,199,102
0,_El Dorado,_06017500009,_500009,861,304,0,2,5,107,2,7,0,34,0,0,86,5,140,12,10,2,4,7,33,2,4,4,3,1,149,146,104,188,169,125,204,91
0,_El Dorado,_06017500010,_500010,615,323,0,3,1,60,4,2,0,21,1,0,159,2,72,18,24,0,2,13,69,10,4,7,15,2,113,203,89,228,213,103,247,72
0,_El Dorado,_06017500011,_500011,854,229,0,3,1,67,6,3,0,27,0,1,71,4,93,7,4,1,4,12,26,2,4,3,5,3,91,130,74,148,129,88,156,64
0,_El Dorado,_06017500012,_500012,730,342,0,4,8,88,5,15,3,49,1,2,99,10,139,11,7,3,5,8,49,3,3,4,8,5,142,194,116,216,185,149,229,104
0,_El Dorado,_06017500013,_500013,810,393,0,2,5,99,9,19,1,41,0,1,134,8,146,16,12,2,3,12,58,9,3,12,13,4,178,205,108,273,214,167,273,108
0,_El Dorado,_06017500014,_500014,557,189,1,0,2,43,0,5,3,14,0,1,73,9,60,11,9,1,3,12,28,2,3,2,8,7,73,101,46,127,102,72,120,56
0,_El Dorado,_06017500015,_500015,929,462,1,3,9,156,9,11,0,49,0,3,101,16,206,18,9,6,9,16,41,1,1,7,11,2,224,230,163,283,261,193,329,126
0,_El Dorado,_06017500016,_500016,734,330,0,2,0,106,6,10,1,43,1,3,89,9,149,6,8,4,4,14,32,0,3,0,8,4,144,176,105,212,188,132,219,95
0,_El Dorado,_06017999101,_999101,187,141,0,0,3,44,0,2,0,8,1,0,52,1,52,12,5,0,1,2,33,0,0,4,1,1,64,73,63,72,89,48,104,33
0,_El Dorado,_06017999110,_999110,354,242,0,1,4,35,2,1,0,18,0,0,138,2,56,10,12,1,1,22,67,2,4,3,2,1,85,145,69,161,158,75,181,51
0,_El Dorado,_06017999205,_999205,699,447,0,1,4,63,1,1,1,32,1,1,252,3,79,27,24,2,2,35,124,4,0,6,9,4,170,267,125,311,307,128,351,81
0,_El Dorado,_06017999207,_999207,985,644,1,5,6,138,6,8,0,46,3,1,259,18,186,27,16,2,9,29,147,6,3,6,18,7,255,359,227,391,421,202,476,132
0,_El Dorado,_06017999211,_999211,269,186,0,1,0,26,0,3,1,10,1,0,102,0,34,9,7,1,1,17,54,2,0,3,3,0,64,119,55,125,137,44,150,29
0,_El Dorado,_06017999213,_999213,111,73,0,1,0,12,0,2,0,3,0,0,48,0,14,3,3,0,0,8,25,1,1,0,3,0,31,40,19,51,54,17,58,11
0,_El Dorado,_06017999227,_999227,26,5,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,2,3,2,3,3,2,2,3
0,_El Dorado,_06017999299,_999299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_El Dorado,_06017999308,_999308,404,263,0,4,1,51,1,3,0,23,0,0,137,5,71,15,4,2,2,20,65,5,1,5,7,4,112,141,87,162,168,86,180,68
0,_El Dorado,_06017999402,_999402,6,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,3,2,2,2,1
0,_El Dorado,_06017999403,_999403,387,228,0,3,0,38,0,1,0,18,0,0,121,3,48,11,13,3,2,15,60,1,0,3,13,3,87,138,66,159,151,72,171,53
0,_El Dorado,_06017999406,_999406,1506,883,2,4,4,172,7,12,5,59,4,2,443,9,223,50,32,6,10,66,222,11,1,12,13,8,348,505,300,556,571,283,663,190
0,_El Dorado,_06017999412,_999412,458,278,3,2,0,46,2,4,1,24,0,2,137,0,63,9,8,6,1,26,76,0,3,3,4,0,111,162,73,198,185,88,214,59
0,_El Dorado,_06017999509,_999509,29,13,0,0,0,1,0,0,0,2,0,1,7,0,2,0,0,0,0,2,3,0,0,1,0,0,9,4,2,10,7,6,11,2
0,_El Dorado,_06017999559,_999559,570,237,1,2,4,51,4,6,0,14,0,1,84,8,73,11,2,1,3,18,40,0,2,1,6,5,94,134,67,158,123,104,157,69
0,_El Dorado,_06017999599,_999599,104,74,0,0,1,14,0,2,0,6,0,0,30,2,24,0,3,0,0,3,31,0,0,0,0,0,42,31,21,49,41,32,48,23
0,_Fresno,_060190000001,_0000001,1223,263,1,0,2,143,2,6,5,32,2,30,11,0,199,0,2,0,1,0,9,1,0,2,1,0,192,47,126,108,120,112,128,101
0,_Fresno,_060190000002,_0000002,1178,224,0,2,2,127,0,5,3,20,2,20,17,1,156,4,2,2,1,2,6,1,1,1,1,1,137,67,93,106,107,98,117,85
0,_Fresno,_060190000008,_0000008,1092,188,1,3,2,109,1,3,6,22,1,10,5,3,149,0,2,0,0,0,7,0,0,0,0,2,120,46,84,80,84,78,93,71
0,_Fresno,_060190000009,_0000009,1304,320,0,5,2,170,0,3,14,38,3,21,13,2,236,0,3,0,1,1,10,1,1,1,0,2,212,87,147,145,126,163,157,131
0,_Fresno,_060190000010,_0000010,867,229,1,1,1,161,4,2,1,20,2,24,2,0,207,0,0,0,0,0,2,0,1,0,0,0,144,71,104,108,84,131,100,112
0,_Fresno,_060190000011,_0000011,1233,259,0,5,4,156,1,1,6,29,2,12,11,1,208,1,1,0,1,1,5,0,2,0,1,1,163,75,117,115,107,127,120,111
0,_Fresno,_060190000013,_0000013,1286,264,0,0,3,130,2,12,5,35,0,8,26,6,187,3,2,0,1,4,16,1,5,1,0,7,181,63,129,100,111,127,135,99
0,_Fresno,_060190000014,_0000014,1179,208,0,2,1,100,1,8,5,28,2,10,24,1,146,3,1,0,0,3,19,0,1,1,1,1,141,55,95,102,110,86,119,74
0,_Fresno,_060190000015,_0000015,1332,352,0,5,6,152,6,4,2,43,2,9,73,2,210,2,3,1,1,5,62,0,2,1,2,2,212,119,156,176,163,174,200,135
0,_Fresno,_060190000016,_0000016,446,129,0,0,1,55,2,4,4,20,1,2,22,1,84,1,2,0,1,1,11,0,0,4,4,1,91,26,72,43,69,47,79,33
0,_Fresno,_060190000017,_0000017,867,161,0,1,1,65,2,1,2,26,0,1,23,5,93,0,0,1,1,3,20,0,1,0,0,2,105,46,68,85,79,74,86,66
0,_Fresno,_060190000019,_0000019,1074,131,0,1,1,45,1,3,5,12,3,1,34,2,64,1,2,2,1,4,17,1,3,3,0,1,88,39,64,60,74,52,79,47
0,_Fresno,_060190000021,_0000021,890,169,0,4,1,65,3,3,2,23,5,1,31,3,95,2,1,1,1,3,26,1,1,5,2,3,101,52,72,90,81,82,91,73
0,_Fresno,_060190000022,_0000022,610,289,0,1,2,89,1,7,1,24,0,2,109,4,120,1,5,3,2,5,104,0,0,2,2,0,125,145,106,170,146,131,177,99
0,_Fresno,_060190000025,_0000025,941,249,0,6,2,109,3,3,3,27,0,1,55,1,146,1,6,3,3,12,34,2,1,2,1,1,152,80,99,135,118,118,131,104
0,_Fresno,_060190000026,_0000026,616,188,0,1,0,60,2,6,0,13,0,0,74,3,75,1,4,0,0,1,68,0,1,0,1,3,96,79,65,112,98,80,113,64
0,_Fresno,_060190000028,_0000028,899,323,0,4,0,136,1,5,3,42,4,9,63,0,190,3,5,2,1,6,53,1,0,4,1,0,189,117,127,184,141,170,169,143
0,_Fresno,_060190000031,_0000031,746,152,0,1,1,67,0,9,0,14,2,1,28,3,91,3,0,1,0,5,19,1,1,1,2,1,89,49,59,80,72,66,78,58
0,_Fresno,_060190000032,_0000032,804,216,0,4,1,75,2,7,2,36,7,4,48,0,134,1,1,0,3,5,38,1,0,1,1,1,157,50,99,106,107,103,125,83
0,_Fresno,_060190000034,_0000034,914,357,0,1,2,131,9,7,2,62,3,2,80,4,207,2,10,1,1,5,68,0,1,2,4,4,204,137,152,195,171,177,189,155
0,_Fresno,_060190000037,_0000037,787,207,0,1,0,99,1,3,0,40,3,4,26,4,150,1,4,1,0,3,17,0,2,0,0,1,128,67,91,102,86,109,99,96
0,_Fresno,_060190000039,_0000039,830,210,1,3,2,85,1,6,1,21,2,2,42,0,113,3,3,2,2,4,28,1,1,6,0,0,133,62,99,99,110,86,120,77
0,_Fresno,_060190000041,_0000041,775,161,0,7,2,71,1,1,0,32,2,3,21,3,108,1,2,0,1,6,10,0,0,1,0,3,110,42,61,91,61,92,72,78
0,_Fresno,_060190000044,_0000044,1217,640,0,3,2,226,2,8,6,72,6,5,227,3,306,5,9,1,2,13,212,1,3,1,3,3,345,240,241,354,336,266,378,214
0,_Fresno,_060190000046,_0000046,868,264,0,2,4,90,4,9,2,43,4,1,54,7,148,0,1,3,3,6,37,2,1,2,0,2,159,95,101,148,139,112,147,102
0,_Fresno,_060190000047,_0000047,1081,288,0,2,2,101,4,6,3,46,0,1,50,8,155,5,3,1,1,1,44,0,0,3,6,2,182,100,106,164,142,129,163,108
0,_Fresno,_060190000049,_0000049,1284,528,1,4,1,158,5,9,1,57,1,7,202,7,237,5,9,1,4,9,159,0,8,4,3,8,261,249,167,353,297,217,349,166
0,_Fresno,_060190000050,_0000050,582,156,0,1,3,53,2,3,1,16,0,2,31,3,77,3,4,0,1,1,27,0,0,0,0,1,91,57,69,79,78,67,95,51
0,_Fresno,_060190000052,_0000052,717,176,0,1,2,60,2,2,1,10,0,3,63,1,72,0,5,0,2,5,48,0,0,1,3,2,93,72,63,102,92,72,125,39
0,_Fresno,_060190000054,_0000054,1413,253,0,1,3,106,1,2,3,35,3,2,48,2,145,1,4,0,1,11,25,3,2,4,5,2,159,78,99,138,101,132,123,112
0,_Fresno,_060190000056,_0000056,976,347,0,2,3,133,8,5,3,45,0,2,71,11,185,5,3,0,0,9,56,3,0,1,1,8,211,118,151,180,170,160,195,131
0,_Fresno,_060190000057,_0000057,989,433,0,1,3,138,9,7,3,76,3,3,113,8,228,1,5,0,3,9,89,0,1,3,6,4,259,150,161,252,221,195,246,171
0,_Fresno,_060190000060,_0000060,676,316,0,2,2,97,13,12,3,52,0,3,69,9,174,3,2,0,0,3,67,1,0,1,1,2,193,106,132,161,151,148,172,123
0,_Fresno,_060190000061,_0000061,885,361,0,2,0,111,12,7,6,44,4,5,82,10,180,3,2,3,2,9,77,2,4,3,0,5,221,126,142,207,164,183,193,153
0,_Fresno,_060190000063,_0000063,689,188,0,3,3,69,1,6,2,25,1,1,39,2,105,3,1,0,1,7,26,0,0,4,1,2,108,70,73,106,84,95,93,86
0,_Fresno,_060190000065,_0000065,1127,284,0,5,4,113,0,6,3,24,3,4,77,5,153,3,1,0,3,2,59,1,2,3,1,4,163,108,94,162,117,141,129,125
0,_Fresno,_060190000066,_0000066,645,195,0,4,2,49,4,4,3,26,1,2,72,1,87,1,3,1,2,3,62,0,1,3,3,1,96,88,62,122,99,86,113,72
