IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20140603_PRI_ALL_ALL_REG,USA_CA_20140603_PRI_ALL_ALL_VOTED,USA_CA_20140603_PRI_ATG_DEM_HARRIS,USA_CA_20140603_PRI_ATG_REP_HAGGERLY,USA_CA_20140603_PRI_ATG_REP_WYMAN,USA_CA_20140603_PRI_ATG_REP_KING,USA_CA_20140603_PRI_ATG_REP_GOLD,USA_CA_20140603_PRI_ATG_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_YEE,USA_CA_20140603_PRI_CON_DEM_PEREZ,USA_CA_20140603_PRI_CON_DEM_BLAIR,USA_CA_20140603_PRI_CON_REP_EVANS,USA_CA_20140603_PRI_CON_REP_SWEARENGEN,USA_CA_20140603_PRI_CON_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_AGBEDE,USA_CA_20140603_PRI_CON_DEM_BROWN,USA_CA_20140603_PRI_CON_REP_CHAMP,USA_CA_20140603_PRI_CON_REP_DONNELLY,USA_CA_20140603_PRI_CON_REP_AGUIRRE,USA_CA_20140603_PRI_CON_REP_BLOUNT,USA_CA_20140603_PRI_CON_REP_KASHKARI,USA_CA_20140603_PRI_CON_REP_WINSTON,USA_CA_20140603_PRI_GOV_OTH_OTHER,USA_CA_20140603_PRI_INS_DEM_JONES,USA_CA_20140603_PRI_INS_REP_GAINES,USA_CA_20140603_PRI_INS_OTH_OTHER,USA_CA_20140603_PRI_LTG_DEM_KOREVAAR,USA_CA_20140603_PRI_LTG_DEM_NEWSOM,USA_CA_20140603_PRI_LTG_REP_YANG,USA_CA_20140603_PRI_LTG_REP_FENNELL,USA_CA_20140603_PRI_LTG_REP_NEHRING,USA_CA_20140603_PRI_LTG_OTH_OTHER,USA_CA_20140603_PRI_PROP41_NO,USA_CA_20140603_PRI_PROP41_YES,USA_CA_20140603_PRI_PROP42_NO,USA_CA_20140603_PRI_PROP42_YES,USA_CA_20140603_PRI_SOS_DEM_DROBMAN,USA_CA_20140603_PRI_SOS_DEM_YEE,USA_CA_20140603_PRI_SOS_DEM_CRESSMAN,USA_CA_20140603_PRI_SOS_DEM_PADILLA,USA_CA_20140603_PRI_SOS_REP_ALLMOND,USA_CA_20140603_PRI_SOS_REP_PETERSON,USA_CA_20140603_PRI_SOS_OTH_OTHER,USA_CA_20140603_PRI_SPI_NOP_GUTIERREZ,USA_CA_20140603_PRI_SPI_NOP_TUCK,USA_CA_20140603_PRI_SPI_NOP_TORLAKSON,USA_CA_20140603_PRI_TRS_DEM_CHIANG,USA_CA_20140603_PRI_TRS_REP_CONLON,USA_CA_20140603_PRI_TRS_OTH_OTHER
0,_Los Angeles,_060376820004A,_6820004A,1019,179,59,16,36,23,22,4,20,21,9,38,66,6,0,68,1,38,0,3,61,1,2,59,88,5,3,64,12,12,77,2,85,77,71,85,10,9,5,38,22,58,18,50,63,46,65,97,2
0,_Los Angeles,_060376820005A,_6820005A,1053,225,74,17,36,34,38,6,29,23,10,49,86,12,1,74,2,35,2,0,98,1,2,72,119,10,9,71,19,13,89,4,97,109,84,114,9,18,9,39,25,73,30,36,85,65,80,123,6
0,_Los Angeles,_060376820006A,_6820006A,916,166,70,19,18,19,26,4,23,20,14,29,62,5,2,80,6,17,0,1,56,0,3,72,66,7,2,77,13,2,61,4,59,98,45,111,3,18,9,42,8,55,19,26,61,54,79,72,4
0,_Los Angeles,_060376820007A,_6820007A,928,165,47,22,20,17,28,14,12,15,2,52,59,4,1,44,1,53,0,1,61,1,1,44,99,3,4,43,12,16,72,4,86,63,62,85,5,5,1,30,22,69,19,33,51,52,48,94,6
0,_Los Angeles,_060376820008A,_6820008A,1007,170,60,25,13,26,21,7,18,21,2,53,41,13,1,57,5,35,1,1,59,0,3,54,87,5,6,60,9,19,57,3,66,81,58,87,5,6,4,38,25,55,17,31,47,54,59,89,7
0,_Los Angeles,_060376820010A,_6820010A,1472,247,106,23,23,32,21,10,30,48,11,42,62,10,3,112,1,45,0,4,65,2,6,108,99,3,5,98,24,12,69,7,67,154,74,134,11,24,10,67,20,65,18,38,86,73,115,96,11
0,_Los Angeles,_060376820011A,_6820011A,1007,153,34,19,15,33,22,11,10,19,3,40,48,2,0,46,0,31,1,1,61,0,5,45,74,6,6,48,4,10,66,1,59,60,49,71,4,10,7,22,14,54,12,21,58,42,50,81,4
0,_Los Angeles,_060376850002A,_6850002A,522,121,62,10,12,5,6,14,19,28,5,18,24,17,0,60,0,16,1,1,26,1,14,57,32,11,7,59,12,2,24,10,24,88,38,72,1,5,13,44,10,26,14,38,26,40,61,31,18
0,_Los Angeles,_060376850016A,_6850016A,28,6,2,0,0,0,0,1,2,1,0,0,2,0,0,1,0,2,0,1,1,0,1,2,2,0,0,2,0,1,3,0,0,5,1,4,0,2,0,2,0,2,0,1,2,2,2,2,1
0,_Los Angeles,_060376850017A,_6850017A,106,11,3,0,3,1,3,0,0,3,0,3,4,1,0,3,0,3,1,0,4,0,0,4,4,0,3,0,2,1,4,1,2,7,3,7,0,1,1,3,1,4,1,5,3,2,4,6,0
0,_Los Angeles,_060376850034A,_6850034A,41,10,6,2,2,0,0,0,0,4,0,1,4,0,0,6,0,2,0,0,2,0,0,5,4,0,0,6,0,1,3,0,3,4,0,6,0,2,0,3,0,4,0,2,0,5,6,4,0
0,_Los Angeles,_060377050001A,_7050001A,1017,178,96,10,11,11,29,5,51,45,1,28,35,5,2,105,1,21,0,5,34,0,7,92,51,6,4,91,16,17,32,5,54,98,49,96,4,24,9,60,9,45,10,33,43,71,110,48,4
0,_Los Angeles,_060377050006A,_7050006A,1021,137,60,12,9,12,22,5,31,28,5,16,35,2,2,64,3,20,0,5,24,4,10,54,44,6,8,53,25,8,28,3,53,70,47,72,4,18,9,36,10,34,9,32,33,49,74,49,5
0,_Los Angeles,_060377050008B,_7050008B,825,122,59,5,7,9,15,6,28,25,5,19,16,9,1,70,3,13,0,1,18,2,9,56,28,8,9,53,9,9,22,5,37,76,43,66,3,19,3,45,6,17,9,26,21,57,73,26,8
0,_Los Angeles,_060377050010A,_7050010A,660,112,43,9,7,9,16,6,26,19,1,23,26,1,3,48,0,21,1,1,26,2,5,43,41,5,7,43,22,4,24,2,42,61,44,50,2,19,0,24,7,35,6,21,32,42,67,36,1
0,_Los Angeles,_060377050011A,_7050011A,841,103,34,9,10,9,27,2,23,18,0,24,27,4,1,41,1,14,0,9,27,3,2,40,42,3,5,36,17,7,26,3,40,56,32,64,0,16,1,24,8,31,13,22,31,34,51,42,1
0,_Los Angeles,_060377050013A,_7050013A,916,167,67,14,14,18,28,6,38,25,2,26,49,3,3,71,1,24,2,7,47,0,5,60,67,5,8,54,24,14,49,1,70,77,59,85,8,19,8,29,16,50,12,41,42,55,78,67,7
0,_Los Angeles,_060377050016A,_7050016A,1019,199,82,12,16,19,33,13,38,41,6,37,47,12,0,95,4,39,0,3,38,1,14,84,72,13,11,76,25,15,52,6,62,126,74,102,6,23,8,55,11,52,23,33,56,86,103,68,9
0,_Los Angeles,_060377050027A,_7050027A,1393,247,106,14,15,24,29,18,52,36,7,44,64,10,0,122,4,47,0,6,50,3,8,103,69,11,14,106,21,10,66,11,92,127,79,132,7,32,11,49,19,65,29,43,64,96,126,74,7
0,_Los Angeles,_060377050043A,_7050043A,1278,252,109,19,17,39,24,8,57,53,13,30,65,11,2,124,3,40,0,5,48,1,14,103,89,15,13,101,39,13,59,7,79,143,81,130,7,32,15,66,7,71,18,46,74,104,135,82,12
0,_Los Angeles,_060377050062A,_7050062A,1370,246,88,13,17,44,42,12,73,33,3,40,69,7,0,119,4,40,0,8,58,2,9,88,105,9,6,93,40,13,71,4,60,159,66,151,4,33,11,54,4,103,14,51,75,79,126,100,6
0,_Los Angeles,_060377050064A,_7050064A,1262,251,110,14,10,33,44,7,73,37,11,29,74,5,4,132,3,25,0,9,59,2,7,116,76,9,12,99,61,8,49,9,81,147,77,137,5,43,15,49,7,78,17,36,85,96,158,77,2
0,_Los Angeles,_060377050068A,_7050068A,1255,188,113,3,15,13,19,9,51,48,10,22,31,12,1,117,3,18,2,1,28,2,10,97,49,8,11,102,14,7,32,9,60,115,67,104,4,35,14,61,11,34,11,34,47,84,118,47,7
0,_Los Angeles,_060377050070A,_7050070A,1327,228,94,20,15,18,27,18,29,57,11,39,51,15,1,101,3,41,2,8,53,1,11,81,85,14,11,80,20,23,55,14,71,136,87,105,8,20,9,68,14,65,15,60,58,72,100,87,13
0,_Los Angeles,_060377050072A,_7050072A,1301,221,91,19,10,26,35,7,37,37,8,28,67,12,1,92,2,41,0,1,56,3,15,80,75,16,8,80,25,23,50,11,56,134,47,133,3,24,9,50,11,67,24,45,61,64,99,79,16
0,_Los Angeles,_060377050073A,_7050073A,837,132,44,5,6,10,26,7,24,25,0,24,34,6,1,63,0,24,1,4,28,0,0,44,48,3,7,48,10,14,34,1,49,68,50,56,1,15,3,36,4,47,7,22,30,47,62,45,4
0,_Los Angeles,_060377050077A,_7050077A,1330,244,107,9,14,27,43,11,48,53,7,41,61,10,2,124,8,33,0,6,54,0,8,91,98,8,8,102,21,21,59,9,84,133,90,121,13,35,4,58,14,69,21,31,81,89,125,83,11
0,_Los Angeles,_060377100002A,_7100002A,1027,322,213,3,18,3,14,20,82,65,10,15,42,51,6,219,2,10,1,0,31,0,36,177,35,33,15,196,7,5,23,33,42,236,44,215,3,15,72,97,3,29,50,57,76,96,187,35,43
0,_Los Angeles,_060377100004B,_7100004B,811,245,182,4,16,3,5,11,74,63,14,9,34,24,1,192,0,10,1,3,15,0,16,170,25,13,12,179,4,4,16,14,19,194,33,171,7,19,47,72,1,39,32,39,83,80,171,24,27
0,_Los Angeles,_060377100006A,_7100006A,684,230,173,2,10,1,3,9,72,43,8,4,30,27,0,185,0,9,1,1,12,0,15,157,18,14,9,162,4,2,17,11,30,165,33,149,7,20,46,70,2,29,21,49,64,63,159,22,21
0,_Los Angeles,_060377100007A,_7100007A,1229,310,176,16,30,14,24,13,63,58,11,30,68,30,0,189,2,24,0,4,59,1,18,152,80,20,13,170,22,10,46,24,75,190,69,192,13,21,42,81,5,75,29,61,86,106,163,86,29
0,_Los Angeles,_060377100030A,_7100030A,813,300,225,3,7,5,5,18,88,64,18,12,33,38,1,233,2,10,0,2,12,1,21,200,23,30,17,210,4,8,10,22,34,227,60,193,5,21,71,81,1,43,33,72,70,96,206,22,36
0,_Los Angeles,_060377100032A,_7100032A,268,119,80,4,3,2,6,6,21,35,8,3,16,18,0,92,1,2,0,1,9,0,11,74,13,8,10,83,2,3,7,6,21,80,24,69,0,9,17,46,2,11,17,22,21,37,75,11,9
0,_Los Angeles,_060377100033A,_7100033A,1047,333,184,19,36,23,20,10,65,53,8,39,103,15,1,198,2,27,3,12,75,1,6,173,97,6,7,181,20,20,61,10,95,198,90,190,8,25,23,101,4,105,24,41,124,88,192,86,10
0,_Los Angeles,_060377150001A,_7150001A,735,187,87,17,17,19,25,6,57,24,6,31,41,11,1,93,2,33,0,0,37,2,10,77,58,9,2,87,24,9,41,7,59,106,56,105,2,27,10,51,11,60,9,41,44,68,102,58,7
0,_Los Angeles,_060377150002A,_7150002A,906,288,106,49,24,21,27,13,64,29,3,30,102,14,2,124,5,69,2,2,59,2,11,96,108,13,14,109,52,18,49,12,112,136,74,161,10,38,11,55,6,101,24,78,77,80,123,111,12
0,_Los Angeles,_060377150003A,_7150003A,994,214,92,22,15,27,22,9,49,28,6,36,63,9,3,86,5,39,0,0,51,0,12,88,78,9,10,77,38,9,37,10,58,124,46,124,7,21,15,48,9,79,9,55,54,71,103,75,11
0,_Los Angeles,_060377150004A,_7150004A,1245,233,125,14,21,15,17,5,62,46,7,30,53,5,3,122,6,43,1,2,38,4,10,115,66,7,16,99,15,14,51,13,55,149,72,110,6,32,18,67,5,63,10,48,52,83,139,65,4
0,_Los Angeles,_060377150005A,_7150005A,882,212,91,25,25,17,29,2,34,37,6,36,65,14,1,87,5,44,0,0,57,2,9,85,87,6,6,91,32,20,44,7,82,103,80,102,6,13,19,52,12,82,9,53,49,85,97,84,11
0,_Los Angeles,_060377150008A,_7150008A,910,216,104,30,12,12,20,10,60,35,3,21,60,12,1,102,6,48,3,4,29,1,10,103,58,17,5,95,29,11,49,6,75,112,70,105,5,22,22,57,6,65,13,57,43,72,123,69,6
0,_Los Angeles,_060377150009A,_7150009A,969,242,124,25,12,16,22,9,65,29,11,31,64,7,9,115,3,39,0,3,51,0,5,108,64,9,17,97,39,12,41,4,89,125,75,128,6,42,11,55,8,65,17,54,64,81,146,67,8
0,_Los Angeles,_060377150010A,_7150010A,1478,301,151,33,20,17,32,10,71,54,15,36,80,13,1,147,6,47,1,3,55,4,22,133,89,21,9,127,43,6,60,21,104,155,106,144,10,30,27,78,12,78,31,69,85,92,159,99,18
0,_Los Angeles,_060377150012A,_7150012A,904,206,85,27,15,12,23,9,37,27,12,27,53,14,2,99,6,34,0,2,41,1,13,73,65,12,9,76,29,13,43,12,71,110,56,108,4,12,14,43,11,78,12,59,48,55,83,80,12
0,_Los Angeles,_060377150013A,_7150013A,1369,337,145,32,23,23,48,20,65,59,11,52,94,15,4,150,9,72,1,2,68,4,12,133,120,22,17,124,44,32,69,14,122,178,124,153,13,41,20,82,14,93,26,78,74,129,164,125,18
0,_Los Angeles,_060377150015A,_7150015A,1238,354,145,43,33,39,36,12,89,37,3,60,105,10,2,149,5,70,1,3,85,2,12,139,126,11,14,135,47,15,90,8,116,183,104,179,8,34,25,79,24,115,29,58,110,124,177,127,11
0,_Los Angeles,_060377150016A,_7150016A,768,245,122,20,22,22,27,7,59,42,6,24,83,4,1,122,2,47,0,1,58,3,6,110,87,5,6,114,38,9,56,5,87,127,65,131,4,43,7,64,7,77,14,42,71,100,137,88,7
0,_Los Angeles,_060377150017A,_7150017A,1103,342,141,33,31,38,27,17,88,37,4,54,101,13,5,143,8,58,0,2,99,2,11,129,125,9,16,125,62,22,80,8,104,192,100,174,6,43,19,66,16,114,31,79,94,100,181,118,14
0,_Los Angeles,_060377150021A,_7150021A,1000,368,143,45,34,33,49,13,54,46,11,60,128,15,5,131,4,80,3,5,107,2,10,133,152,15,16,128,37,42,86,12,133,175,111,170,6,24,14,90,18,117,40,79,96,115,156,158,14
0,_Los Angeles,_060377150022A,_7150022A,1043,239,110,19,17,17,14,14,57,38,10,30,53,5,7,113,3,31,1,2,34,0,18,107,56,13,17,104,24,14,26,12,60,129,63,119,7,22,17,69,11,58,9,61,57,71,125,65,13
0,_Los Angeles,_060377150023A,_7150023A,969,246,96,27,17,32,30,7,43,30,9,41,76,7,4,98,1,37,0,5,76,3,8,91,94,7,13,78,34,12,69,7,93,114,86,103,7,26,8,55,10,88,13,48,52,89,114,93,3
0,_Los Angeles,_060377150024A,_7150024A,748,218,117,16,9,18,14,8,63,33,15,29,34,13,3,121,4,27,2,7,31,1,9,103,56,10,13,112,12,13,31,12,39,153,45,134,10,28,30,60,9,38,17,65,43,70,126,48,15
0,_Los Angeles,_060377150025A,_7150025A,1028,288,116,49,17,22,30,12,49,39,8,43,99,13,3,127,3,57,1,3,66,0,17,108,100,14,14,110,36,27,60,15,101,155,72,171,7,18,15,70,15,105,17,72,76,79,127,114,13
0,_Los Angeles,_060377150026B,_7150026B,850,210,83,24,22,19,27,3,31,35,9,38,59,6,3,80,2,45,0,6,53,1,6,73,72,8,11,67,20,11,62,12,79,95,84,80,6,19,12,42,10,74,18,54,55,56,90,79,12
0,_Los Angeles,_060377150027A,_7150027A,1026,217,82,27,21,25,22,10,29,34,12,32,79,5,5,84,4,31,1,6,74,2,5,72,89,7,9,75,27,20,61,9,66,126,78,103,7,13,9,53,13,73,19,57,63,62,88,93,8
0,_Los Angeles,_060377150028A,_7150028A,1089,279,113,41,17,16,30,6,47,48,6,37,82,10,0,118,6,45,4,2,68,1,12,105,97,10,12,108,45,18,45,12,107,129,90,131,7,26,15,61,18,85,19,76,69,76,115,103,15
0,_Los Angeles,_060377150029A,_7150029A,1152,255,118,33,19,25,25,6,66,34,6,47,58,7,2,112,6,62,2,4,55,0,3,108,92,9,15,107,34,19,54,6,95,125,97,113,13,38,8,64,15,77,9,59,56,94,132,98,6
0,_Los Angeles,_060377150031B,_7150031B,1021,402,154,49,41,40,57,6,70,44,4,59,164,10,1,174,7,63,1,8,118,1,9,135,166,6,14,145,50,33,112,7,151,201,123,209,6,24,25,76,13,167,30,62,155,109,174,163,13
0,_Los Angeles,_060377150032A,_7150032A,980,265,109,19,28,29,25,13,44,46,6,45,74,19,4,121,9,45,1,6,59,1,11,105,96,13,14,92,29,24,60,10,98,133,97,117,10,16,12,68,14,78,32,42,68,96,118,95,13
0,_Los Angeles,_060377150033A,_7150033A,1297,228,98,35,27,18,14,12,38,35,6,27,86,15,3,93,5,47,1,1,56,2,11,78,89,15,5,87,29,24,48,15,87,114,73,125,5,15,15,57,8,83,25,55,66,70,96,97,14
0,_Los Angeles,_060377150037A,_7150037A,956,339,105,53,35,32,49,12,51,28,10,51,147,9,2,108,7,90,1,2,105,1,4,114,156,9,9,109,43,39,100,7,145,153,134,159,8,36,18,40,17,132,42,76,98,100,126,161,15
0,_Los Angeles,_060377150038A,_7150038A,1203,471,156,66,55,55,43,14,72,54,9,64,190,15,1,168,6,90,1,6,159,5,12,146,202,21,17,163,50,36,139,13,191,215,164,220,5,36,12,82,16,199,52,77,167,129,197,210,13
0,_Los Angeles,_060377150039A,_7150039A,1026,207,84,26,10,22,30,11,52,20,2,32,57,15,0,94,4,40,0,4,45,0,13,77,81,10,7,83,22,16,51,6,67,112,58,115,6,33,16,30,7,71,18,54,57,60,93,79,12
0,_Los Angeles,_060377150041A,_7150041A,1266,314,144,36,23,30,28,11,55,52,11,39,100,17,2,159,4,59,3,1,64,2,8,142,96,11,15,135,32,18,73,7,96,183,96,167,9,22,21,88,11,107,17,70,75,120,168,97,20
0,_Los Angeles,_060377150046A,_7150046A,1317,377,129,38,29,44,45,16,71,42,10,61,135,11,1,168,11,72,1,6,89,2,14,129,158,15,10,140,39,28,104,14,136,194,115,194,10,23,23,66,20,155,23,70,131,103,152,165,13
0,_Los Angeles,_060377150048A,_7150048A,1320,198,82,29,20,17,17,8,36,37,7,22,63,14,0,93,3,49,0,4,34,0,9,73,77,6,12,71,17,13,56,13,69,102,67,101,2,12,9,67,10,66,14,49,54,61,88,69,19
0,_Los Angeles,_060377150049A,_7150049A,1024,305,94,44,28,36,57,8,42,34,5,51,127,4,1,109,12,72,2,4,92,0,4,93,146,2,15,86,44,20,103,5,117,160,122,135,4,26,6,51,10,144,22,60,95,87,117,155,2
0,_Los Angeles,_060377150050A,_7150050A,1028,308,105,28,46,31,34,12,47,33,7,54,102,13,0,124,10,60,2,0,86,2,8,106,124,7,11,106,40,25,80,12,116,144,95,149,7,26,14,54,14,110,27,66,83,96,131,120,14
0,_Los Angeles,_060377150051B,_7150051B,1102,274,123,35,31,19,24,17,38,63,4,36,97,11,2,129,5,51,1,4,61,0,11,124,98,9,8,130,28,17,63,14,106,146,99,134,10,19,17,75,7,101,24,64,72,90,133,111,14
0,_Los Angeles,_060377150055A,_7150055A,911,241,89,23,27,26,23,7,46,28,7,33,82,7,2,91,6,33,2,2,76,1,11,79,93,12,3,82,27,16,66,9,102,111,98,99,4,14,11,52,11,82,28,49,74,62,99,96,9
0,_Los Angeles,_060377150056A,_7150056A,1075,331,145,35,28,21,41,14,83,37,13,40,99,14,6,150,9,52,0,5,84,1,16,131,115,18,13,139,47,18,62,17,112,169,95,176,9,40,20,77,14,106,26,71,84,106,163,122,14
0,_Los Angeles,_060377150058A,_7150058A,1161,242,102,28,14,16,30,18,37,43,13,25,87,17,4,108,9,43,0,8,47,0,14,103,76,12,16,96,15,14,71,12,78,135,87,123,11,20,7,64,19,80,18,70,67,68,114,94,12
0,_Los Angeles,_060377150061A,_7150061A,1306,339,135,46,35,25,36,13,56,47,8,67,99,16,3,124,8,71,0,4,97,0,11,125,120,15,13,114,31,26,106,13,122,171,108,162,6,29,14,79,18,126,21,74,85,115,150,139,9
0,_Los Angeles,_060377150064A,_7150064A,1292,505,187,74,31,59,66,17,81,64,7,74,194,16,2,194,6,96,3,7,156,4,16,173,210,19,12,172,70,41,138,17,214,216,176,232,14,42,18,95,20,211,36,83,151,178,223,209,18
0,_Los Angeles,_060377150065A,_7150065A,1043,270,105,25,16,27,47,10,49,34,6,62,79,9,1,120,5,56,2,6,64,0,5,102,99,10,5,107,41,15,67,4,96,135,88,131,0,19,14,60,16,104,22,65,64,91,128,103,7
0,_Los Angeles,_060377150067A,_7150067A,1355,441,158,52,53,46,62,20,59,60,6,76,171,16,2,163,7,98,0,5,129,3,16,154,198,18,24,138,54,40,136,16,169,212,159,213,10,62,8,73,22,182,38,86,140,152,187,199,17
0,_Los Angeles,_060377150068B,_7150068B,1173,359,146,37,37,31,48,12,67,53,4,55,129,6,5,146,10,74,1,4,102,2,3,135,153,9,17,131,43,31,94,8,125,185,103,181,6,34,14,86,5,150,27,67,113,131,181,143,7
0,_Los Angeles,_060377150069A,_7150069A,1152,306,112,39,25,30,42,11,43,42,11,53,102,8,3,114,2,65,1,5,86,0,12,105,123,9,10,102,39,23,80,12,114,161,94,160,6,21,9,65,16,108,28,52,93,106,129,128,9
0,_Los Angeles,_060377150071A,_7150071A,984,343,147,39,26,21,45,8,64,52,4,68,93,14,1,152,2,63,5,2,82,2,14,136,125,9,9,144,34,26,77,7,130,163,127,160,5,32,22,83,11,122,29,69,95,113,164,122,11
0,_Los Angeles,_060377150076A,_7150076A,1121,286,118,33,12,30,48,11,59,32,1,63,87,6,1,126,8,62,0,5,62,0,6,107,111,5,17,102,45,19,71,6,108,142,100,135,10,38,17,53,21,93,18,53,78,99,143,111,4
0,_Los Angeles,_060377150077A,_7150077A,950,257,104,33,13,20,35,11,42,47,6,31,81,12,2,111,9,45,1,2,57,2,14,98,98,7,13,97,36,15,54,9,96,119,76,125,11,16,19,57,6,93,21,56,65,76,116,95,11
0,_Los Angeles,_060377150078D,_7150078D,749,268,118,41,13,13,40,10,61,32,10,30,93,4,0,122,6,46,1,12,62,0,7,116,102,9,6,116,24,21,65,5,95,121,82,129,6,24,23,59,16,86,18,54,66,88,132,98,9
0,_Los Angeles,_060377150081B,_7150081B,902,292,106,52,30,27,22,12,42,39,9,45,111,10,0,108,4,69,1,6,88,0,5,106,130,7,10,104,33,24,92,5,130,123,98,146,12,19,15,63,7,119,24,85,68,76,120,134,11
0,_Los Angeles,_060377150082A,_7150082A,1156,361,151,39,44,28,45,11,55,51,4,61,140,14,1,154,14,50,0,6,108,1,13,149,146,13,9,151,37,30,93,11,142,182,108,198,6,42,24,68,14,141,32,67,112,103,161,151,14
0,_Los Angeles,_060377150084A,_7150084A,1039,348,122,35,34,38,59,18,46,37,14,72,130,11,0,119,6,71,1,6,118,1,5,113,164,11,13,110,32,37,118,9,154,163,144,163,15,29,12,61,18,159,19,74,114,103,133,176,3
0,_Los Angeles,_060377150087A,_7150087A,1243,306,105,43,42,39,34,8,44,38,5,47,125,10,0,121,11,76,0,6,68,1,9,100,134,12,4,101,40,19,105,11,131,133,104,147,4,17,15,59,13,141,18,88,65,105,123,152,5
0,_Los Angeles,_060377150090A,_7150090A,980,331,115,34,33,32,48,14,55,43,3,55,121,11,2,121,4,73,0,4,95,2,14,110,141,20,8,118,41,36,79,11,122,168,108,169,8,32,8,64,13,138,22,75,104,108,140,139,16
0,_Los Angeles,_060377150092B,_7150092B,1253,441,156,54,54,39,50,24,56,56,9,55,173,21,3,165,7,81,2,7,139,4,11,150,196,20,19,150,57,25,126,14,176,209,127,234,11,29,31,77,16,190,28,91,132,126,171,206,13
0,_Los Angeles,_060377150094A,_7150094A,1374,337,140,37,31,35,41,15,76,43,6,54,110,19,1,146,3,71,0,2,78,2,20,136,139,23,14,131,45,36,67,16,131,172,120,169,14,33,23,76,7,112,41,84,95,108,156,118,20
0,_Los Angeles,_060377150098A,_7150098A,1210,461,150,60,48,56,58,19,71,51,7,77,173,24,1,188,5,91,4,10,122,4,13,130,210,24,17,154,63,31,140,15,160,256,139,253,13,34,23,90,22,190,41,114,140,127,171,211,23
0,_Los Angeles,_060377150101A,_7150101A,1315,379,155,39,43,28,50,16,68,43,9,72,113,26,0,159,3,73,1,6,100,3,16,151,156,19,11,141,42,39,87,18,134,200,120,190,6,18,25,88,20,131,39,85,99,123,164,163,17
0,_Los Angeles,_060377150102A,_7150102A,1117,321,142,37,15,28,33,18,61,44,9,57,94,20,2,153,11,58,0,5,61,2,14,128,114,25,11,133,39,29,67,16,109,171,87,185,10,24,22,81,14,108,26,70,81,98,139,122,21
0,_Los Angeles,_060377150104A,_7150104A,885,399,145,45,31,38,55,11,53,46,6,61,158,9,0,152,5,65,1,6,137,2,10,134,172,13,8,147,24,42,118,7,158,191,115,217,4,23,17,63,16,178,38,61,156,110,159,171,13
0,_Los Angeles,_060377150106A,_7150106A,1291,512,230,55,55,36,50,17,71,83,8,94,171,10,1,247,4,79,2,2,134,4,18,222,191,10,21,212,51,44,114,16,188,265,178,247,14,27,34,97,31,189,35,80,171,154,227,209,18
0,_Los Angeles,_060377150109A,_7150109A,1376,503,204,53,49,47,44,21,77,61,10,63,191,24,0,228,9,61,2,4,164,1,11,203,191,15,15,194,46,36,121,22,186,239,126,282,12,32,34,93,17,192,44,80,175,146,211,204,19
0,_Los Angeles,_060377150112B,_7150112B,1000,379,156,47,39,45,33,13,65,47,3,42,156,15,1,172,6,61,2,3,109,2,6,153,149,13,9,161,25,27,103,9,136,197,115,188,3,16,28,88,12,145,38,84,114,101,154,156,21
0,_Los Angeles,_060377150114A,_7150114A,1038,322,129,31,43,30,43,7,39,48,8,52,125,9,0,136,4,60,3,5,91,0,6,118,140,11,13,122,29,29,83,12,119,164,96,162,5,22,12,68,11,127,28,56,111,89,131,145,13
0,_Los Angeles,_060377150115A,_7150115A,899,216,84,37,19,14,21,9,33,27,10,29,75,13,1,95,2,38,0,2,62,1,9,82,88,9,10,84,11,20,57,12,77,106,60,110,2,11,22,39,15,67,28,40,66,56,89,91,15
0,_Los Angeles,_060377150116A,_7150116A,1224,340,140,45,31,29,33,10,54,54,8,57,104,16,4,131,8,69,1,11,75,2,21,128,124,14,15,120,40,37,75,19,123,165,100,169,11,27,16,82,26,110,24,93,65,127,148,142,17
0,_Los Angeles,_060377150121A,_7150121A,1406,504,206,45,32,64,55,15,91,68,17,65,177,21,5,206,9,79,1,8,151,2,19,190,191,16,16,191,49,32,154,13,147,281,144,269,8,37,17,120,27,178,51,93,177,162,240,200,19
0,_Los Angeles,_060377150125A,_7150125A,838,139,57,21,9,10,11,10,24,22,9,30,24,11,1,57,2,32,3,0,20,2,9,55,42,9,10,51,10,11,27,10,39,82,36,75,4,10,18,31,4,39,13,28,57,26,63,45,14
0,_Los Angeles,_060377150131A,_7150131A,902,205,95,21,15,19,21,9,33,40,5,37,61,4,3,96,3,44,0,5,38,4,2,89,79,8,11,84,31,16,41,4,59,123,54,126,4,21,12,51,5,79,8,45,54,76,99,79,7
0,_Los Angeles,_060377150132A,_7150132A,1310,290,122,33,25,20,44,16,50,44,11,52,91,8,5,122,2,54,2,6,69,2,19,121,109,15,16,103,27,27,74,13,100,165,100,154,13,24,20,55,14,105,23,77,69,89,136,113,10
0,_Los Angeles,_060377150137A,_7150137A,902,181,92,13,12,19,19,4,29,51,6,29,46,5,4,88,5,26,0,0,44,0,10,85,60,6,12,78,18,8,44,6,72,97,71,87,3,13,11,61,8,59,8,46,56,52,97,67,5
0,_Los Angeles,_060377150144A,_7150144A,1016,305,124,41,33,17,24,10,69,43,6,34,97,9,1,127,9,53,1,1,77,1,7,111,114,11,10,111,36,15,82,7,116,140,86,151,9,34,15,61,7,108,24,84,71,82,142,110,10
