IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20060606_PRI_ALL_ALL_REG,USA_CA_20060606_PRI_ALL_ALL_VOTED,USA_CA_20060606_PRI_PROP81_YES,USA_CA_20060606_PRI_PROP81_NO,USA_CA_20060606_PRI_PROP82_YES,USA_CA_20060606_PRI_PROP82_NO,USA_CA_20060606_PRI_GOV_DEM_ANGELIDES,USA_CA_20060606_PRI_GOV_DEM_WESTLY,USA_CA_20060606_PRI_GOV_DEM_OTHER,USA_CA_20060606_PRI_GOV_REP_SCHWARZENEGGER,USA_CA_20060606_PRI_GOV_REP_OTHER,USA_CA_20060606_PRI_GOV_OTH_OTHER,USA_CA_20060606_PRI_LTG_DEM_GARAMENDI,USA_CA_20060606_PRI_LTG_DEM_SPEIER,USA_CA_20060606_PRI_LTG_DEM_FIGUEROA,USA_CA_20060606_PRI_LTG_REP_MCCLINTOCK,USA_CA_20060606_PRI_LTG_REP_FARMER,USA_CA_20060606_PRI_LTG_OTH_OTHER,USA_CA_20060606_PRI_SOS_DEM_BOWEN,USA_CA_20060606_PRI_SOS_DEM_ORTIZ,USA_CA_20060606_PRI_SOS_REP_MCPHERSON,USA_CA_20060606_PRI_SOS_OTH_OTHER,USA_CA_20060606_PRI_CON_DEM_DUNN,USA_CA_20060606_PRI_CON_DEM_CHIANG,USA_CA_20060606_PRI_CON_REP_HARRIS,USA_CA_20060606_PRI_CON_REP_STRICKLAND,USA_CA_20060606_PRI_CON_REP_MALDONADO,USA_CA_20060606_PRI_CON_REP_DAVIS,USA_CA_20060606_PRI_CON_REP_STRIERINGER,USA_CA_20060606_PRI_CON_OTH_OTHER,USA_CA_20060606_PRI_INS_DEM_BUSTAMANTE,USA_CA_20060606_PRI_INS_DEM_KRAFT,USA_CA_20060606_PRI_INS_REP_POIZNER,USA_CA_20060606_PRI_INS_OTH_OTHER,USA_CA_20060606_PRI_TRS_DEM_LOCKYER,USA_CA_20060606_PRI_TRS_REP_PARRISH,USA_CA_20060606_PRI_TRS_REP_RICHMAN,USA_CA_20060606_PRI_TRS_OTH_OTHER,USA_CA_20060606_PRI_ATG_DEM_DELGADILLO,USA_CA_20060606_PRI_ATG_DEM_BROWN,USA_CA_20060606_PRI_ATG_REP_POOCHIGIAN,USA_CA_20060606_PRI_ATG_OTH_OTHER,USA_CA_20060606_PRI_USS_DEM_FEINSTEIN,USA_CA_20060606_PRI_USS_DEM_CHURCH,USA_CA_20060606_PRI_USS_DEM_FERNALD,USA_CA_20060606_PRI_USS_REP_MOUNTJOY,USA_CA_20060606_PRI_USS_OTH_OTHER
0,_Los Angeles,_060373800020A,_3800020A,809,107,41,50,22,71,20,18,9,32,6,0,29,10,10,35,3,0,33,14,23,0,27,17,2,15,14,2,4,0,34,16,29,0,38,22,11,0,25,23,28,0,42,1,9,35,0
0,_Los Angeles,_060373850001A,_3850001A,590,126,86,26,75,39,54,40,10,2,4,2,50,17,35,4,0,1,62,29,4,2,26,60,0,3,2,0,1,1,70,27,3,1,70,3,0,1,61,40,4,1,97,4,5,4,2
0,_Los Angeles,_060373850004A,_3850004A,787,160,83,50,90,47,71,37,10,4,4,0,50,18,45,5,2,0,74,36,3,0,21,78,1,3,1,1,1,1,87,21,7,0,95,8,1,0,79,36,7,0,92,9,12,5,1
0,_Los Angeles,_060373850005A,_3850005A,641,142,86,40,74,49,59,42,13,7,1,0,52,27,32,6,1,1,73,30,6,1,39,69,1,4,0,2,0,0,85,21,7,0,93,4,1,0,55,51,4,0,106,3,6,8,1
0,_Los Angeles,_060373850007C,_3850007C,821,165,90,38,82,53,45,62,8,15,3,3,58,36,20,16,0,4,62,30,13,3,52,43,1,6,7,1,2,3,77,28,15,4,84,8,8,3,51,59,15,3,106,6,8,18,6
0,_Los Angeles,_060373850008A,_3850008A,839,196,116,63,103,77,84,43,12,15,5,2,82,18,37,20,1,1,91,41,12,0,46,85,1,5,5,2,4,5,105,28,16,2,116,9,6,1,74,62,15,1,118,12,9,20,4
0,_Los Angeles,_060373850010A,_3850010A,637,115,60,35,56,42,25,32,13,10,7,2,34,10,19,14,2,2,23,39,11,2,26,31,1,8,5,0,2,1,46,17,16,1,52,9,7,2,33,31,13,0,48,10,9,17,3
0,_Los Angeles,_060373850011A,_3850011A,509,83,37,39,31,46,24,23,12,14,1,1,27,6,24,15,0,1,25,30,10,1,28,27,0,3,8,1,2,1,34,20,12,1,46,4,9,1,29,26,11,1,44,4,5,15,1
0,_Los Angeles,_060373850013A,_3850013A,655,72,23,38,26,40,24,29,4,7,1,0,26,13,14,6,0,0,31,15,6,0,22,25,0,5,2,1,0,0,36,13,7,0,42,5,3,0,28,29,7,0,53,1,2,8,0
0,_Los Angeles,_060373850015A,_3850015A,634,62,38,19,23,35,17,18,5,5,2,3,22,4,14,5,2,1,24,15,3,2,22,18,0,1,4,1,1,1,32,10,5,2,37,1,3,3,27,16,3,1,37,3,0,6,2
0,_Los Angeles,_060373850016A,_3850016A,722,129,56,54,56,61,34,39,11,11,4,1,36,15,32,14,2,1,38,36,11,1,37,40,1,5,10,1,0,0,59,19,16,0,62,8,7,0,47,38,15,0,65,13,9,16,2
0,_Los Angeles,_060373850017A,_3850017A,800,135,70,48,70,50,36,46,10,6,4,1,39,14,37,9,3,0,51,40,9,1,33,53,2,3,2,0,2,0,70,18,9,1,68,5,3,0,58,30,7,0,77,10,8,8,0
0,_Los Angeles,_060373850018A,_3850018A,398,67,34,27,23,39,19,13,0,22,1,0,20,9,2,16,1,0,22,5,15,0,9,21,0,4,11,0,3,0,24,8,14,0,23,10,10,0,6,22,19,0,26,2,3,18,0
0,_Los Angeles,_060373850020A,_3850020A,781,149,78,58,71,67,57,30,9,15,4,2,41,16,35,13,5,3,55,39,8,3,40,45,3,6,6,1,2,2,58,34,14,3,77,6,9,3,65,30,13,2,83,4,9,16,2
0,_Los Angeles,_060373850021A,_3850021A,694,71,43,22,44,22,23,23,7,3,2,1,23,9,21,4,1,1,24,28,4,2,26,18,1,0,3,0,1,1,40,12,4,1,37,3,2,1,33,17,4,1,45,4,6,3,1
0,_Los Angeles,_060373850024A,_3850024A,857,141,81,46,68,59,32,43,11,25,5,2,35,20,31,24,1,0,49,36,21,0,46,38,0,10,13,4,2,0,57,25,24,1,69,15,10,1,46,42,17,0,71,5,9,24,1
0,_Los Angeles,_060373850025A,_3850025A,657,109,55,41,63,37,26,41,12,7,1,0,43,17,20,7,0,1,40,32,3,0,36,36,0,1,2,1,3,0,61,13,6,1,63,3,3,0,49,26,3,0,67,6,7,6,0
0,_Los Angeles,_060373850026A,_3850026A,829,140,69,61,53,80,33,41,8,23,11,2,36,13,28,29,6,3,40,30,24,2,31,35,2,13,8,2,5,2,49,23,24,2,62,23,6,2,44,32,21,1,65,3,8,27,2
0,_Los Angeles,_060373850027A,_3850027A,791,128,66,46,56,57,30,30,8,25,4,3,33,16,18,23,5,3,24,33,17,3,29,26,4,12,10,2,2,3,44,18,24,2,50,22,6,2,40,27,21,2,55,7,7,27,3
0,_Los Angeles,_060373850029A,_3850029A,716,76,44,21,36,30,19,30,9,6,3,0,23,12,22,7,3,0,29,25,5,0,32,21,1,4,4,0,1,0,40,16,8,0,40,6,1,0,30,24,5,0,45,3,9,8,0
0,_Los Angeles,_060373850030A,_3850030A,768,138,88,37,70,57,42,39,4,13,2,3,40,24,20,13,1,2,39,37,9,3,33,50,2,3,5,2,3,3,66,19,11,3,68,6,7,3,40,45,11,3,81,2,8,14,4
0,_Los Angeles,_060373850031A,_3850031A,569,70,32,24,33,27,17,25,7,8,0,0,17,5,25,8,0,0,13,26,5,0,14,18,0,4,3,0,0,0,35,12,7,0,33,3,3,0,30,14,6,0,40,4,4,7,0
0,_Los Angeles,_060373850032A,_3850032A,824,121,69,37,66,41,44,25,12,9,2,4,29,19,27,9,0,3,36,36,10,2,37,26,1,3,4,1,1,5,53,20,9,3,48,8,1,3,49,27,9,0,61,10,6,10,5
0,_Los Angeles,_060373850033A,_3850033A,953,169,62,94,53,104,40,37,9,47,6,1,40,26,19,49,2,0,50,28,36,1,41,39,1,8,26,1,8,1,55,28,41,2,62,27,15,1,44,44,37,1,79,6,3,40,2
0,_Los Angeles,_060373850034A,_3850034A,914,103,70,22,64,28,23,36,9,6,5,1,22,11,31,6,6,1,17,41,9,1,24,32,2,1,2,4,4,1,56,8,10,1,43,9,3,1,43,17,8,1,53,12,6,12,1
0,_Los Angeles,_060373850035A,_3850035A,501,121,53,61,46,69,32,31,8,23,3,2,34,15,21,19,3,3,36,23,14,3,36,25,0,6,9,0,7,2,41,19,19,3,49,15,6,3,30,38,15,2,51,11,3,19,3
0,_Los Angeles,_060373850037A,_3850037A,776,87,56,23,55,25,28,25,7,9,3,0,22,12,27,8,1,2,34,23,5,2,35,23,0,1,7,1,2,1,41,21,7,1,45,7,2,2,34,25,7,1,47,7,8,8,2
0,_Los Angeles,_060373850039A,_3850039A,772,100,70,21,52,44,29,33,6,11,2,3,29,9,26,12,1,2,23,36,10,3,40,22,0,7,4,1,2,3,48,17,10,3,47,7,6,2,46,17,10,1,57,8,7,11,3
0,_Los Angeles,_060373850040A,_3850040A,1015,103,56,32,53,36,26,23,8,13,4,3,17,18,21,13,0,1,23,29,7,1,23,22,0,11,3,0,0,2,41,9,11,2,42,8,5,1,32,19,12,0,39,4,11,12,1
0,_Los Angeles,_060373850041A,_3850041A,508,69,51,11,39,22,37,23,3,2,1,0,25,15,16,2,0,0,41,14,1,0,14,39,0,0,1,0,1,0,46,10,2,0,39,2,0,0,28,28,1,0,50,3,7,2,0
0,_Los Angeles,_060373850042A,_3850042A,796,105,46,44,40,54,30,26,4,21,5,1,35,10,16,20,4,1,32,28,18,1,32,25,1,4,13,1,4,1,40,16,22,1,46,10,9,1,32,26,18,1,43,9,8,25,1
0,_Los Angeles,_060373850043A,_3850043A,373,50,28,16,23,21,14,12,3,7,3,0,18,7,2,9,1,1,13,11,6,1,8,17,0,4,6,0,0,0,20,5,9,1,23,6,1,0,15,14,8,0,25,3,1,8,1
0,_Los Angeles,_060373850044D,_3850044D,916,274,131,119,84,170,65,66,5,88,7,0,93,31,10,91,4,0,67,45,56,1,46,59,2,35,45,1,7,0,79,39,76,3,99,53,33,1,51,83,78,0,116,4,14,86,2
0,_Los Angeles,_060373850045B,_3850045B,366,62,32,28,19,40,17,17,5,8,2,2,24,8,7,8,1,1,21,10,5,2,19,11,0,6,3,0,1,2,21,17,8,2,24,7,3,2,14,24,9,2,32,5,5,10,1
0,_Los Angeles,_060373850045H,_3850045H,424,103,46,49,32,66,28,21,2,31,3,3,24,10,13,29,1,1,24,14,18,3,15,24,0,10,10,0,6,3,29,13,22,2,32,19,7,2,17,26,23,1,41,2,5,24,3
0,_Los Angeles,_060373850047A,_3850047A,797,81,48,20,45,26,25,20,8,13,5,3,18,23,11,12,3,1,34,17,11,3,27,23,0,3,6,4,2,1,35,15,10,3,39,5,9,3,24,27,7,0,41,4,7,11,3
0,_Los Angeles,_060373850048A,_3850048A,554,106,54,44,41,61,30,34,4,17,2,5,37,17,11,15,1,5,32,28,9,5,28,33,2,7,5,0,2,5,45,18,10,5,54,8,3,5,28,37,9,5,60,2,6,12,5
0,_Los Angeles,_060373850049B,_3850049B,834,143,68,44,61,56,34,31,9,19,9,5,23,30,20,21,1,7,42,26,15,6,35,26,0,10,6,3,5,5,51,18,20,5,56,13,8,5,31,39,20,4,66,3,7,22,6
0,_Los Angeles,_060373850051A,_3850051A,962,300,127,141,86,188,76,61,12,76,20,5,99,40,6,71,6,6,92,36,62,5,62,60,5,27,35,4,4,5,97,40,63,5,115,48,27,7,57,82,65,0,140,6,9,75,4
0,_Los Angeles,_060373850052A,_3850052A,785,206,93,95,64,131,56,35,11,61,7,4,64,33,9,61,2,4,62,25,38,4,44,37,1,22,24,2,8,4,62,31,50,4,79,30,28,4,38,62,46,2,90,7,8,54,4
0,_Los Angeles,_060373850053A,_3850053A,847,121,56,48,50,57,47,33,2,14,5,0,46,22,10,14,2,0,38,24,8,0,40,28,0,5,8,2,0,0,48,28,15,0,55,8,6,0,24,49,13,0,72,4,8,14,2
0,_Los Angeles,_060373850055A,_3850055A,803,164,79,67,56,94,53,35,6,42,5,3,51,21,18,43,3,2,59,27,31,3,40,40,1,12,18,5,8,4,54,30,45,3,62,25,20,3,37,53,38,2,75,4,5,38,3
0,_Los Angeles,_060373850057A,_3850057A,798,157,64,72,72,71,37,51,14,21,4,4,48,22,26,21,2,2,59,34,7,3,34,52,4,9,9,1,1,3,58,35,20,4,73,10,7,2,56,40,16,2,77,10,12,18,4
0,_Los Angeles,_060373850058A,_3850058A,752,123,70,37,65,45,32,34,7,11,7,5,28,14,34,15,2,1,25,44,12,2,39,27,2,2,8,4,4,2,50,19,17,4,60,16,3,4,45,27,13,1,49,4,14,16,2
0,_Los Angeles,_060373850059A,_3850059A,724,93,49,37,51,37,30,33,5,8,2,1,40,15,14,10,1,1,33,30,7,0,31,31,1,0,6,2,1,0,56,13,9,0,46,6,5,0,44,25,8,0,56,7,7,10,1
0,_Los Angeles,_060373850060A,_3850060A,787,117,69,40,59,47,27,51,10,12,2,1,33,16,38,12,1,1,35,46,8,1,39,41,1,4,7,0,0,1,68,16,12,1,58,10,1,0,56,27,11,1,69,9,10,12,1
0,_Los Angeles,_060373850065A,_3850065A,858,190,53,117,42,132,36,40,7,54,7,8,52,27,8,62,0,5,49,23,40,7,38,32,1,30,21,0,7,5,44,31,40,8,67,35,12,7,38,42,49,5,73,7,5,54,8
0,_Los Angeles,_060373850067A,_3850067A,783,178,53,115,46,123,34,42,4,67,7,3,51,27,2,59,3,3,47,21,46,3,34,30,1,22,24,4,15,4,56,24,57,4,62,40,17,4,45,36,50,3,68,7,8,62,3
0,_Los Angeles,_060373850070A,_3850070A,795,227,107,94,77,135,70,47,9,58,8,6,74,29,18,61,3,6,76,31,32,5,47,57,2,15,28,3,7,4,78,38,47,5,106,29,20,5,49,69,40,3,108,6,12,54,5
0,_Los Angeles,_060373850071A,_3850071A,933,227,125,87,117,100,69,63,10,29,4,5,88,27,19,27,3,3,71,47,20,7,47,67,0,13,10,2,5,7,86,38,26,7,92,20,8,7,47,83,24,4,131,8,3,30,6
0,_Los Angeles,_060373850072A,_3850072A,642,125,71,37,63,47,30,33,5,17,3,1,35,17,12,14,0,0,31,24,12,1,33,25,1,6,5,1,5,0,47,16,16,1,50,11,5,0,25,40,15,0,57,7,6,16,1
0,_Los Angeles,_060373850075A,_3850075A,741,171,66,90,37,123,31,43,7,58,5,0,46,25,12,55,6,0,44,26,32,1,37,34,2,13,37,2,4,1,52,24,50,1,64,21,30,1,32,48,45,1,76,3,2,52,2
0,_Los Angeles,_060373850076A,_3850076A,750,140,75,43,76,47,40,51,3,13,0,2,49,24,17,13,3,1,60,25,8,2,38,44,1,5,6,0,3,2,72,23,11,2,76,10,7,3,46,48,16,0,85,12,0,12,3
0,_Los Angeles,_060373850080A,_3850080A,435,121,49,62,30,82,27,29,5,42,2,2,37,17,7,40,2,2,23,28,22,2,23,28,2,21,16,3,2,1,36,20,38,2,51,20,19,2,31,31,30,1,48,6,8,42,1
0,_Los Angeles,_060373850081A,_3850081A,506,133,62,60,46,79,27,25,5,38,3,3,35,11,8,36,2,4,26,20,31,4,24,20,3,11,13,2,8,2,32,19,32,3,44,22,11,2,21,30,32,3,49,2,2,38,4
0,_Los Angeles,_060373850081B,_3850081B,261,79,32,41,17,58,22,12,3,26,1,1,24,7,4,25,0,1,22,11,19,1,9,22,2,13,8,1,3,0,21,14,23,1,28,10,15,2,15,21,23,0,31,1,5,24,2
0,_Los Angeles,_060373850082A,_3850082A,772,166,65,85,62,90,43,44,3,41,4,3,45,33,10,41,2,2,49,21,27,2,32,41,0,13,17,3,5,3,57,27,28,2,73,18,14,2,31,56,35,2,82,2,9,37,2
0,_Los Angeles,_060373850084A,_3850084A,640,167,82,70,58,97,51,44,6,37,4,0,57,28,16,36,4,0,66,28,22,0,39,55,2,4,17,2,5,0,61,33,27,0,80,16,13,0,35,67,25,0,81,10,9,32,0
0,_Los Angeles,_060373850085A,_3850085A,397,100,45,44,38,54,24,20,4,27,4,3,27,16,6,26,1,2,30,13,21,3,22,20,1,14,9,1,3,2,34,12,27,4,34,14,13,3,15,35,27,2,40,3,8,30,3
0,_Los Angeles,_060373850085B,_3850085B,464,144,74,61,55,82,44,46,4,22,7,3,46,24,17,24,2,3,49,25,19,4,30,39,4,13,8,1,1,3,60,25,26,3,72,16,11,3,31,56,23,3,74,6,8,27,4
0,_Los Angeles,_060373850088A,_3850088A,1011,235,124,93,97,121,78,63,10,32,3,5,79,50,18,26,3,5,93,39,20,5,53,76,0,13,11,3,3,5,98,41,24,4,119,17,8,5,53,89,22,2,132,4,12,21,5
0,_Los Angeles,_060373850089D,_3850089D,361,57,35,17,32,21,8,20,6,10,2,1,11,7,13,7,2,1,14,18,9,1,19,11,1,1,7,1,0,1,24,8,11,1,27,2,6,1,12,17,10,1,30,3,3,12,1
0,_Los Angeles,_060373850091A,_3850091A,721,66,36,19,34,21,18,17,3,6,5,1,15,11,9,10,1,0,22,14,10,2,19,16,0,3,2,0,5,0,25,13,9,1,28,9,1,1,23,11,9,0,26,7,5,10,0
0,_Los Angeles,_060373850091C,_3850091C,804,82,53,13,52,17,26,27,7,6,0,3,21,20,18,5,1,3,36,14,5,3,18,33,1,3,0,1,1,3,36,15,6,3,39,4,3,3,13,39,6,1,43,7,4,7,3
0,_Los Angeles,_060373850092A,_3850092A,764,180,97,62,99,62,81,62,12,5,0,1,78,29,38,4,0,1,110,31,2,1,46,92,0,2,2,0,0,1,107,32,4,1,103,2,1,2,64,72,4,0,134,12,5,4,2
0,_Los Angeles,_060373850093A,_3850093A,560,104,42,53,33,66,33,15,2,28,3,0,33,12,3,23,2,1,28,12,21,1,20,22,1,10,12,0,3,1,32,15,22,1,35,19,8,1,14,33,21,1,45,1,1,28,1
0,_Los Angeles,_060373850097A,_3850097A,773,139,77,34,67,48,34,59,8,8,5,1,57,20,25,11,1,0,47,36,7,1,54,29,0,4,6,0,2,0,52,36,12,0,61,9,4,0,42,48,9,0,80,5,10,13,1
0,_Los Angeles,_060373850099A,_3850099A,804,170,94,50,95,55,62,53,6,17,2,4,55,21,38,15,4,2,69,39,9,3,35,75,0,3,12,0,3,4,88,26,17,2,91,5,11,3,69,45,17,2,105,5,6,16,5
0,_Los Angeles,_060373850100A,_3850100A,589,122,71,33,65,43,52,34,6,7,3,2,47,15,29,8,0,2,58,26,5,3,25,57,0,2,8,0,1,3,68,19,9,4,73,5,5,2,44,44,8,2,73,10,7,9,3
0,_Los Angeles,_060373850101A,_3850101A,805,190,103,50,95,66,56,46,11,19,14,6,64,16,25,29,5,4,44,51,19,5,44,44,4,6,18,3,3,4,74,27,29,6,71,14,16,4,57,46,27,2,95,5,14,33,4
0,_Los Angeles,_060373850102A,_3850102A,605,95,47,37,47,37,25,34,9,7,3,2,28,14,21,8,0,1,20,34,6,2,34,23,2,2,4,1,0,1,41,15,8,3,46,5,4,3,39,21,8,1,51,7,8,8,3
0,_Los Angeles,_060373850103A,_3850103A,729,166,88,44,76,61,37,55,4,18,3,4,51,14,35,22,0,4,39,43,14,4,38,45,1,14,5,1,0,4,68,25,15,4,67,12,7,4,58,39,18,1,84,6,5,21,4
0,_Los Angeles,_060373850108A,_3850108A,443,70,33,29,19,43,22,11,4,19,3,0,18,8,8,20,1,0,23,9,14,0,17,14,2,8,6,2,2,0,23,9,18,0,25,10,8,0,10,22,18,0,27,3,4,20,0
0,_Los Angeles,_060373850110A,_3850110A,653,111,63,38,53,49,36,26,5,19,3,0,38,13,12,20,2,0,40,19,17,0,26,34,0,4,5,2,9,0,40,25,19,0,47,14,6,0,35,31,17,0,60,3,5,20,0
0,_Los Angeles,_060373850113A,_3850113A,249,24,13,7,14,8,3,14,1,0,0,0,5,3,7,0,0,1,9,4,0,1,4,7,0,0,0,0,0,1,10,4,1,1,12,1,0,0,8,6,1,0,13,0,4,1,1
0,_Los Angeles,_060373850113B,_3850113B,620,89,53,11,48,16,23,37,4,5,4,1,23,15,23,3,2,2,28,29,5,1,28,29,1,2,2,1,3,2,44,15,7,2,33,4,3,2,22,34,6,0,50,4,5,7,2
0,_Los Angeles,_060373850116A,_3850116A,250,48,18,28,14,32,16,8,0,14,2,1,14,7,3,14,1,1,9,9,7,1,9,9,0,4,7,0,3,1,16,6,15,0,19,7,6,1,8,16,14,1,20,2,2,14,1
0,_Los Angeles,_060373850116B,_3850116B,768,144,72,61,49,84,30,35,5,46,5,1,43,15,11,42,4,1,38,21,34,1,21,42,2,14,19,3,7,1,43,20,41,1,46,30,14,1,20,46,43,0,54,3,11,42,1
0,_Los Angeles,_060373850117A,_3850117A,806,108,58,30,48,42,30,38,6,11,6,3,32,15,21,12,3,2,41,19,10,2,15,43,0,8,7,2,0,2,40,21,13,2,49,12,2,2,28,32,12,2,62,2,5,16,2
0,_Los Angeles,_060373850118A,_3850118A,690,90,54,21,50,24,14,40,10,4,8,0,23,13,24,8,4,1,29,30,8,1,32,24,1,6,3,0,1,1,43,14,11,1,43,3,7,0,34,25,12,0,45,5,11,10,1
0,_Los Angeles,_060373850120A,_3850120A,894,182,110,56,78,91,61,48,11,16,3,4,61,29,26,21,1,2,55,45,12,2,46,61,0,6,10,3,1,3,81,26,15,2,83,15,6,3,52,60,16,1,101,10,6,19,2
0,_Los Angeles,_060373850121A,_3850121A,336,26,19,5,17,7,7,10,2,3,2,1,12,2,5,4,1,2,7,9,5,2,10,9,0,1,2,1,1,2,13,6,5,2,15,1,4,2,9,10,5,1,14,2,1,5,2
0,_Los Angeles,_060373850122A,_3850122A,667,78,47,23,43,29,17,26,2,8,6,3,22,16,7,12,2,3,26,18,9,3,18,26,1,6,3,1,4,3,32,15,12,3,40,6,6,3,15,32,12,3,43,3,3,13,3
0,_Los Angeles,_060373850123A,_3850123A,329,36,20,6,23,7,7,16,3,2,0,0,8,6,12,2,0,0,9,17,0,0,14,13,0,0,1,0,0,0,23,4,1,0,18,1,0,0,19,6,1,0,25,0,1,0,0
0,_Los Angeles,_060373850124A,_3850124A,724,162,94,27,77,48,63,40,11,7,7,1,55,14,40,9,1,1,62,34,10,0,29,69,2,2,7,2,1,1,86,15,8,0,80,4,8,1,60,45,10,0,89,4,7,7,0
0,_Los Angeles,_060373850128A,_3850128A,453,106,63,33,45,53,22,29,11,12,3,5,25,11,22,16,1,5,22,31,9,4,25,29,1,8,4,3,0,5,47,11,15,4,47,8,4,5,35,24,10,4,52,4,5,18,3
0,_Los Angeles,_060373850133A,_3850133A,704,73,37,21,32,30,22,25,4,7,5,0,15,15,16,12,0,0,22,21,9,0,20,20,0,3,8,0,1,1,33,11,8,0,32,6,4,0,19,27,10,0,39,4,5,11,1
0,_Los Angeles,_060373850134A,_3850134A,693,60,39,10,37,12,28,12,1,0,1,1,17,7,21,0,0,1,25,18,0,1,13,28,0,0,0,0,0,1,33,11,0,1,35,0,0,1,26,15,0,1,31,3,6,0,1
0,_Los Angeles,_060373850135A,_3850135A,714,133,75,50,54,72,42,40,8,17,10,3,44,30,13,19,6,3,46,27,12,5,37,34,1,11,6,0,6,4,54,27,17,4,63,12,10,2,34,48,15,1,73,4,14,21,4
0,_Los Angeles,_060373850137A,_3850137A,672,91,58,18,50,28,22,33,4,12,2,2,23,12,24,9,3,2,35,21,8,2,23,33,2,3,7,2,1,2,47,16,15,1,46,8,6,3,25,30,12,1,47,7,5,15,1
0,_Los Angeles,_060373850138A,_3850138A,515,52,35,11,30,18,14,14,6,3,3,1,19,7,6,2,3,1,20,7,1,1,7,20,0,1,0,3,1,0,21,7,5,0,23,2,3,0,16,13,3,0,23,3,3,5,0
0,_Los Angeles,_060373850138C,_3850138C,567,103,52,20,43,40,22,36,5,1,2,3,32,17,13,4,0,3,36,15,2,3,30,18,1,0,0,1,0,3,29,26,2,2,42,3,1,3,20,42,2,0,57,5,1,1,2
0,_Los Angeles,_060373850145A,_3850145A,566,58,38,6,35,12,24,10,8,6,3,1,15,3,24,6,1,1,19,16,5,1,19,16,0,1,5,0,2,1,33,9,9,1,36,5,4,1,23,15,7,0,35,2,1,8,1
0,_Los Angeles,_060373850147B,_3850147B,678,174,63,90,58,96,32,40,6,54,7,3,49,14,12,55,1,3,42,23,41,4,21,42,3,20,17,3,12,4,54,15,48,4,56,26,18,4,37,31,45,4,65,3,7,53,4
0,_Los Angeles,_060373850149A,_3850149A,777,175,99,52,91,66,49,50,7,13,3,10,50,26,27,12,0,8,47,43,8,9,34,53,0,7,5,1,2,9,78,22,13,9,81,7,4,9,40,59,11,6,97,3,5,14,6
0,_Los Angeles,_060373850151A,_3850151A,393,59,37,13,27,22,17,19,4,7,3,0,13,4,16,8,1,1,21,14,5,0,12,18,1,1,3,1,4,1,27,6,8,0,26,3,5,0,20,13,8,0,33,3,0,9,0
0,_Los Angeles,_060373850152A,_3850152A,745,116,59,47,55,51,47,28,4,16,2,6,41,16,16,16,1,4,40,26,13,5,38,31,1,7,4,1,3,5,49,23,11,5,58,10,6,5,30,43,13,5,70,1,8,17,5
0,_Los Angeles,_060373850153B,_3850153B,623,178,82,73,59,101,57,25,7,51,6,4,62,21,6,52,2,4,52,16,34,4,32,38,1,16,21,0,9,5,60,24,36,4,58,30,16,3,19,66,42,3,75,5,11,43,4
0,_Los Angeles,_060373850154B,_3850154B,328,39,26,9,24,12,11,9,4,4,0,3,8,5,7,3,1,1,9,9,3,2,9,7,0,0,1,0,3,2,16,5,4,2,11,1,3,3,11,11,3,2,22,2,1,4,2
0,_Los Angeles,_060373850157A,_3850157A,626,77,44,25,40,29,23,20,5,8,3,2,21,18,7,10,0,2,26,15,7,4,23,18,0,2,6,1,2,2,31,14,10,5,38,4,8,3,20,27,8,1,43,1,3,11,5
0,_Los Angeles,_060373850157B,_3850157B,969,166,94,47,80,59,54,38,9,16,3,7,56,24,16,15,1,5,54,36,14,8,36,55,1,3,7,2,3,8,67,24,13,8,73,6,5,7,43,54,14,7,90,7,5,14,7
0,_Los Angeles,_060373850158B,_3850158B,545,75,46,23,44,25,23,18,7,7,2,3,26,13,10,8,1,1,22,21,9,3,24,17,2,1,4,0,2,2,37,11,11,3,37,10,1,1,21,26,10,2,46,2,4,10,3
0,_Los Angeles,_060373850159A,_3850159A,641,52,31,15,30,18,21,16,4,5,0,2,13,19,10,4,0,0,16,22,4,1,19,19,0,1,3,1,0,2,28,10,5,1,33,4,1,1,22,16,5,1,31,3,5,5,1
0,_Los Angeles,_060373850159C,_3850159C,778,86,60,16,48,34,30,32,9,10,1,1,27,18,23,9,0,0,36,31,6,0,39,22,0,3,2,0,4,1,44,19,9,1,46,7,2,0,38,28,8,0,57,6,7,9,1
0,_Los Angeles,_060373850163A,_3850163A,463,68,36,23,29,35,20,16,4,7,6,1,18,10,12,13,1,1,16,15,8,0,16,15,0,6,7,0,0,0,27,7,12,0,29,7,7,1,18,22,11,0,33,4,5,11,0
0,_Los Angeles,_060373850164A,_3850164A,730,106,53,31,58,35,25,27,12,13,6,2,20,19,22,15,2,1,30,26,15,2,26,27,2,1,11,1,2,1,44,15,15,3,37,12,5,1,30,31,15,0,53,4,8,17,2
0,_Los Angeles,_060373850166A,_3850166A,1013,177,98,62,81,79,41,48,8,19,6,7,40,26,33,21,5,5,50,33,17,5,46,39,1,11,11,0,0,4,57,27,24,6,72,7,14,2,47,51,19,1,70,17,10,20,7
0,_Los Angeles,_060373850166B,_3850166B,741,98,59,27,46,40,23,37,11,6,3,3,25,17,27,6,2,2,33,35,3,1,31,34,2,4,3,0,1,2,41,25,9,1,52,8,2,1,39,29,4,0,51,5,13,8,3
