IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20101102_GEN_REGVOTED_ALL,USA_CA_20101102_GEN_REGVOTED_AFF_DEM,USA_CA_20101102_GEN_REGVOTED_AFF_REP,USA_CA_20101104_GEN_REGVOTED_AFF_OTH,USA_CA_20101104_GEN_REGVOTED_AFF_DCL,USA_CA_20101104_GEN_REGVOTED_SEX_MALE,USA_CA_20101104_GEN_REGVOTED_SEX_FEMALE,USA_CA_20101104_GEN_REGVOTED_NAT_HISP,USA_CA_20101104_GEN_REGVOTED_NAT_JEW,USA_CA_20101104_GEN_REGVOTED_NAT_ASI,USA_CA_20101104_GEN_REGVOTED_NAT_OTH,USA_CA_20101104_GEN_REGVOTED_AGE_1824,USA_CA_20101104_GEN_REGVOTED_AGE_2534,USA_CA_20101104_GEN_REGVOTED_AGE_3544,USA_CA_20101104_GEN_REGVOTED_AGE_4554,USA_CA_20101104_GEN_REGVOTED_AGE_5564,USA_CA_20101104_GEN_REGVOTED_AGE_65PL,USA_CA_20101104_GEN_REGVOTED_REG_CYC1_G08,USA_CA_20101104_GEN_REGVOTED_REG_CYC2_G06,USA_CA_20101104_GEN_REGVOTED_REG_CYC3_G04,USA_CA_20101104_GEN_REGVOTED_REG_CYC4_G02,USA_CA_20101104_GEN_REGVOTED_REG_CYC5_G00,USA_CA_20101104_GEN_REGVOTED_REG_CYC6_G98,USA_CA_20101104_GEN_REGVOTED_REG_CYC7_G96,USA_CA_20101104_GEN_REGVOTED_REG_CYC8_G94,USA_CA_20101104_GEN_REGVOTED_REG_CYCN_NON
0,_Los Angeles,_060371770015C,_1770015C,16,0,6,7,3,8,8,0,1,0,15,1,1,3,4,5,2,6,6,0,1,0,0,0,2,1
0,_Los Angeles,_060371770016A,_1770016A,234,77,123,11,23,120,114,43,10,5,176,15,12,29,66,52,60,29,28,18,23,13,12,12,19,80
0,_Los Angeles,_060371780001A,_1780001A,670,146,320,23,181,361,309,58,17,295,300,48,65,47,119,218,173,49,70,53,95,49,49,29,36,240
0,_Los Angeles,_060371780002A,_1780002A,498,238,184,9,67,241,257,152,7,38,301,37,57,75,106,87,136,57,63,45,55,27,30,31,25,165
0,_Los Angeles,_060371780003A,_1780003A,359,122,142,13,82,206,153,67,4,160,128,40,32,29,75,132,51,32,45,20,29,22,37,14,15,145
0,_Los Angeles,_060371780003C,_1780003C,506,160,191,7,148,297,209,50,16,206,234,39,43,49,124,177,74,43,62,33,53,40,50,22,23,180
0,_Los Angeles,_060371780007A,_1780007A,413,135,162,17,99,226,187,61,5,137,210,30,24,31,110,135,83,40,47,36,42,18,33,16,31,150
0,_Los Angeles,_060371780019B,_1780019B,478,169,197,13,99,243,235,76,22,81,299,22,55,67,112,109,113,51,69,26,64,31,43,21,15,158
0,_Los Angeles,_060371780020A,_1780020A,613,221,254,14,124,312,301,110,16,150,337,32,57,52,144,178,150,38,64,50,69,40,48,25,38,241
0,_Los Angeles,_060371780041A,_1780041A,414,130,169,20,95,199,215,57,13,99,245,21,38,61,79,77,138,48,72,36,50,18,29,13,16,132
0,_Los Angeles,_060371780041C,_1780041C,583,212,243,20,108,296,287,102,12,127,342,39,46,70,132,166,130,30,67,29,79,35,43,29,39,232
0,_Los Angeles,_060371780043A,_1780043A,546,188,217,14,127,279,267,72,15,153,306,34,46,56,125,151,134,38,74,32,66,28,45,22,25,216
0,_Los Angeles,_060371780043G,_1780043G,543,213,219,13,98,290,253,85,17,141,300,32,38,53,129,154,137,67,45,32,59,37,45,17,37,204
0,_Los Angeles,_060371780063B,_1780063B,506,203,207,20,76,255,251,133,20,31,322,42,47,73,98,102,143,39,68,23,47,25,57,22,27,198
0,_Los Angeles,_060371780065A,_1780065A,634,248,253,28,105,297,337,124,15,83,412,23,51,86,112,137,225,58,93,43,74,21,57,31,34,223
0,_Los Angeles,_060371780066A,_1780066A,564,244,203,28,89,288,276,125,12,96,331,48,41,91,148,130,106,57,63,48,59,33,30,20,48,206
0,_Los Angeles,_060371780067A,_1780067A,440,160,198,12,70,239,201,112,9,87,232,25,29,64,112,106,104,34,69,17,40,16,35,18,41,170
0,_Los Angeles,_060371780068A,_1780068A,207,57,85,7,58,102,105,46,0,84,77,19,14,23,75,46,30,21,19,15,25,24,18,13,17,55
0,_Los Angeles,_060371780069A,_1780069A,448,165,159,13,111,230,218,82,10,105,251,31,43,81,91,124,78,45,95,26,74,21,40,19,19,109
0,_Los Angeles,_060371780070A,_1780070A,579,256,211,24,88,282,297,114,13,58,394,21,61,89,109,140,159,44,63,47,72,37,41,23,26,226
0,_Los Angeles,_060371780071C,_1780071C,277,127,94,10,46,149,128,72,8,32,165,11,41,40,63,70,52,35,52,21,38,15,23,9,17,67
0,_Los Angeles,_060371780072A,_1780072A,472,213,161,28,70,239,233,147,17,52,256,36,45,85,96,118,92,62,64,34,63,14,27,29,28,151
0,_Los Angeles,_060371780073A,_1780073A,487,211,192,16,68,250,237,160,22,34,271,30,49,80,102,111,115,40,61,36,70,25,31,14,36,174
0,_Los Angeles,_060371780075A,_1780075A,394,173,128,20,73,190,204,120,13,73,188,29,39,52,90,106,78,57,82,33,47,20,30,19,25,81
0,_Los Angeles,_060371780076A,_1780076A,372,118,160,9,85,206,166,46,13,110,203,29,38,43,79,110,73,42,46,33,35,23,25,14,26,128
0,_Los Angeles,_060371780076G,_1780076G,558,196,233,22,107,279,279,135,12,75,336,45,46,80,150,109,128,49,76,41,64,35,52,25,29,187
0,_Los Angeles,_060371780077A,_1780077A,290,116,108,8,58,158,132,65,4,100,121,22,27,41,80,61,59,29,39,19,30,16,31,13,19,94
0,_Los Angeles,_060371780079A,_1780079A,188,65,71,3,49,107,81,22,2,72,92,14,27,17,40,44,46,35,32,12,26,10,8,3,11,51
0,_Los Angeles,_060371780081A,_1780081A,472,174,191,24,83,235,237,113,19,52,288,32,42,81,111,124,82,39,77,41,68,28,40,22,20,137
0,_Los Angeles,_060371780085A,_1780085A,456,173,167,17,99,238,218,97,6,118,235,26,45,59,111,141,74,32,74,27,70,39,29,15,21,149
0,_Los Angeles,_060371780087A,_1780087A,301,138,98,10,55,144,157,90,5,41,165,26,19,36,49,68,103,29,39,24,29,16,31,14,14,105
0,_Los Angeles,_060371780091A,_1780091A,565,196,213,13,143,306,259,114,7,222,222,29,46,75,134,143,138,40,65,46,75,54,58,23,30,174
0,_Los Angeles,_060371780091E,_1780091E,515,198,203,13,101,268,247,138,16,138,223,32,60,47,100,156,120,46,65,31,61,31,38,15,25,203
0,_Los Angeles,_060371780092A,_1780092A,360,124,139,16,81,191,169,43,8,158,151,22,27,33,93,119,66,26,40,26,37,26,25,19,13,148
0,_Los Angeles,_060371780094A,_1780094A,547,177,213,12,145,306,241,109,15,211,212,58,49,68,171,139,62,59,74,47,72,38,49,38,31,139
0,_Los Angeles,_060371800020B,_1800020B,444,294,86,14,50,188,256,52,9,8,375,19,27,51,110,107,130,49,77,50,51,27,37,22,26,105
0,_Los Angeles,_060371800021A,_1800021A,430,267,86,19,58,174,256,60,20,7,343,12,27,48,78,104,161,46,70,39,61,16,35,25,24,114
0,_Los Angeles,_060371850001A,_1850001A,365,214,97,7,47,165,200,205,4,19,137,35,55,51,83,60,81,46,63,20,49,20,37,23,23,84
0,_Los Angeles,_060371850002A,_1850002A,404,229,98,11,66,201,203,202,8,17,177,45,80,63,82,75,59,85,93,34,43,20,18,15,16,80
0,_Los Angeles,_060371850004A,_1850004A,465,243,137,24,61,222,243,215,9,21,220,47,59,68,107,73,111,60,91,33,45,26,32,17,27,134
0,_Los Angeles,_060371850006A,_1850006A,326,192,85,6,43,144,182,144,11,24,147,23,59,59,68,68,49,64,67,28,32,9,27,17,19,63
0,_Los Angeles,_060371850010A,_1850010A,428,261,102,13,52,187,241,214,5,13,196,37,53,67,96,81,94,52,80,28,48,24,35,25,21,115
0,_Los Angeles,_060371850011A,_1850011A,211,108,64,6,33,94,117,121,4,5,81,26,39,26,41,39,40,30,49,18,29,15,16,7,18,29
0,_Los Angeles,_060371850012A,_1850012A,287,182,69,6,30,141,146,190,1,12,84,32,41,48,55,52,59,48,45,17,30,20,33,18,26,50
0,_Los Angeles,_060371850013A,_1850013A,408,261,90,12,45,202,206,273,3,10,122,42,62,68,87,75,74,62,79,25,37,29,33,31,17,95
0,_Los Angeles,_060371850015A,_1850015A,479,287,106,15,71,228,251,271,11,24,173,51,67,85,97,91,88,71,87,38,47,37,34,17,33,115
0,_Los Angeles,_060371850016A,_1850016A,537,257,208,14,58,251,286,228,19,24,266,39,55,95,109,103,136,55,62,36,51,39,48,21,42,183
0,_Los Angeles,_060371850017A,_1850017A,441,258,107,21,55,202,239,247,7,9,178,35,62,93,81,88,81,68,86,38,45,29,42,19,28,86
0,_Los Angeles,_060371850019A,_1850019A,352,178,116,9,49,167,185,169,9,20,154,33,44,67,51,78,79,50,69,19,35,15,27,13,20,104
0,_Los Angeles,_060371850020A,_1850020A,140,72,48,6,14,64,76,56,3,13,68,17,11,17,27,38,30,24,28,15,9,11,9,8,6,30
0,_Los Angeles,_060371850020B,_1850020B,234,151,49,5,29,107,127,126,3,7,98,18,38,38,54,41,45,37,58,20,35,5,21,9,4,45
0,_Los Angeles,_060371850023A,_1850023A,350,182,115,10,43,171,179,179,7,6,158,29,44,53,75,64,85,48,68,23,26,18,34,17,26,90
0,_Los Angeles,_060371850024A,_1850024A,408,243,111,10,44,198,210,199,4,19,186,23,40,80,73,84,108,63,58,34,43,32,40,16,17,105
0,_Los Angeles,_060371850025A,_1850025A,434,225,149,12,48,198,236,174,5,41,214,27,59,54,73,102,119,50,77,26,44,31,32,25,21,128
0,_Los Angeles,_060371850027A,_1850027A,429,234,102,10,83,203,226,269,5,14,141,43,55,96,86,52,97,55,82,32,43,37,28,30,19,103
0,_Los Angeles,_060371850028A,_1850028A,443,260,108,13,62,219,224,262,7,25,149,45,69,97,82,78,72,63,90,37,66,32,29,25,27,74
0,_Los Angeles,_060371850029A,_1850029A,398,190,145,10,53,196,202,177,10,22,189,17,45,69,95,70,102,35,58,23,41,23,34,23,23,138
0,_Los Angeles,_060371850030A,_1850030A,501,246,153,18,84,246,255,239,13,24,225,41,55,92,111,80,122,57,90,32,56,24,30,30,38,144
0,_Los Angeles,_060371850031A,_1850031A,492,274,139,13,66,223,269,256,14,26,196,44,64,90,97,88,107,72,85,32,59,26,41,23,32,122
0,_Los Angeles,_060371850032A,_1850032A,378,218,97,6,57,184,194,208,9,8,153,34,55,67,70,70,82,58,65,28,26,18,37,14,26,106
0,_Los Angeles,_060371850033A,_1850033A,470,233,148,15,74,215,255,242,3,22,203,43,64,80,105,88,90,57,93,29,58,28,41,20,25,119
0,_Los Angeles,_060371850034A,_1850034A,284,166,65,12,41,126,158,167,2,4,111,28,53,45,58,46,53,59,51,23,29,15,18,16,10,63
0,_Los Angeles,_060371850038A,_1850038A,464,221,162,18,63,181,283,207,11,22,224,26,63,78,87,111,99,62,83,42,45,24,38,16,35,119
0,_Los Angeles,_060371850040A,_1850040A,344,189,108,10,37,164,180,164,12,21,147,33,38,67,69,58,79,37,60,20,44,22,23,21,32,85
0,_Los Angeles,_060371850041A,_1850041A,469,231,149,12,77,224,245,241,17,17,194,44,75,62,75,87,126,57,92,30,54,27,32,28,20,129
0,_Los Angeles,_060371850043A,_1850043A,464,229,175,14,46,206,258,226,21,28,189,35,58,83,96,76,116,56,61,28,51,22,51,26,30,139
0,_Los Angeles,_060371850045A,_1850045A,303,148,107,7,41,130,173,129,8,9,157,18,37,64,44,59,81,23,44,10,23,27,36,13,19,108
0,_Los Angeles,_060371850046A,_1850046A,285,152,76,10,47,132,153,150,5,8,122,17,38,48,60,56,66,44,50,16,39,15,17,12,25,67
0,_Los Angeles,_060371850047A,_1850047A,469,219,180,14,56,222,247,191,14,26,238,39,46,69,75,96,144,55,48,29,59,22,32,25,21,178
0,_Los Angeles,_060371850050A,_1850050A,419,244,111,10,54,196,223,203,10,22,184,36,56,78,82,72,95,59,80,27,48,19,43,17,30,96
0,_Los Angeles,_060371850051A,_1850051A,406,174,161,8,63,194,212,161,12,22,211,30,52,62,89,86,87,51,64,19,45,28,36,27,19,117
0,_Los Angeles,_060371850051E,_1850051E,574,256,233,20,65,264,310,234,13,29,298,44,53,88,102,105,182,59,98,30,53,25,39,28,34,208
0,_Los Angeles,_060371850055A,_1850055A,445,169,213,15,48,212,233,165,5,14,261,38,47,69,96,80,115,69,49,27,47,22,29,20,26,156
0,_Los Angeles,_060371850056A,_1850056A,370,178,112,13,67,167,203,215,3,18,134,34,50,68,67,74,77,64,95,21,59,29,32,14,20,36
0,_Los Angeles,_060371850057A,_1850057A,189,97,57,9,26,87,102,109,1,4,75,23,39,31,42,24,30,23,57,16,26,11,15,11,11,19
0,_Los Angeles,_060371850058A,_1850058A,351,210,78,17,46,172,179,224,8,13,106,30,53,68,85,68,47,74,95,28,40,18,23,15,19,39
0,_Los Angeles,_060371850062A,_1850062A,506,227,195,12,72,235,271,201,13,20,272,44,76,67,96,92,131,44,73,27,45,33,38,29,37,180
0,_Los Angeles,_060371850063A,_1850063A,326,176,100,14,36,159,167,198,2,13,113,37,54,56,79,50,50,53,74,25,46,14,26,14,18,56
0,_Los Angeles,_060371850064A,_1850064A,348,217,80,6,45,154,194,226,2,20,100,24,46,72,68,65,73,56,58,28,42,13,34,17,22,78
0,_Los Angeles,_060371850064B,_1850064B,461,238,160,16,47,213,248,203,9,17,232,28,56,85,81,85,125,54,73,30,46,32,34,22,21,149
0,_Los Angeles,_060371850065A,_1850065A,476,268,110,19,79,240,236,303,5,15,153,40,60,81,102,79,114,50,70,34,52,28,34,26,32,150
0,_Los Angeles,_060371850067A,_1850067A,461,203,189,8,61,233,228,228,10,23,200,27,41,73,105,95,120,52,49,25,54,29,32,31,50,139
0,_Los Angeles,_060371850071A,_1850071A,496,199,212,16,69,239,257,220,23,27,226,50,50,76,111,86,123,54,76,28,53,20,36,24,38,167
0,_Los Angeles,_060371850072A,_1850072A,580,255,240,12,73,280,300,264,6,30,280,43,59,97,116,114,150,61,97,37,60,27,43,20,40,195
0,_Los Angeles,_060371850073A,_1850073A,471,176,221,11,63,223,248,218,20,28,205,29,50,74,97,72,149,47,63,30,43,30,38,16,22,182
0,_Los Angeles,_060371850074A,_1850074A,368,209,101,11,47,170,198,196,9,18,145,26,42,73,67,75,85,49,61,25,38,13,26,12,28,116
0,_Los Angeles,_060371850076A,_1850076A,580,262,215,19,84,277,303,276,7,26,271,49,69,91,105,97,169,61,74,35,62,39,49,17,37,206
0,_Los Angeles,_060371850079A,_1850079A,575,238,261,16,60,273,302,240,21,29,285,53,56,85,134,107,140,72,81,36,62,32,55,27,39,171
0,_Los Angeles,_060371850080A,_1850080A,485,203,198,17,67,224,261,194,2,26,263,38,47,65,102,99,134,57,74,34,48,23,47,29,27,146
0,_Los Angeles,_060371850081A,_1850081A,458,217,164,18,59,208,250,190,11,28,229,35,55,68,88,92,120,48,73,31,50,38,41,15,27,135
0,_Los Angeles,_060371850082A,_1850082A,394,188,140,17,49,168,226,200,9,14,171,16,41,49,50,73,165,61,77,41,43,24,33,20,22,73
0,_Los Angeles,_060371850083A,_1850083A,457,200,173,17,67,212,245,217,9,21,210,37,50,91,98,68,113,72,77,37,39,17,31,20,37,127
0,_Los Angeles,_060371850089A,_1850089A,300,155,95,9,41,143,157,151,4,14,131,20,39,51,60,56,74,51,61,25,29,16,20,11,19,68
0,_Los Angeles,_060371850094A,_1850094A,411,184,140,19,68,208,203,181,8,20,202,40,43,70,94,72,92,46,58,20,55,28,32,28,21,123
0,_Los Angeles,_060371850102B,_1850102B,451,208,177,9,57,206,245,193,4,25,229,39,47,73,108,75,109,46,74,30,48,24,38,28,29,134
0,_Los Angeles,_060371850150A,_1850150A,316,188,69,8,51,155,161,200,4,11,101,29,49,73,54,58,53,41,63,18,40,28,32,12,20,62
0,_Los Angeles,_060371900001A,_1900001A,494,335,70,14,75,222,272,314,4,15,161,58,84,83,109,85,75,59,95,44,58,36,53,33,30,86
0,_Los Angeles,_060371900002A,_1900002A,570,305,149,19,97,244,326,158,10,35,367,33,51,70,93,124,199,78,112,44,59,40,51,33,26,127
0,_Los Angeles,_060371900005A,_1900005A,415,200,121,21,73,160,255,151,12,27,225,28,46,57,70,93,121,54,72,45,64,27,48,15,15,75
0,_Los Angeles,_060371900006A,_1900006A,517,281,148,10,78,218,299,184,11,32,290,29,46,58,103,72,209,58,95,49,49,40,51,29,30,116
0,_Los Angeles,_060371900006C,_1900006C,353,153,133,21,46,157,196,78,17,26,232,17,36,57,78,70,95,26,50,20,48,24,36,11,26,112
0,_Los Angeles,_060371900007A,_1900007A,670,246,283,20,121,357,313,131,16,86,437,41,51,68,152,207,150,50,83,36,66,43,65,23,43,261
0,_Los Angeles,_060371900008B,_1900008B,216,115,60,9,32,99,117,88,1,7,120,18,19,27,33,56,63,35,38,19,23,9,15,26,6,45
0,_Los Angeles,_060371900009A,_1900009A,533,299,143,12,79,250,283,219,6,47,261,35,62,83,118,119,116,55,68,30,75,40,38,50,38,139
0,_Los Angeles,_060371900012A,_1900012A,534,216,210,16,92,266,268,114,22,50,348,29,45,91,123,112,134,52,58,39,57,44,33,27,30,194
0,_Los Angeles,_060371900012C,_1900012C,2,1,1,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
0,_Los Angeles,_060371900013A,_1900013A,362,142,154,18,48,176,186,86,9,10,257,20,34,57,84,78,89,39,66,21,40,25,20,13,15,123
0,_Los Angeles,_060371900013B,_1900013B,179,87,60,6,26,88,91,50,1,10,118,6,25,21,53,41,33,10,18,16,26,14,15,12,11,57
0,_Los Angeles,_060371900015A,_1900015A,422,261,79,14,68,170,252,214,6,22,180,21,58,77,91,78,97,57,74,33,53,25,41,22,34,83
0,_Los Angeles,_060371900021A,_1900021A,615,271,230,19,95,264,351,146,17,70,382,34,83,67,112,178,141,70,96,45,72,38,47,30,47,170
0,_Los Angeles,_060371900021G,_1900021G,34,13,17,2,2,12,22,5,4,5,20,1,2,3,10,2,16,3,3,4,4,4,0,3,2,11
0,_Los Angeles,_060371940001A,_1940001A,377,264,42,11,60,158,219,265,0,8,104,62,58,58,92,62,45,47,87,26,39,25,52,28,25,48
0,_Los Angeles,_060371940002A,_1940002A,485,247,142,15,81,219,266,193,6,42,244,30,51,84,108,115,97,39,94,33,45,26,38,30,31,149
0,_Los Angeles,_060371940002C,_1940002C,15,9,4,0,2,7,8,6,0,4,5,2,2,2,2,3,4,2,2,3,1,0,1,1,1,4
0,_Los Angeles,_060371940002D,_1940002D,7,4,1,1,1,5,2,5,0,0,2,1,1,2,1,1,1,3,3,0,0,0,0,0,0,1
0,_Los Angeles,_060371940004A,_1940004A,321,115,147,19,40,138,183,52,15,36,218,10,20,36,66,64,125,25,48,16,36,20,31,13,18,114
0,_Los Angeles,_060371940005A,_1940005A,521,221,171,18,111,266,255,124,13,97,287,20,51,111,99,121,119,50,88,51,68,44,34,16,24,146
0,_Los Angeles,_060371940008A,_1940008A,345,241,53,9,42,141,204,194,7,6,138,23,61,50,70,59,81,25,54,28,48,13,34,22,28,93
0,_Los Angeles,_060371940010A,_1940010A,635,234,282,20,99,301,334,115,20,95,405,27,56,94,109,159,190,48,89,44,62,34,54,29,31,244
0,_Los Angeles,_060371940011A,_1940011A,398,141,180,15,62,191,207,75,5,27,291,26,38,58,106,92,78,36,48,24,43,27,23,26,21,150
0,_Los Angeles,_060371940013A,_1940013A,458,186,192,20,60,240,218,110,8,84,256,33,33,58,80,118,136,56,62,38,44,26,36,18,19,159
0,_Los Angeles,_060371960001A,_1960001A,91,66,8,2,15,41,50,64,0,0,27,8,16,16,21,16,14,15,26,5,8,3,7,3,7,17
0,_Los Angeles,_060371960003A,_1960003A,328,259,19,10,40,130,198,171,0,7,150,40,50,44,69,61,64,43,72,29,34,19,26,14,19,72
0,_Los Angeles,_060371960007A,_1960007A,268,205,24,5,34,120,148,117,0,0,151,26,52,33,57,50,50,32,60,27,20,16,29,14,12,58
0,_Los Angeles,_060371960010A,_1960010A,227,185,9,6,27,108,119,68,1,2,156,21,26,34,50,38,58,19,48,24,30,7,11,10,14,64
0,_Los Angeles,_060371960011A,_1960011A,292,238,11,12,31,140,152,104,0,3,185,31,42,50,59,57,53,35,54,16,31,23,23,7,20,83
0,_Los Angeles,_060371960032A,_1960032A,398,313,26,17,42,185,213,214,1,10,173,40,70,57,86,73,72,53,81,33,35,29,42,19,30,76
0,_Los Angeles,_060371960035A,_1960035A,28,23,2,0,3,11,17,24,0,0,4,3,5,8,3,7,2,3,11,0,5,1,3,0,1,4
0,_Los Angeles,_060372000001A,_2000001A,238,193,14,6,25,111,127,220,0,4,14,37,42,29,41,36,53,35,50,21,16,19,19,16,18,44
0,_Los Angeles,_060372000001C,_2000001C,321,250,27,4,40,133,188,295,0,11,15,37,56,56,67,49,56,42,60,30,30,17,32,19,23,68
0,_Los Angeles,_060372000003A,_2000003A,408,322,25,14,47,170,238,369,2,5,32,55,81,46,57,65,104,51,79,31,46,21,40,27,36,77
0,_Los Angeles,_060372000003C,_2000003C,330,258,20,10,42,151,179,307,0,3,20,43,53,56,45,60,73,44,91,23,25,21,36,19,26,45
0,_Los Angeles,_060372000005A,_2000005A,356,292,20,6,38,161,195,326,0,2,28,48,64,64,70,36,74,53,71,27,41,19,35,24,36,50
0,_Los Angeles,_060372000007A,_2000007A,132,103,10,4,15,64,68,124,0,1,7,18,27,17,24,16,30,25,23,14,14,7,11,1,10,27
0,_Los Angeles,_060372000011A,_2000011A,393,303,38,9,43,179,214,356,1,6,30,48,69,54,66,67,89,41,85,37,37,26,29,31,27,80
0,_Los Angeles,_060372000013A,_2000013A,339,275,20,6,38,146,193,319,0,1,19,31,67,54,48,54,85,46,65,24,24,19,29,25,32,75
0,_Los Angeles,_060372000018A,_2000018A,413,322,37,6,48,174,239,386,0,10,17,45,63,62,74,65,104,54,67,36,38,23,45,19,37,94
0,_Los Angeles,_060372000018C,_2000018C,274,213,17,6,38,135,139,254,0,4,16,30,40,53,45,37,69,33,60,20,29,17,25,13,26,51
0,_Los Angeles,_060372000020A,_2000020A,17,14,0,0,3,10,7,14,0,1,2,4,2,4,3,2,2,4,4,2,1,0,1,1,3,1
0,_Los Angeles,_060372000022A,_2000022A,323,254,25,6,38,139,184,306,0,2,15,44,54,45,44,58,78,51,77,19,30,16,34,13,24,59
0,_Los Angeles,_060372000022B,_2000022B,425,322,34,10,59,189,236,394,1,4,26,56,59,54,86,58,112,58,99,32,30,23,46,32,36,69
0,_Los Angeles,_060372000024A,_2000024A,405,310,28,19,48,181,224,362,5,12,26,44,67,47,62,79,106,57,84,29,30,26,38,22,39,80
0,_Los Angeles,_060372000028A,_2000028A,336,265,27,5,39,154,182,314,0,5,17,48,58,45,61,53,71,45,64,34,31,25,23,19,24,71
0,_Los Angeles,_060372000028B,_2000028B,388,298,32,10,48,179,209,354,0,10,24,52,53,69,75,56,83,62,75,32,32,31,32,16,31,77
0,_Los Angeles,_060372000030A,_2000030A,389,288,49,11,41,170,219,328,3,22,36,23,50,67,67,72,110,33,77,17,30,27,28,19,31,127
0,_Los Angeles,_060372000038A,_2000038A,370,281,29,14,46,162,208,345,1,10,14,52,76,57,57,54,74,58,84,32,36,17,46,21,20,56
0,_Los Angeles,_060372000038B,_2000038B,336,263,16,12,45,141,195,308,0,2,26,44,68,44,58,59,63,41,96,30,27,17,28,26,27,44
0,_Los Angeles,_060372000045A,_2000045A,385,286,32,13,54,160,225,353,1,5,26,45,66,65,53,63,93,55,82,24,31,27,42,19,22,83
0,_Los Angeles,_060372000045B,_2000045B,393,296,33,15,49,170,223,365,4,4,20,38,56,51,68,67,113,57,72,31,33,24,35,18,36,87
0,_Los Angeles,_060372000053A,_2000053A,466,352,44,11,59,207,259,419,1,11,35,54,77,80,74,93,88,53,107,33,45,25,44,35,29,95
0,_Los Angeles,_060372000062A,_2000062A,324,256,30,4,34,143,181,266,1,33,24,26,43,38,61,50,106,50,60,19,20,20,32,7,20,96
0,_Los Angeles,_060372000065A,_2000065A,397,311,32,9,45,174,223,371,0,2,24,40,65,58,82,69,83,56,80,30,33,16,37,27,37,81
0,_Los Angeles,_060372000081A,_2000081A,464,347,51,10,56,210,254,411,2,13,38,39,83,66,84,87,105,54,97,33,44,29,44,26,36,101
0,_Los Angeles,_060372000082A,_2000082A,445,332,48,9,56,202,243,405,1,6,33,45,82,63,64,77,114,65,81,32,46,29,25,22,44,101
0,_Los Angeles,_060372000083A,_2000083A,333,240,42,10,41,149,184,305,0,1,27,37,56,39,62,51,88,49,74,20,35,22,29,16,17,71
0,_Los Angeles,_060372000084A,_2000084A,413,324,36,12,41,177,236,370,0,14,29,54,63,59,77,78,82,40,94,37,36,20,37,30,26,93
0,_Los Angeles,_060372000085B,_2000085B,444,333,32,16,63,192,252,404,0,12,28,50,84,63,77,81,89,46,91,43,49,21,54,33,38,69
0,_Los Angeles,_060372000086A,_2000086A,445,344,39,17,45,188,257,390,2,13,40,36,57,89,66,75,122,43,94,35,46,29,38,22,34,104
0,_Los Angeles,_060372000088A,_2000088A,349,270,27,10,42,150,199,313,1,6,29,30,51,64,56,69,79,35,71,34,37,19,29,22,20,82
0,_Los Angeles,_060372020003A,_2020003A,78,24,42,0,12,43,35,0,10,18,50,0,4,7,16,13,38,3,6,6,7,5,8,6,2,35
0,_Los Angeles,_060372020003C,_2020003C,118,34,71,2,11,59,59,4,6,17,91,5,4,17,19,27,46,12,13,5,15,6,6,9,2,50
0,_Los Angeles,_060372020003D,_2020003D,141,50,61,6,24,73,68,22,4,22,93,7,10,12,37,24,51,12,22,7,7,7,5,7,6,68
0,_Los Angeles,_060372020003E,_2020003E,118,41,56,3,18,59,59,24,4,10,80,6,10,19,30,22,31,9,18,6,19,7,13,6,9,31
0,_Los Angeles,_060372020003F,_2020003F,432,181,151,25,75,213,219,105,6,44,277,19,59,66,90,95,103,50,60,35,50,31,33,30,28,115
0,_Los Angeles,_060372020004A,_2020004A,256,61,121,12,62,130,126,13,4,94,145,7,24,17,43,55,109,21,30,12,18,20,21,15,17,102
0,_Los Angeles,_060372020006A,_2020006A,451,185,166,20,80,213,238,49,28,50,324,19,53,95,92,104,88,57,69,35,59,27,33,21,22,128
0,_Los Angeles,_060372020007A,_2020007A,414,229,96,17,72,180,234,194,4,30,186,30,63,64,82,77,97,39,86,37,43,21,51,15,24,98
0,_Los Angeles,_060372020009A,_2020009A,17,0,12,2,3,9,8,3,0,3,11,1,0,4,2,3,7,0,3,0,3,0,2,1,1,7
0,_Los Angeles,_060372020016A,_2020016A,368,177,122,11,58,172,196,44,24,31,269,12,41,67,100,60,88,40,47,27,33,24,31,21,21,124
0,_Los Angeles,_060372040003A,_2040003A,416,191,141,10,74,190,226,139,6,97,174,30,44,48,79,94,121,45,55,29,55,22,29,17,29,135
0,_Los Angeles,_060372040004A,_2040004A,501,204,183,14,100,258,243,105,15,134,247,27,46,75,110,110,133,45,66,43,63,28,43,28,20,165
0,_Los Angeles,_060372040005A,_2040005A,387,189,105,24,69,190,197,97,21,107,162,17,54,57,66,94,99,48,51,28,51,13,26,13,23,134
0,_Los Angeles,_060372040008A,_2040008A,187,83,47,10,47,88,99,67,0,53,67,9,31,30,31,37,49,32,26,11,18,17,13,15,17,38
0,_Los Angeles,_060372040010A,_2040010A,408,153,134,14,107,202,206,75,12,105,216,30,48,49,88,88,105,59,57,28,46,25,48,12,26,107
0,_Los Angeles,_060372040012A,_2040012A,398,150,144,12,92,197,201,41,3,111,243,21,45,49,70,90,123,34,70,25,40,18,32,14,19,146
